district_id,ksp_district,lgd_district,police_station_name,address,email,phone,circle,latitude,longitude,clean_name,match_type
524.0,Bagalkot,Bagalkote,Savalgi PS,"INFRONT OF POST OFFICE, SAVALAGI",savalagibgk@ksp.gov.in,8353-250033,Jamakhandi Circle,16.6705915,75.347202,savalgi,FUZZY (93.3)
524.0,Bagalkot,Bagalkote,Teradal PS,"DEVARAJ NAGAR, TERDAL",terdalbgk@ksp.gov.in,8353-255133,Banahatti Circle,16.4936178,75.0468551,teradal,FUZZY (93.3)
532.0,Chikkamagaluru,Chikkamagaluru,Jayapura PS,address,jayapurackm@ksp.gov.in,08265-245245,Koppa Circle,13.1932742,76.4908321,jayapura,EXACT
532.0,Chikkamagaluru,Chikkamagaluru,Koppa PS,"KOPPA POLICE STATION, KOPPA TOWN, CHICKMAGALU",koppackm@ksp.gov.in,08265-221027,Koppa Circle,13.533207,75.3633986,koppa,EXACT
533.0,Chitradurga,Chitradurga,Chitradurga CEN Crime PS,Chitradurga,email@ksp.gov.in,88888-888888,Chitradurga District,14.2266443,76.4005122,chitradurga,EXACT
533.0,Chitradurga,Chitradurga,Chitradurga Extension PS,NH-4 (OLD HIMABINDU HOTEL) NEAR SAROJABAI KALYANACHITRADURGA,extentioncta@ksp.gov.in,9480803149,Chitradurga Town Circle,15.3918509,74.4075331,chitradurga extension,FUZZY (90.0)
533.0,Chitradurga,Chitradurga,Chitrahalli Gate PS,"ChitrahalliHolalkere Tq, Chitradurga District",email@ksp.gov.in,88888-888888,Holalkere Circle,14.111219,76.266129,chitrahalli gate,FUZZY (95.0)
533.0,Chitradurga,Chitradurga,Srirampura PS,"HULIYAR ROAD, SRIRAMPURA - 577542",srirampuracta@ksp.gov.in,08199 - 242633,Hosadurga Circle,13.9393674,77.9721755,srirampura,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Bantwala Traffic PS,BantwalaDK,email@ksp.gov.in,88888-888888,Bantwala Circle,12.8953789,75.0408618,bantwala,FUZZY (93.3)
534.0,Dakshina Kannada,Dakshina Kannada,Bellare PS,Bellare VillageSullia Tq,bellaremaq@ksp.gov.in,08257-271995,Sullia Circle,12.6651278,75.3696207,bellare,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Belthangadi PS,BELTHANGADY,belthangdymaq@karapolice.in,8256232093,Belthangadi Circle,12.9903521,75.2825052,belthangadi,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Belthangadi Traffic PS,Laila Village and PostBelthangady Taluk,belthangadytrafficmaq@ksp.gov.in,88888-888888,Belthangadi Circle,12.9903521,75.2825052,belthangadi,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Buntwala Rural PS,BANTWALA,bantwalarmaq@karpolice.in,8255235000,Bantwala Circle,12.53447,75.02427,buntwala,ORIGINAL
534.0,Dakshina Kannada,Dakshina Kannada,Buntwala Town PS,BANTWALA,bantwalatmaq@karpolice.in,8255232111,Bantwala Circle,12.53447,75.02427,buntwala,ORIGINAL
534.0,Dakshina Kannada,Dakshina Kannada,Dakshina Kannada Women PS,Dakshina Kannada,womenmaq@ksp.gov.in,88888-888888,Puttur Sub-Division,17.1215253,76.0988939,dakshina kannada,FUZZY (90.0)
534.0,Dakshina Kannada,Dakshina Kannada,Dharmasthala PS,Dakshina Kannada,email@ksp.gov.in,88888-888888,Belthangadi Circle,12.9519571,75.3813122,dharmasthala,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,DK CEN Crime PS,Dakshina Kannada,email@ksp.gov.in,88888-888888,Dakshina Kannada  District,12.5887582,75.0729575,dk,FUZZY (90.0)
534.0,Dakshina Kannada,Dakshina Kannada,Kadaba PS,KADABA,kadamaq@karpolice.in,08251 260044,Puttur Rural Circle,13.2410947,76.8625622,kadaba,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Punjalkatte PS,address,pkattemaq@ksp.gov.in,8256279375,Belthangadi Circle,12.9486472,75.1690868,punjalkatte,FUZZY (95.7)
534.0,Dakshina Kannada,Dakshina Kannada,Puttur Rural PS,SAMPYA,putturrmaq@karpolice.in,08251 232102,Puttur Rural Circle,12.7632858,75.2018421,puttur,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Puttur Town PS,PUTTUR,putturtownmaq@karpolice.in,8251230555,Puttur Sub-Division,12.7632858,75.2018421,puttur,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Puttur Traffic PS,address,putturtrafficmaq@karpolice.in,8251238500,Puttur Sub-Division,12.7632858,75.2018421,puttur,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Subramanya PS,SUBRAMANYA,subramanyamaq@karpolice.in,8257281250,Sullia Circle,12.6677868,75.6131771,subramanya,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Sullia PS,SULLIA,sulliamaq@karpolice.in,8257230337,Sullia Circle,15.4488033,75.1767798,sullia,FUZZY (90.9)
534.0,Dakshina Kannada,Dakshina Kannada,Uppinangadi PS,UPPINANGADY,uppinangadymaq@karpolice.in,8251251055,Puttur Rural Circle,12.83834,75.2485277,uppinangadi,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Venoor PS,VENUR,veenoormaq@karpolice.in,8256286232,Belthangadi Circle,13.0122097,75.1443252,venoor,EXACT
534.0,Dakshina Kannada,Dakshina Kannada,Vitla PS,VITTLA,vittalmaq@karpolice.in,8255239233,Bantwala Circle,12.7636039,75.1013544,vitla,EXACT
535.0,Davanagere,Davanagere,Azad Nagar PS,"Maganahalli Road, AzadNagara, Davangere-57700",azadnagardvg@ksp.gov.in,08192-272010,Davanagere North Circle,12.2800528,76.2845524,azad nagar,FUZZY (95.2)
535.0,Davanagere,Davanagere,Basavanagara PS,"Vasantha theatre Road, Near subjail, Old Dava",basavanagardvg@ksp.gov.in,08192-272009,Davanagere City Sub-Division,16.7999342,77.140036,basavanagara,EXACT
535.0,Davanagere,Davanagere,Basavapatna PS,"Basavapatna PS, Sagarpete,  Channagiri Taluk,",basavapatnadvg@ksp.gov.in,08180-272463,Channagiri Circle,12.6168169,76.1212067,basavapatna,EXACT
535.0,Davanagere,Davanagere,Bilichodu PS,"Bilichodu PS, Jagalur road, Bilichodu post,",bilichodudvg@ksp.gov.in,08196-248244,Jagalur Circle,14.4934249,76.1597766,bilichodu,EXACT
535.0,Davanagere,Davanagere,Channagiri PS,"Behind Busstand, Channagiri, Davangere Dist-5",Channagiridvg@ksp.gov.in,08189-228133,Channagiri Circle,14.0252,75.925,channagiri,EXACT
535.0,Davanagere,Davanagere,Davanagere CEN Crime PS,DSBDavanagere,email@ksp.gov.in,88888-888888,Davanagere District,14.4661266,75.9206361,davanagere,EXACT
535.0,Davanagere,Davanagere,Davanagere Extention PS,"PJ Extn. , Old court road, Near Govt. High sc",extndvg@ksp.gov.in,08192-272012,Davanagere City Sub-Division,13.4978158,75.4512081,davanagere extention,FUZZY (90.0)
535.0,Davanagere,Davanagere,Davanagere Rural PS,"Nittuvalli Circle, Hadadi road, Davangere-577",ruraldvg@ksp.gov.in,08192-262555,Davanagere Rural Sub-Division,14.4661266,75.9206361,davanagere,EXACT
535.0,Davanagere,Davanagere,Davangere Traffic North PS,"Vasantha theatre Road, Near subjail, Old Dava",trafficnorthdvg@ksp.gov.in,08192-234865,Davanagere Traffic Circle,14.4661266,75.9206361,davangere,FUZZY (94.7)
535.0,Davanagere,Davanagere,Gandhi Nagar PS,"Gandhinagara, Davangere-577001",gandhinagardvg@ksp.gov.in,08192-272011,Davanagere North Circle,12.6271531,78.4351179,gandhi nagar,EXACT
535.0,Davanagere,Davanagere,Hadadi PS,"Hadadi, Davangere taluk-577252",hadadidvg@ksp.gov.in,08192-218405,Davanagere Rural Circle,14.3636422,75.8906875,hadadi,EXACT
535.0,Davanagere,Davanagere,Harihara Rural PS,"Guttur Colony, Harihara Taluk, Davanagere Dis",hariharruraldvg@ksp.gov.in,08192-272017,Harihara Circle,14.5116874,75.809288,harihara,EXACT
535.0,Davanagere,Davanagere,Harihara Town PS,"Harihara PS, Harihara Taluk , Davanagere Dist",harihartowndvg@ksp.gov.in,08192-272016,Harihara Circle,14.5116874,75.809288,harihara,EXACT
535.0,Davanagere,Davanagere,Honnali PS,"Shivamogga Road, Honnali, Davangere DIST Pin-",honnalidvg@ksp.gov.in,08188-251100,Honnali Circle,14.2389785,75.6457434,honnali,EXACT
535.0,Davanagere,Davanagere,Jagalur PS,"Jagalur PS, Near Bharath talkies, jaglur talu",jlrdvg@ksp.gov.in,08196-227329,Jagalur Circle,14.5199847,76.3398876,jagalur,FUZZY (93.3)
535.0,Davanagere,Davanagere,KTJ Nagar PS,"Nittuvalli Road, Koracharahatti, Davangere-57",ktjnagardvg@ksp.gov.in,08192-259285,Davanagere South Circle,14.4541,75.92468,ktj nagar,ORIGINAL
535.0,Davanagere,Davanagere,Malebennur PS,"Malebennur, Harihara Taluk, Davangere Dist-57",malebennurdvg@ksp.gov.in,08192-268758,Harihara Circle,14.3533447,75.7384255,malebennur,FUZZY (95.2)
535.0,Davanagere,Davanagere,Mayakonda PS,"Mayakonda PS, Mayakonda post, Davangere Taluk",mayakondadvg@ksp.gov.in,08192-215922,Davanagere Rural Circle,14.2888342,76.0823986,mayakonda,EXACT
535.0,Davanagere,Davanagere,Nyamathi PS,"Nyamathi post,  Honnali Taluk, Davangere Dist",nymathidvg@ksp.gov.in,08188-265349,Honnali Circle,14.1491131,75.576148,nyamathi,FUZZY (93.3)
535.0,Davanagere,Davanagere,RMC Yard PS,"APMC  Market, Davangere-577003",rmcyarddvg@ksp.gov.in,08192-272008,Davanagere North Circle,17.1282847,78.4594363,rmc,FUZZY (90.0)
535.0,Davanagere,Davanagere,Santhebennur PS,"Near Busstand, SantheBennur, Channagiri Taluk",santhebennurdvg@ksp.gov.in,08180-256437,Channagiri Circle,14.1698888,76.0033586,santhebennur,FUZZY (95.7)
535.0,Davanagere,Davanagere,Vidyanagar PS,"Vidyanagara, Davangere-577005",vidyanagardvg@ksp.gov.in,08192-262688,Davanagere South Circle,13.1590291,77.6243347,vidyanagar,EXACT
536.0,Dharwad,Dharwad,Alnavar PS,"Alanvar Police Station, Opp State Bank, Alanv",alnavardwd@ksp.gov.in,0836-2233216,Dharwad Rural Circle,15.4271868,74.7383896,alnavar,EXACT
536.0,Dharwad,Dharwad,Annigeri PS,"Annigeri P.S. Near Bus Stand,  Taluk-Navalgun",annigeridwd@ksp.gov.in,08380-222733,Navalgund Circle,15.4260116,75.4333351,annigeri,EXACT
536.0,Dharwad,Dharwad,Dharwad CEN Crime PS,Near Bus StandDharwad Town,email@ksp.gov.in,0836-2444969,Dharwad District,15.4540505,75.0066516,dharwad,EXACT
536.0,Dharwad,Dharwad,Dharwad Rural PS,"Dharwad Rural P.S, Behind M.G.Bank, P.B.Road",ruraldwd@ksp.gov.in,0836-2233215,Dharwad Sub-Division,15.4540505,75.0066516,dharwad,EXACT
536.0,Dharwad,Dharwad,Dharwad Women PS,"Near Karnataka Vikasa BankChikkamalligad Road, Dharwad",email@ksp.gov.in,88888-888888,Dharwad Sub-Division,15.4540505,75.0066516,dharwad,EXACT
536.0,Dharwad,Dharwad,Garag PS,"Garag Police Station, Dharwad District, Dharw",garagdwd@ksp.gov.in,0836-2233217,Dharwad Rural Circle,15.5752639,74.9312943,garag,EXACT
536.0,Dharwad,Dharwad,Gudageri PS,address,gudageridwd@ksp.gov.in,0830-4262100,Dharwad Rural Circle,15.122184,75.3648009,gudageri,EXACT
536.0,Dharwad,Dharwad,Hubli Rural PS,"Hubli Rural P.S, Mini Vidhan Soudah 1st Floor",hubliruraldwd@ksp.gov.in,0836-2233214,Dharwad Sub-Division,15.3518378,75.1379848,hubballi,EXACT
536.0,Dharwad,Dharwad,Kalaghatagi PS,"Kalaghatagi P.S,  Taluk Kalaghtagi, Dharwad D",kalaghtagidwd@ksp.gov.in,08370-284511,Dharwad Sub-Division,15.1818921,74.9718465,kalaghatagi,EXACT
536.0,Dharwad,Dharwad,Kundagol PS,"Kundagol P.S. Taluk Kundagol, Dharwad Distric",kundagoldwd@ksp.gov.in,08304-290343,Dharwad Sub-Division,15.2565128,75.2478662,kundagol,FUZZY (94.1)
536.0,Dharwad,Dharwad,Navalgund PS,"Navalgund P.S, Taluk-Navalgund ,  Dharwad Dis",navalgunddwd@ksp.gov.in,08380-229233,Navalgund Circle,15.5582208,75.3538481,navalgund,EXACT
537.0,Gadag,Gadag,Betageri Extention PS,"RAJEEVGANDHINAGAR, GADAG",betageriextngdg@ksp.gov.in,08372-237019,Betageri Circle,15.2123183,76.0454314,betageri extention,FUZZY (90.0)
537.0,Gadag,Gadag,Betageri PS,"OLD PHQ, HEALTHCAMP, BETAGERI-GADAG",betagerigdg@ksp.gov.in,08372-246333,Betageri Circle,15.2123183,76.0454314,betageri,EXACT
537.0,Gadag,Gadag,Gadag CEN Crime PS,Gadag townGadag,email@ksp.gov.in,88888-888888,Gadag District,17.9505606,77.5440728,gadag,FUZZY (90.9)
537.0,Gadag,Gadag,Gadag Rural PS,"TAHASHILDAR OFFICE CAMPUS, GADAG",ruralgdggdg@ksp.gov.in,08372-278213,Gadag Rural Circle,17.9505606,77.5440728,gadag,FUZZY (90.9)
537.0,Gadag,Gadag,Gadag Town PS,"OPP OLD BUSSTAND, GADAG",towngdg@ksp.gov.in,08372-238333,Gadag Town Circle,17.9505606,77.5440728,gadag,FUZZY (90.9)
537.0,Gadag,Gadag,Gadag Traffic PS,"SAMBHAPUR ROAD, GADAG",trafficgdg@ksp.gov.in,08372-238425,Betageri Circle,17.9505606,77.5440728,gadag,FUZZY (90.9)
537.0,Gadag,Gadag,Gadag Women PS,GadagGadag Town,email@ksp.gov.in,88888-888888,Gadag Sub-Division,17.9505606,77.5440728,gadag,FUZZY (90.9)
537.0,Gadag,Gadag,Gajendragad PS,"NEAR POLICE QTRS, GAJENDRAGAD",gajendragadgdg@ksp.gov.in,08381-252133,Ron Circle,15.7322026,75.9644618,gajendragad,EXACT
537.0,Gadag,Gadag,Lakshmeshwar PS,"NEAR POLICE QTRS, LAXMESHWAR",laxmeshwargdg@ksp.gov.in,08487-272333,Shirahatti Circle,15.1248456,75.472885,lakshmeshvara,EXACT
537.0,Gadag,Gadag,Mulagund PS,"NEAR SANTE MARLET, MULAGUND",mulagundgdg@ksp.gov.in,08372-280133,Gadag Rural Circle,15.2817244,75.5225438,mulagunda,FUZZY (94.7)
537.0,Gadag,Gadag,Mundargi PS,"GADAG ROAD, MUNDARAGI",mundaragigdg@ksp.gov.in,08371-262233,Nargund Sub Divison,15.2051817,75.8840183,mundaragi,EXACT
537.0,Gadag,Gadag,Naregal PS,"GADAG ROAD, NAREGAL",naregalgdg@ksp.gov.in,08381-258233,Ron Circle,15.5736978,75.8078454,naregal,FUZZY (87.5)
537.0,Gadag,Gadag,Nargund PS,"HUBLI-BIJAPUR ROA, NARAGUND",naragundgdg@ksp.gov.in,08377-265288,Nargund Sub Divison,15.7220381,75.3846247,naragunda,EXACT
537.0,Gadag,Gadag,Ron PS,"GADAG ROAD, RON",rongdg@ksp.gov.in,08381-267233,Ron Circle,15.6996944,75.7349912,ron,EXACT
537.0,Gadag,Gadag,Shirahatti PS,"NEAR LOD TAHASHILDAR OFFICE, SHIRAHATTI",shirahattigdg@ksp.gov.in,08487-242233,Shirahatti Circle,15.234576,75.5791999,shirahatti,EXACT
539.0,Hassan,Hassan,Alur PS,B. M. ROAD,alurhsn@ksp.gov.in,08170-218231,Sakaleshpura Sub-Division,14.9117476,78.0495621,alur,EXACT
539.0,Hassan,Hassan,Arakalagud PS,ARKALGUD,arkalgudhsn@ksp.gov.in,08175-220249,Arakalagud  Circle,12.0574387,76.5004821,arakalagud,FUZZY (90.0)
539.0,Hassan,Hassan,Arasikere Rural PS,B.H. ROAD,arasikereruralhsn@Ksp.gov.in,08174-232237,Arasikere Rural Circle,13.3159809,76.256849,arasikere,EXACT
539.0,Hassan,Hassan,Arasikere Town PS,B.H. ROAD,arasikeretownhsn@ksp.gov.in,08174-232233,Arasikere Sub-Division,13.3159809,76.256849,arasikere,EXACT
539.0,Hassan,Hassan,Arehalli PS,MAIN ROAD,arehallyhsn@ksp.gov.in,08177-221342,Belur Circle,13.0456896,75.8031377,arehalli,EXACT
539.0,Hassan,Hassan,Banavara PS,BANAVARA,banavarahsn@ksp.gov.in,08174-235633,Arasikere Rural Circle,13.3922947,77.0125762,banavara,EXACT
539.0,Hassan,Hassan,Belur PS,BELUR,belurhsn@ksp.gov.in,08177-222444,Arasikere Sub-Division,13.1645671,75.8634851,belur,EXACT
539.0,Hassan,Hassan,Channarayapatna Rural PS,B.M. ROAD,crpatnaruralhsn@ksp.gov.in,08176-254933,Holenarasipura Sub-Division,13.2455918,77.797084,channarayapatna,EXACT
539.0,Hassan,Hassan,Channarayapatna Town PS,B.M. ROAD,crpatnatownhsn@ksp.gov.in,08176-252333,Holenarasipura Sub-Division,13.2455918,77.797084,channarayapatna,EXACT
539.0,Hassan,Hassan,Channarayapatna Traffic PS,Channarayapatnahassan,email@ksp.gov.in,88888-888888,Channarayapatna Town PS,13.2455918,77.797084,channarayapatna,EXACT
539.0,Hassan,Hassan,Dudda PS,DUDDA,duddahsn@ksp.gov.in,08172-223935,Hassan Rural Circle,13.0789066,76.2149003,dudda,EXACT
539.0,Hassan,Hassan,Gandasi PS,GANDASI,gandasihsn@ksp.gov.in,08174-220630,Arasikere Rural Circle,13.1588838,76.3063432,gandasi,EXACT
539.0,Hassan,Hassan,Goruru PS,GORUR,gorurhsn@ksp.gov.in,08172-225475,Hassan Rural Circle,12.8238999,76.0644435,goruru,FUZZY (90.9)
539.0,Hassan,Hassan,Halebeedu PS,Temple Road,halebeeduhsn@ksp.gov.in,08177-273201,Belur Circle,15.4428746,77.2303146,hulebeedu,EXACT
539.0,Hassan,Hassan,Hallymysore PS,Hallymysore HobliHolenarasipura Tq.,hallymysore@ksp.gov.in,88888-888888,Holenarasipura Circle,12.65799,76.25928,hallymysore,ORIGINAL
539.0,Hassan,Hassan,Hassan CEN Crime PS,Hassan TownHassan,dcbhsn@ksp.gov.in,88888-888888,Hassan District,13.0070817,76.0992703,hassan,EXACT
539.0,Hassan,Hassan,Hassan City PS,N R CIRCLE,townhsn@ksp.gov.in,08172-268333,Hassan Sub-Division,13.0070817,76.0992703,hassan,EXACT
539.0,Hassan,Hassan,Hassan Extn. PS,K.R. PURAM,extensionhsn@ksp.gov.in,08172-268967,Hassan Sub-Division,13.0070817,76.0992703,hassan extn,FUZZY (90.0)
539.0,Hassan,Hassan,Hassan Rural PS,N R CIRCLE,ruralhsn@ksp.gov.in,08172-268630,Hassan Sub-Division,13.0070817,76.0992703,hassan,EXACT
539.0,Hassan,Hassan,Hassan Traffic PS,HOSALINE ROAD,traffichsn@ksp.gov.in,08172-272846,Hassan City Circle,13.0070817,76.0992703,hassan,EXACT
539.0,Hassan,Hassan,Hassan Women PS,,email@ksp.gov.in,88888-888888,Hassan Sub-Division,13.0070817,76.0992703,hassan,EXACT
539.0,Hassan,Hassan,Hirisave PS,B.M. ROAD,hirisavehsn@ksp.gov.in,08176-226888,Channarayapatna Circle,12.9498785,76.576616,hirisave,EXACT
539.0,Hassan,Hassan,Holenarasipura Rural PS,MYSORE ROAD,hnpuraruralhsn@Ksp.gov.in,08175-273308,Holenarasipura Circle,12.7852158,76.2431266,holenarasipura,EXACT
539.0,Hassan,Hassan,Holenarasipura Town PS,Park Road,hnpuratownhsn@ksp.gov.in,08175-273333,Holenarasipura Circle,12.7852158,76.2431266,holenarasipura,EXACT
539.0,Hassan,Hassan,Javagal PS,address,javgalhsn@ksp.gov.in,08174-271221,Arasikere Rural Circle,13.3009846,76.0573673,javagal,EXACT
539.0,Hassan,Hassan,Konanur PS,Konanur,konanurhsn@ksp.gov.in,08175-226227,Arakalagud  Circle,12.6293082,76.0498869,konanur,FUZZY (93.3)
539.0,Hassan,Hassan,Nuggehalli PS,Nuggehally,nuggehallyhsn@Ksp.gov.in,08176-233033,Channarayapatna Circle,13.0095337,76.4772001,nuggehalli,EXACT
539.0,Hassan,Hassan,Pension Mohalla PS,HOSALINE ROAD,pmohallahsn@ksp.gov.in,08172-272260,Hassan City Circle,13.00681,76.09955,pension,ORIGINAL
539.0,Hassan,Hassan,Sakaleshpura Rural PS,B.M. ROAD,sakaleshapuraruralhs@ksp.gov.in,08173-245183,Sakaleshpura Circle,12.9434349,75.7862318,sakaleshpura,EXACT
539.0,Hassan,Hassan,Sakaleshpura Town PS,B.M. ROAD,sakaleshapuratownhsn@ksp.gov.in,08173-244100,Sakaleshpura Circle,12.9434349,75.7862318,sakaleshpura,EXACT
539.0,Hassan,Hassan,Shanthigrama PS,address,email@ksp.gov.in pensionmohallahsn@ksp.gov.in,08172-258038,Hassan Rural Circle,12.983428,76.2166763,shanthigrama,FUZZY (95.7)
539.0,Hassan,Hassan,Shravanabelagola PS,Shravanabelagola,shravanabelagolahsn@ksp.gov.in,08176-257229,Channarayapatna Circle,12.858127,76.4870114,shravanabelagola,EXACT
539.0,Hassan,Hassan,Yesalur PS,Yeslur,yeslurhsn@ksp.gov.in,08173-278212,Sakaleshpura Circle,14.9117476,78.0495621,yesalur,FUZZY (90.0)
540.0,Haveri,Haveri,Adur PS,"PSI, Adur PS, Haveri Road",adurhvr@ksp.gov.in,08379-265233,Hanagal Circle,16.4175742,76.9320221,adur,FUZZY (90.0)
540.0,Haveri,Haveri,Bankapura PS,address,bankapurahvr@ksp.gov.in,08378-254233,Shiggaon Circle,14.9217443,75.2639298,bankapura,EXACT
540.0,Haveri,Haveri,Byadagi PS,"PSI, Byadagi Police Station",byadgihvr@ksp.gov.in,08375-228333,Byadagi Circle,14.6719843,75.4858218,byadagi,EXACT
540.0,Haveri,Haveri,Guttal PS,PSI Guttal Police Station,guttalhvr@ksp.gov.in,08375-224223,Haveri Circle,14.8378416,75.6329114,guttal,FUZZY (92.3)
540.0,Haveri,Haveri,Halageri PS,"PSI, Halageri PS, Hirekerur Road",halagerihvr@ksp.gov.in,08373-252333,Ranebennur Rural Circle,14.5554607,75.6097133,halageri,EXACT
540.0,Haveri,Haveri,Hanagal PS,"PSI, Hanagal Police Station, Darga Road",hanagalhvr@ksp.gov.in,08379-262333,Hanagal Circle,14.7383723,76.7039857,hanagal,EXACT
540.0,Haveri,Haveri,Hansabhavi PS,"PSI, Hansabhavi PS, Haveri Road",hansabhavihvr@ksp.gov.in,08376-289033,Hirekerur Circle,14.56998,75.36876,hansabhavi,ORIGINAL
540.0,Haveri,Haveri,Haveri CEN Crime PS,Haveri Town,email@ksp.gov.in,88888-888888,Haveri District,14.7874825,75.3996731,haveri,EXACT
540.0,Haveri,Haveri,Haveri Rural PS,"PSI Haveri Rural PS, Hanagal Road",haveriruralhvr@ksp.gov.in,08375-233333,Haveri Circle,14.7874825,75.3996731,haveri,EXACT
540.0,Haveri,Haveri,Haveri Town PS,"PI, Haveri Town PS",haveritownhvr@ksp.gov.in,08375-232333,Haveri Sub-Division,14.7874825,75.3996731,haveri,EXACT
540.0,Haveri,Haveri,Haveri Traffic PS,"PI, Haveri Traffic PSNear Police Samudaya Bhavan, Rajendra Nagar, Haver",haveritraffichvr@ksp.gov.in,88888-888888,Haveri Sub-Division,14.7874825,75.3996731,haveri,EXACT
