village_id,village_name,taluk_id,taluk_name,district_id,district_name,gp_id,gp_name,police_station_name,latitude,longitude
598591,Budni Khurd,5445,Mudhol,524,Bagalkote,215299.0,Machaknur,Banahatti PS,16.4776,75.12534
598548,Budni(P.D),7063,Rabakavi Banahatti,524,Bagalkote,215295.0,Kesarkoppa,Bagalkot Town PS,16.10838,75.64228
598573,Budni(P.M),5445,Mudhol,524,Bagalkote,215302.0,Mantur,Hungunda PS,16.0833,76.04652
598620,Byadar-Aralikatti,5445,Mudhol,524,Bagalkote,215297.0,Laxanatti,Bagalkot Women PS,16.123874,75.641631
598983,Chamalapur,7062,Ilkal,524,Bagalkote,215250.0,Nandwadgi,Bagalkot Women PS,16.115404,75.648461
598566,Channal,5445,Mudhol,524,Bagalkote,215310.0,Vantgodi,Mahalingapur PS,16.41796,75.09314
598986,Chatnihal,7062,Ilkal,524,Bagalkote,215241.0,Jambaldinni,Savalgi PS,16.68028,75.3417
598608,Chawadapur,5445,Mudhol,524,Bagalkote,215297.0,Laxanatti,Bagalkot Women PS,16.125733,75.645421
598780,Chebbi,5447,Bagalkot,524,Bagalkote,215203.0,Yadahalli,Bilagi PS,16.33846,75.62156
598807,Chick Hodlur,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal,Mudhol PS,16.34896,75.28309
598838,Chick Myageri,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri,Bagalkot Traffic PS,16.16989,75.66141
598817,Chick Sitimani,5447,Bagalkot,524,Bagalkote,273096.0,Hosur,Banahatti PS,16.46219,75.10942
599005,Chick-Otageri,7062,Ilkal,524,Bagalkote,215238.0,Hire-Oatgeri,Mahalingapur PS,16.41434,75.10882
598938,Chickbadawadgi,5448,Hungund,524,Bagalkote,273109.0,Hire Badawadagi,Navanagara PS,16.17311,75.67286
598477,Chickhanchinal,5444,Bilgi,524,Bagalkote,215216.0,Kollur,Navanagara PS,16.1737,75.66521
598801,Chickka-Shellikeri,5447,Bagalkot,524,Bagalkote,215187.0,Chikka- Shellikeri,Kerur PS,16.03048,75.5283
599020,Chickkodagali,7062,Ilkal,524,Bagalkote,273107.0,Chikka Kodagali,Mahalingapur PS,16.41432,75.09834
598903,Chickmagi,5448,Hungund,524,Bagalkote,273110.0,Hiremalagavi,Savalgi PS,16.66004,75.33949
598907,Chickmalagavi,5448,Hungund,524,Bagalkote,273110.0,Hiremalagavi,Savalgi PS,16.67763,75.3594
598527,Chicksangam,5444,Bilgi,524,Bagalkote,215214.0,Kandagal,Mahalingapur PS,16.39727,75.12798
599001,Chicksinganagutti,7062,Ilkal,524,Bagalkote,215239.0,Hire-Shingangutti,Mudhol PS,16.32266,75.27204
598933,Chickyaranakeri,5448,Hungund,524,Bagalkote,215251.0,Rakkasagi,Banahatti PS,16.47387,75.11305
598991,Chikadapur,7062,Ilkal,524,Bagalkote,215239.0,Hire-Shingangutti,Mudhol PS,16.32608,75.28398
598897,Chikanal,7062,Ilkal,524,Bagalkote,215230.0,Chikkanal,Hungunda PS,16.04816,76.05712
598777,Chikk-Sansi,5447,Bagalkot,524,Bagalkote,273095.0,Devanal,Bagalkot Women PS,16.099314,75.636101
598468,Chikkalaki,5443,Jamkhandi,524,Bagalkote,215256.0,Bidari,Ilakal Rural PS,15.984619,76.107458
598735,Chikkamuchalagudda,5446,Badami,524,Bagalkote,215154.0,Halkurki,Bagalkot Women PS,16.120534,75.658761
598755,Chikkanasabi,5446,Badami,524,Bagalkote,215164.0,Kataraki,Kerur PS,16.00165,75.54636
598469,Chikkapadasalgi,5443,Jamkhandi,524,Bagalkote,215257.0,Chikka-Padsalgi,Jamakhandi Rural PS,16.49797,75.29159
598813,Chikkgulabal,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal,Mudhol PS,16.32923,75.27542
598808,Chikkmuramatti,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal,Mudhol PS,16.34218,75.26766
598604,Chikkur,5445,Mudhol,524,Bagalkote,215286.0,Bantnur,Mudhol PS,16.33576,75.2736
598892,Chilapur,7062,Ilkal,524,Bagalkote,215230.0,Chikkanal,Hungunda PS,16.07644,76.04868
598422,Chimmad,7063,Rabakavi Banahatti,524,Bagalkote,215258.0,Chimmad,Jamakhandi Town PS,16.5007,75.29765
598693,Chimmalagi,7061,Guledgudda,524,Bagalkote,273091.0,Mangalagudda,Bagalkot CEN Crime PS,16.164395,75.6478
598709,Chimmanakatti,5446,Badami,524,Bagalkote,215162.0,Kaknur,Jamakhandi Town PS,16.5197,75.27341
598580,Chinchakhandi(B.K),5445,Mudhol,524,Bagalkote,215288.0,Chinchakhandi K.D.,Navanagara PS,16.15183,75.64513
598581,Chinchakhandi(K.D),5445,Mudhol,524,Bagalkote,215288.0,Chinchakhandi K.D.,Navanagara PS,16.14961,75.66654
598654,Chinchalakatti,5446,Badami,524,Bagalkote,215152.0,Fakirbhudihal,Bagalkot Town PS,16.13625,75.64224
598441,Chingundi,5443,Jamkhandi,524,Bagalkote,215275.0,Kunchanoor,Bilagi PS,16.32953,75.60535
598956,Chinnapur (S.K.),7062,Ilkal,524,Bagalkote,215244.0,Karadi,Amengad PS,16.05412,75.96504
598998,Chinnapur (S.T.),7062,Ilkal,524,Bagalkote,215241.0,Jambaldinni,Savalgi PS,16.66256,75.34932
598970,Chintakamaladinni,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi,Bilagi PS,16.36411,75.61485
598509,Chinvalkoppa Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura,Jamakhandi Town PS,16.51226,75.29101
598710,Chirlakoppa,5446,Badami,524,Bagalkote,215166.0,Kulageri Cross,Mahalingapur PS,16.3897,75.12008
598842,Chitaginakopp,5447,Bagalkot,524,Bagalkote,215197.0,Nainegalli,Bagalkot Rural PS,16.16372,75.67837
598603,Chitrabanukoti,5445,Mudhol,524,Bagalkote,215292.0,Hebbal,Badami PS,15.930611,75.694956
598927,Chittaragi,5448,Hungund,524,Bagalkote,215231.0,Chittargi,Ilakal PS,15.97175,76.10399
598937,Chittawadgi,5448,Hungund,524,Bagalkote,273109.0,Hire Badawadagi,Navanagara PS,16.17017,75.67918
598756,Cholachagudda,5446,Badami,524,Bagalkote,215151.0,Cholachagud,Bagalkot Rural PS,16.16216,75.70764
598854,Choudapur,5447,Bagalkot,524,Bagalkote,215186.0,Bevoor,Kaladagi PS,16.21241,75.51285
598917,Chowdakamaladinni,5448,Hungund,524,Bagalkote,273106.0,Bisaladinni,Lokapur PS,16.08533,75.23605
598476,Chowdapur,5444,Bilgi,524,Bagalkote,215216.0,Kollur,Navanagara PS,16.17841,75.64533
598611,Dadanatti,5445,Mudhol,524,Bagalkote,215289.0,Dadnatti,Savalgi PS,16.66726,75.33032
598900,Dammur,7062,Ilkal,524,Bagalkote,215253.0,Vadgeri,Guledagudda PS,16.0459,75.76633
598957,Dasbal,5448,Hungund,524,Bagalkote,215244.0,Karadi,Amengad PS,16.06412,75.93178
598535,Dattapura,5444,Bilgi,524,Bagalkote,215221.0,Sunag,Bagalkot CEN Crime PS,16.153925,75.6818
598843,Devalapur (S.M.),5447,Bagalkot,524,Bagalkote,215197.0,Nainegalli,Bagalkot Rural PS,16.17798,75.70515
598778,Devanal,5447,Bagalkot,524,Bagalkote,273095.0,Devanal,Bagalkot Women PS,16.110504,75.666491
598765,Dhanakashirur,5446,Badami,524,Bagalkote,215150.0,Belur,Bagalkot CEN Crime PS,16.176935,75.67356
598946,Dhannur,5448,Hungund,524,Bagalkote,215232.0,Dhannur,Ilakal Rural PS,15.962449,76.104578
598816,Dharmnagar,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal,Mudhol PS,16.31287,75.28025
598562,Dhavaleshwar,7063,Rabakavi Banahatti,524,Bagalkote,215290.0,Dhavaleshwar,Teradal PS,16.51152,75.05552
598836,Domanal,5447,Bagalkot,524,Bagalkote,215201.0,Sutagundar,Bagalkot Women PS,16.099044,75.648981
598863,Durgadevinagar,5447,Bagalkot,524,Bagalkote,273099.0,Sheegikeri,Hungunda PS,16.06325,76.07484
598803,Durganagar,5447,Bagalkot,524,Bagalkote,215188.0,Gaddankeri,Lokapur PS,16.07935,75.20791
598516,Durgapura,5444,Bilgi,524,Bagalkote,215205.0,Arakeri,Hungunda PS,16.06628,76.07537
598643,Fakeerabudihal,5446,Badami,524,Bagalkote,215152.0,Fakirbhudihal,Bagalkot Town PS,16.12539,75.65967
598796,Gaddankeri,5447,Bagalkot,524,Bagalkote,215188.0,Gaddankeri,Lokapur PS,16.10459,75.21133
598990,Gadisunkapur,7062,Ilkal,524,Bagalkote,215241.0,Jambaldinni,Savalgi PS,16.67475,75.34253
598455,Gadyal,5443,Jamkhandi,524,Bagalkote,215271.0,Kannolli,Bagalkot Town PS,16.10249,75.67455
598474,Galagali,5444,Bilgi,524,Bagalkote,215208.0,Galgalli,Jamakhandi Rural PS,16.51649,75.27442
598899,Gandal,7062,Ilkal,524,Bagalkote,273112.0,Muradi,Amengad PS,16.04238,75.93996
598627,Ganganabudihal,5446,Badami,524,Bagalkote,215178.0,Neerbhudihal,Banahatti PS,16.49303,75.11413
598928,Gangur,5448,Hungund,524,Bagalkote,215231.0,Chittargi,Ilakal PS,15.97865,76.12217
598448,Gani,5443,Jamkhandi,524,Bagalkote,215276.0,Linagnoor,Guledagudda PS,16.04098,75.75595
598908,Ganjihal,5448,Hungund,524,Bagalkote,215233.0,Ganjihal,Jamakhandi Rural PS,16.50033,75.27326
598977,Ghattiganur,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi,Bilagi PS,16.34231,75.62678
598491,Girgaon,5444,Bilgi,524,Bagalkote,215213.0,Inam - Hanchinal,Lokapur PS,16.09901,75.23792
598520,Girisagar,5444,Bilgi,524,Bagalkote,215209.0,Girisagar,Jamakhandi Town PS,16.52481,75.26767
598508,Godihal Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura,Jamakhandi Town PS,16.50674,75.26614
598420,Golbhavi,7398,Terdal,524,Bagalkote,215259.0,Golabavi,Kaladagi PS,16.21715,75.51613
598743,Gonal,5446,Badami,524,Bagalkote,215171.0,Mangalore,Amengad PS,16.06157,75.92603
599014,Gonal (S.B.),7062,Ilkal,524,Bagalkote,273107.0,Chikka Kodagali,Mahalingapur PS,16.39031,75.12651
599003,Gonal (S.K.),7062,Ilkal,524,Bagalkote,215243.0,Kandagal,Teradal PS,16.49916,75.06371
599023,Gonal (S.T.),7062,Ilkal,524,Bagalkote,215238.0,Hire-Oatgeri,Mahalingapur PS,16.38861,75.09873
599000,Gopsani,7062,Ilkal,524,Bagalkote,215234.0,Gorabal,Jamakhandi Town PS,16.50278,75.26717
599010,Gorbal,7062,Ilkal,524,Bagalkote,215234.0,Gorabal,Jamakhandi Town PS,16.50806,75.30001
598889,Gorjnal,7062,Ilkal,524,Bagalkote,215253.0,Vadgeri,Guledagudda PS,16.05797,75.77896
598453,Gothe,5443,Jamkhandi,524,Bagalkote,215260.0,Gote,Kerur PS,16.002,75.55024
598746,Govanaki,5446,Badami,524,Bagalkote,215175.0,Nandikeshwar,Bagalkot Town PS,16.12611,75.66318
598727,Govanakoppa,5446,Badami,524,Bagalkote,273085.0,Alur-Sk,Mudhol PS,16.32093,75.27016
598775,Govindkopp,5447,Bagalkot,524,Bagalkote,215187.0,Chikka- Shellikeri,Kerur PS,16.01248,75.56622
598649,Gubberakoppa,5446,Badami,524,Bagalkote,215159.0,Hullikeri,Ilakal PS,15.97932,76.0959
598492,Gudadinni,5444,Bilgi,524,Bagalkote,215213.0,Inam - Hanchinal,Lokapur PS,16.10334,75.23376
598768,Guddada Mallapur,5446,Badami,524,Bagalkote,215157.0,Hosur,Guledagudda PS,16.05943,75.75957
599028,Gudur (S.B),7062,Ilkal,524,Bagalkote,215236.0,Hire-Kodagalli,Kerur PS,15.99941,75.5504
599012,Gudur (S.C.),7062,Ilkal,524,Bagalkote,215235.0,Gudur S.C.,Kaladagi PS,16.21095,75.49774
599022,Gugalmari,7062,Ilkal,524,Bagalkote,215236.0,Hire-Kodagalli,Kerur PS,16.01895,75.55056
598481,Gulbal,5444,Bilgi,524,Bagalkote,215206.0,Badagi,Ilakal PS,15.97907,76.12894
598579,Gulgal Jambagi,5445,Mudhol,524,Bagalkote,273120.0,Gulagal-Jambagi,Bilagi PS,16.35106,75.59451
598505,Gundanapalli Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura,Jamakhandi Town PS,16.52882,75.29808
598924,Hadagali,5448,Hungund,524,Bagalkote,215231.0,Chittargi,Ilakal PS,15.97691,76.12682
598523,Hadarihal,5444,Bilgi,524,Bagalkote,215214.0,Kandagal,Mahalingapur PS,16.39731,75.1212
598723,Haganur,5446,Badami,524,Bagalkote,273085.0,Alur-Sk,Mudhol PS,16.33665,75.28741
598973,Hagedal,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi,Bilagi PS,16.33001,75.59416
598671,Haladur,7061,Guledgudda,524,Bagalkote,215153.0,Haldur,Bagalkot Traffic PS,16.15541,75.67531
598577,Halagali,5445,Mudhol,524,Bagalkote,215291.0,Halgali,Amengad PS,16.07233,75.9425
598699,Halageri,5446,Badami,524,Bagalkote,215170.0,Mamtageri,Teradal PS,16.49067,75.07089
598599,Halaki,5445,Mudhol,524,Bagalkote,215303.0,Metagud,Ilakal PS,15.94626,76.12191
598658,Halakurki,5446,Badami,524,Bagalkote,215154.0,Halkurki,Bagalkot Women PS,16.099164,75.662651
598698,Haligeri,5446,Badami,524,Bagalkote,273086.0,Haligeri,Navanagara PS,16.16878,75.68016
598405,Halingali,7398,Terdal,524,Bagalkote,215261.0,Halingali,Lokapur PS,16.0912,75.21209
598850,Hallur,5447,Bagalkot,524,Bagalkote,215189.0,Hallur,Mahalingapur PS,16.41143,75.12787
599013,Hanamanal - S.T,7062,Ilkal,524,Bagalkote,215236.0,Hire-Kodagalli,Kerur PS,16.0077,75.56641
598655,Hanamaneri (G),5446,Badami,524,Bagalkote,215152.0,Fakirbhudihal,Bagalkot Town PS,16.11257,75.67539
598623,Hanamaneri Inam,5446,Badami,524,Bagalkote,215149.0,Anawal,Badami PS,15.937991,75.684826
598705,Hanamasagar,5446,Badami,524,Bagalkote,215172.0,Mustigeri,Badami PS,15.916051,75.662066
598685,Hanapur.S.P.,7061,Guledgudda,524,Bagalkote,273087.0,Hanapur-Sp,Savalgi PS,16.69025,75.33375
598430,Hanchinal,5443,Jamkhandi,524,Bagalkote,215269.0,Kadapatti,Bagalkot CEN Crime PS,16.143035,75.64941
598493,Hanchinal(Inam),5444,Bilgi,524,Bagalkote,215213.0,Inam - Hanchinal,Lokapur PS,16.11202,75.21246
598839,Handaragala,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri,Bagalkot Traffic PS,16.15619,75.6874
598417,Hangandi,7398,Terdal,524,Bagalkote,215262.0,Hangandi,Mahalingapur PS,16.40384,75.12188
598662,Hangaragi,7061,Guledgudda,524,Bagalkote,273088.0,Hangaragi,Teradal PS,16.48656,75.06952
598683,Hansanoor,7061,Guledgudda,524,Bagalkote,215155.0,Hansanur,Banahatti PS,16.47147,75.11965
598668,Haradolli,7061,Guledgudda,524,Bagalkote,215153.0,Haldur,Bagalkot Traffic PS,16.15575,75.67552
598993,Harnapur,7062,Ilkal,524,Bagalkote,215250.0,Nandwadgi,Bagalkot Women PS,16.115434,75.635741
598950,Havaragi Pu.K,5448,Hungund,524,Bagalkote,273108.0,Havaragi,Mudhol PS,16.31876,75.30382
598642,Hawalakhod,5446,Badami,524,Bagalkote,273089.0,Kainakatti,Amengad PS,16.06781,75.96044
598602,Hebbal,5445,Mudhol,524,Bagalkote,215292.0,Hebbal,Badami PS,15.914141,75.677696
598732,Hebballi,5446,Badami,524,Bagalkote,215156.0,Hebbali,Bilagi PS,16.36566,75.60889
598506,Heggur,5444,Bilgi,524,Bagalkote,273103.0,Heggura,Jamakhandi Town PS,16.52241,75.28519
598978,Hemawadgi,7062,Ilkal,524,Bagalkote,215229.0,Budihal S.K.,Guledagudda PS,16.0406,75.76179
598532,Herkal,5444,Bilgi,524,Bagalkote,215211.0,Herkal,Kaladagi PS,16.2106,75.51671
598999,Herur,7062,Ilkal,524,Bagalkote,215234.0,Gorabal,Jamakhandi Town PS,16.50047,75.27104
598409,Hipparagi,7063,Rabakavi Banahatti,524,Bagalkote,215263.0,Hipparagi,Mudhol PS,16.33632,75.29522
598840,Hire Myageri,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri,Bagalkot Traffic PS,16.16535,75.66581
598806,Hire-Hodlur,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal,Mudhol PS,16.31518,75.2839
