district_id,district_name,taluk_id,taluk_name,gp_id,gp_name,village_id,village_name,police_station_name,police_station_latitude,police_station_longitude
524,Bagalkote,5444,Bilgi,215205.0,Arakeri,598515,Arakeri,Bagalkot Town PS,16.10983,75.63605
524,Bagalkote,7061,Guledgudda,215169.0,Layadgundi,598673,Asangi,Bagalkot Traffic PS,16.17463,75.67528
524,Bagalkote,7063,Rabakavi Banahatti,215255.0,Asangi,598407,Asangi,Bagalkot Women PS,16.113094,75.670691
524,Bagalkote,5446,Badami,215180.0,Pattadkal,598741,Bachinagudd,Banahatti PS,16.48406,75.11847
524,Bagalkote,5444,Bilgi,273101.0,Badagandi,598502,Badagandi,Bilagi PS,16.34371,75.59393
524,Bagalkote,5446,Badami,215148.0,Adagal,598750,Badami (Rural) *,Guledagudda PS,16.05069,75.75703
524,Bagalkote,5444,Bilgi,215212.0,Honnihal,598530,Badardinni,Hungunda PS,16.05389,76.06598
524,Bagalkote,5444,Bilgi,215206.0,Badagi,598490,Badgi,Ilakal PS,15.95593,76.11936
524,Bagalkote,5445,Mudhol,215286.0,Bantnur,598607,Badnur,Ilakal Rural PS,15.983729,76.114528
524,Bagalkote,5447,Bagalkot,,,598844,Bagalkot (Rural),Jamakhandi Rural PS,16.49689,75.29366
524,Bagalkote,7062,Ilkal,215226.0,Balkundi,599016,Balakundi,Jamakhandi Town PS,16.52838,75.2943
524,Bagalkote,5444,Bilgi,215222.0,Teggi,598494,Ballur,Kaladagi PS,16.18987,75.4802
524,Bagalkote,5446,Badami,215158.0,Huligeri,598632,Bandakeri,Kerur PS,16.00788,75.54354
524,Bagalkote,7063,Rabakavi Banahatti,273118.0,Yallatti,598411,Bandigani,Lokapur PS,16.10256,75.20493
524,Bagalkote,7063,Rabakavi Banahatti,215267.0,Jagdal,598414,Banhatti (Rural),Mahalingapur PS,16.39529,75.12823
524,Bagalkote,5446,Badami,273092.0,Narasapur,598718,Bankaneri,Mudhol PS,16.32985,75.29647
524,Bagalkote,5447,Bagalkot,215196.0,Murnal,598783,Bannidinni,Navanagara PS,16.14335,75.66555
524,Bagalkote,5448,Hungund,273109.0,Hire Badawadagi,598940,Bannihatti,Savalgi PS,16.68656,75.348
524,Bagalkote,5445,Mudhol,273119.0,Baragi,598585,Baragi,Teradal PS,16.4821,75.0721
524,Bagalkote,5448,Hungund,215248.0,Mugnoor,598867,Basarikatti,Amengad PS,16.07045,75.94658
524,Bagalkote,5447,Bagalkot,273100.0,Timmapur,598812,Basavanagar,Badami PS,15.931061,75.691496
524,Bagalkote,5448,Hungund,215248.0,Mugnoor,598871,Basawanal,Bagalkot CEN Crime PS,16.152585,75.67809
524,Bagalkote,5444,Bilgi,273102.0,Budihal-Sh,598538,Bavalatti,Bagalkot Rural PS,16.17842,75.69895
524,Bagalkote,5446,Badami,215155.0,Hansanur,598736,Bedarabudihal,Bagalkot Town PS,16.13221,75.65218
524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598726,Beeranur,Bagalkot Traffic PS,16.16804,75.66621
524,Bagalkote,5444,Bilgi,215214.0,Kandagal,598524,Beerkabbi,Bagalkot Women PS,16.136244,75.640551
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598972,Bekamaladinni,Banahatti PS,16.49687,75.12157
524,Bagalkote,5445,Mudhol,,,598550,Belagali,Bilagi PS,16.33789,75.61923
524,Bagalkote,5446,Badami,273092.0,Narasapur,598717,Belawalakoppa,Guledagudda PS,16.05843,75.75841
524,Bagalkote,5448,Hungund,215227.0,Belgal,598922,Belgal,Hungunda PS,16.05091,76.0638
524,Bagalkote,5446,Badami,273089.0,Kainakatti,598641,Bellikindi,Ilakal PS,15.96774,76.09879
524,Bagalkote,5446,Badami,215150.0,Belur,598766,Belur,Ilakal Rural PS,15.984489,76.118008
524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598982,Benakanadoni,Jamakhandi Rural PS,16.5225,75.28248
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598893,Benakanavari,Jamakhandi Town PS,16.52223,75.26408
524,Bagalkote,5447,Bagalkot,215184.0,Benakatti,598857,Benakatti,Kaladagi PS,16.18711,75.48333
524,Bagalkote,5447,Bagalkot,215185.0,Bennur,598823,Bennur,Kerur PS,16.01763,75.53527
524,Bagalkote,5448,Hungund,215237.0,Hire-Magi,598876,Bevinal,Lokapur PS,16.11365,75.21749
524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598931,Bevinamatti,Mahalingapur PS,16.42045,75.11498
524,Bagalkote,5447,Bagalkot,273093.0,Bevinamatti-S.H,598860,Bevinamatti-S.Haveli,Mudhol PS,16.3416,75.28344
524,Bagalkote,5447,Bagalkot,215186.0,Bevoor,598853,Bevoor,Navanagara PS,16.15783,75.6812
524,Bagalkote,5446,Badami,215180.0,Pattadkal,598740,Bhadra Nayakan Jalihal,Savalgi PS,16.66866,75.3319
524,Bagalkote,5447,Bagalkot,215182.0,Bagavati,598847,Bhagavati,Teradal PS,16.48659,75.03767
524,Bagalkote,5447,Bagalkot,215189.0,Hallur,598856,Bhairamatti,Amengad PS,16.04367,75.95749
524,Bagalkote,5445,Mudhol,215286.0,Bantnur,598605,Bhantnur,Badami PS,15.935071,75.680546
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598896,Bhimanagad,Bagalkot CEN Crime PS,16.165505,75.64509
524,Bagalkote,5443,Jamkhandi,215256.0,Bidari,598472,Bidari,Bagalkot Rural PS,16.16984,75.6874
524,Bagalkote,5445,Mudhol,273119.0,Baragi,598592,Bidri,Bagalkot Town PS,16.12248,75.66099
524,Bagalkote,5444,Bilgi,215217.0,Korti,598499,Bilgi (Rural),Bagalkot Traffic PS,16.16031,75.67923
524,Bagalkote,5447,Bagalkot,215183.0,Bel-Kerur,598828,Bilkerur,Bagalkot Women PS,16.119104,75.640201
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598976,Binjawadgi,Banahatti PS,16.48376,75.14264
524,Bagalkote,5448,Hungund,273106.0,Bisaladinni,598915,Bisaladinni,Bilagi PS,16.36331,75.62929
524,Bagalkote,7063,Rabakavi Banahatti,215295.0,Kesarkoppa,598546,Bisanal,Guledagudda PS,16.03095,75.79121
524,Bagalkote,5448,Hungund,215227.0,Belgal,598921,Bisanalkoppa,Hungunda PS,16.0561,76.06939
524,Bagalkote,5444,Bilgi,215222.0,Teggi,598483,Bisnal,Ilakal PS,15.95217,76.09405
524,Bagalkote,5447,Bagalkot,273100.0,Timmapur,598852,Bodanayakdinni,Ilakal Rural PS,15.967029,76.129678
524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598837,Bommanagi,Jamakhandi Rural PS,16.52819,75.2852
524,Bagalkote,5445,Mudhol,215303.0,Metagud,598600,Bommanbudni,Jamakhandi Town PS,16.49238,75.26947
524,Bagalkote,7061,Guledgudda,215153.0,Haldur,598669,Budanagad,Kaladagi PS,16.21271,75.49534
524,Bagalkote,5444,Bilgi,273102.0,Budihal-Sh,598540,Budhihal(S.H),Kerur PS,16.02024,75.55088
524,Bagalkote,5446,Badami,215164.0,Kataraki,598758,Budihal,Lokapur PS,16.10176,75.20588
524,Bagalkote,5448,Hungund,215237.0,Hire-Magi,598875,Budihal (Inam),Mahalingapur PS,16.40146,75.10136
524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598981,Budihal (S.K.),Mudhol PS,16.32189,75.28971
524,Bagalkote,5448,Hungund,215248.0,Mugnoor,598874,Budihal (S.K.),Navanagara PS,16.14291,75.65935
524,Bagalkote,5444,Bilgi,215206.0,Badagi,598482,Budihal(S.G.),Savalgi PS,16.66769,75.32896
524,Bagalkote,5443,Jamkhandi,215276.0,Linagnoor,598449,Budni,Teradal PS,16.48934,75.05154
524,Bagalkote,5445,Mudhol,215299.0,Machaknur,598589,Budni (B.K.),Amengad PS,16.0738,75.95373
524,Bagalkote,5445,Mudhol,215299.0,Machaknur,598591,Budni Khurd,Badami PS,15.923121,75.682066
524,Bagalkote,7063,Rabakavi Banahatti,215295.0,Kesarkoppa,598548,Budni(P.D),Bagalkot CEN Crime PS,16.149715,75.65153
524,Bagalkote,5445,Mudhol,215302.0,Mantur,598573,Budni(P.M),Bagalkot Rural PS,16.19761,75.67862
524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598620,Byadar-Aralikatti,Bagalkot Town PS,16.12387,75.64163
524,Bagalkote,7062,Ilkal,215250.0,Nandwadgi,598983,Chamalapur,Bagalkot Traffic PS,16.15801,75.66466
524,Bagalkote,5445,Mudhol,215310.0,Vantgodi,598566,Channal,Bagalkot Women PS,16.133074,75.640351
524,Bagalkote,7062,Ilkal,215241.0,Jambaldinni,598986,Chatnihal,Banahatti PS,16.48482,75.11842
524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598608,Chawadapur,Bilagi PS,16.3578,75.60195
524,Bagalkote,5447,Bagalkot,215203.0,Yadahalli,598780,Chebbi,Guledagudda PS,16.03736,75.78344
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598807,Chick Hodlur,Hungunda PS,16.08575,76.05847
524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598838,Chick Myageri,Ilakal PS,15.97573,76.10119
524,Bagalkote,5447,Bagalkot,273096.0,Hosur,598817,Chick Sitimani,Ilakal Rural PS,15.950749,76.097818
524,Bagalkote,7062,Ilkal,215238.0,Hire-Oatgeri,599005,Chick-Otageri,Jamakhandi Rural PS,16.52166,75.28076
524,Bagalkote,5448,Hungund,273109.0,Hire Badawadagi,598938,Chickbadawadgi,Jamakhandi Town PS,16.52458,75.29195
524,Bagalkote,5444,Bilgi,215216.0,Kollur,598477,Chickhanchinal,Kaladagi PS,16.22111,75.50099
524,Bagalkote,5447,Bagalkot,215187.0,Chikka- Shellikeri,598801,Chickka-Shellikeri,Kerur PS,16.03048,75.5283
524,Bagalkote,7062,Ilkal,273107.0,Chikka Kodagali,599020,Chickkodagali,Lokapur PS,16.10679,75.21001
524,Bagalkote,5448,Hungund,273110.0,Hiremalagavi,598903,Chickmagi,Mahalingapur PS,16.38959,75.10141
524,Bagalkote,5448,Hungund,273110.0,Hiremalagavi,598907,Chickmalagavi,Mudhol PS,16.33495,75.29779
524,Bagalkote,5444,Bilgi,215214.0,Kandagal,598527,Chicksangam,Navanagara PS,16.1542,75.68101
524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,599001,Chicksinganagutti,Savalgi PS,16.66534,75.33365
524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598933,Chickyaranakeri,Teradal PS,16.49221,75.04605
524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,598991,Chikadapur,Amengad PS,16.05278,75.94469
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598897,Chikanal,Badami PS,15.904111,75.676796
524,Bagalkote,5447,Bagalkot,273095.0,Devanal,598777,Chikk-Sansi,Bagalkot CEN Crime PS,16.140645,75.64535
524,Bagalkote,5443,Jamkhandi,215256.0,Bidari,598468,Chikkalaki,Bagalkot Rural PS,16.19994,75.68821
524,Bagalkote,5446,Badami,215154.0,Halkurki,598735,Chikkamuchalagudda,Bagalkot Town PS,16.12053,75.65876
524,Bagalkote,5446,Badami,215164.0,Kataraki,598755,Chikkanasabi,Bagalkot Traffic PS,16.14671,75.67062
524,Bagalkote,5443,Jamkhandi,215257.0,Chikka-Padsalgi,598469,Chikkapadasalgi,Bagalkot Women PS,16.105764,75.666861
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598813,Chikkgulabal,Banahatti PS,16.47645,75.11375
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598808,Chikkmuramatti,Bilagi PS,16.36159,75.59493
524,Bagalkote,5445,Mudhol,215286.0,Bantnur,598604,Chikkur,Guledagudda PS,16.05407,75.76275
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598892,Chilapur,Hungunda PS,16.07644,76.04868
524,Bagalkote,7063,Rabakavi Banahatti,215258.0,Chimmad,598422,Chimmad,Ilakal PS,15.95586,76.12872
524,Bagalkote,7061,Guledgudda,273091.0,Mangalagudda,598693,Chimmalagi,Ilakal Rural PS,15.971499,76.094538
524,Bagalkote,5446,Badami,215162.0,Kaknur,598709,Chimmanakatti,Jamakhandi Rural PS,16.51862,75.27323
524,Bagalkote,5445,Mudhol,215288.0,Chinchakhandi K.D.,598580,Chinchakhandi(B.K),Jamakhandi Town PS,16.5033,75.26422
524,Bagalkote,5445,Mudhol,215288.0,Chinchakhandi K.D.,598581,Chinchakhandi(K.D),Kaladagi PS,16.19702,75.50232
524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598654,Chinchalakatti,Kerur PS,16.0338,75.53418
524,Bagalkote,5443,Jamkhandi,215275.0,Kunchanoor,598441,Chingundi,Lokapur PS,16.07482,75.21328
524,Bagalkote,7062,Ilkal,215244.0,Karadi,598956,Chinnapur (S.K.),Mahalingapur PS,16.39965,75.12786
524,Bagalkote,7062,Ilkal,215241.0,Jambaldinni,598998,Chinnapur (S.T.),Mudhol PS,16.31988,75.28771
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598970,Chintakamaladinni,Navanagara PS,16.17386,75.66414
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598509,Chinvalkoppa Pu.K,Savalgi PS,16.67431,75.35697
524,Bagalkote,5446,Badami,215166.0,Kulageri Cross,598710,Chirlakoppa,Teradal PS,16.48303,75.06788
524,Bagalkote,5447,Bagalkot,215197.0,Nainegalli,598842,Chitaginakopp,Amengad PS,16.03932,75.9316
524,Bagalkote,5445,Mudhol,215292.0,Hebbal,598603,Chitrabanukoti,Badami PS,15.930611,75.694956
524,Bagalkote,5448,Hungund,215231.0,Chittargi,598927,Chittaragi,Bagalkot CEN Crime PS,16.164635,75.65726
524,Bagalkote,5448,Hungund,273109.0,Hire Badawadagi,598937,Chittawadgi,Bagalkot Rural PS,16.19211,75.7101
524,Bagalkote,5446,Badami,215151.0,Cholachagud,598756,Cholachagudda,Bagalkot Town PS,16.0984,75.6709
524,Bagalkote,5447,Bagalkot,215186.0,Bevoor,598854,Choudapur,Bagalkot Traffic PS,16.16579,75.68745
524,Bagalkote,5448,Hungund,273106.0,Bisaladinni,598917,Chowdakamaladinni,Bagalkot Women PS,16.107974,75.671591
524,Bagalkote,5444,Bilgi,215216.0,Kollur,598476,Chowdapur,Banahatti PS,16.49647,75.1071
524,Bagalkote,5445,Mudhol,215289.0,Dadnatti,598611,Dadanatti,Bilagi PS,16.34399,75.59598
524,Bagalkote,7062,Ilkal,215253.0,Vadgeri,598900,Dammur,Guledagudda PS,16.0459,75.76633
524,Bagalkote,5448,Hungund,215244.0,Karadi,598957,Dasbal,Hungunda PS,16.07421,76.04645
524,Bagalkote,5444,Bilgi,215221.0,Sunag,598535,Dattapura,Ilakal PS,15.96104,76.12853
524,Bagalkote,5447,Bagalkot,215197.0,Nainegalli,598843,Devalapur (S.M.),Ilakal Rural PS,15.962659,76.124398
524,Bagalkote,5447,Bagalkot,273095.0,Devanal,598778,Devanal,Jamakhandi Rural PS,16.50271,75.29122
524,Bagalkote,5446,Badami,215150.0,Belur,598765,Dhanakashirur,Jamakhandi Town PS,16.52889,75.28922
524,Bagalkote,5448,Hungund,215232.0,Dhannur,598946,Dhannur,Kaladagi PS,16.20324,75.49019
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598816,Dharmnagar,Kerur PS,15.99776,75.54293
524,Bagalkote,7063,Rabakavi Banahatti,215290.0,Dhavaleshwar,598562,Dhavaleshwar,Lokapur PS,16.11066,75.21939
524,Bagalkote,5447,Bagalkot,215201.0,Sutagundar,598836,Domanal,Mahalingapur PS,16.38393,75.10177
524,Bagalkote,5447,Bagalkot,273099.0,Sheegikeri,598863,Durgadevinagar,Mudhol PS,16.32646,75.29946
524,Bagalkote,5447,Bagalkot,215188.0,Gaddankeri,598803,Durganagar,Navanagara PS,16.14381,75.64927
524,Bagalkote,5444,Bilgi,215205.0,Arakeri,598516,Durgapura,Savalgi PS,16.67217,75.3616
524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598643,Fakeerabudihal,Teradal PS,16.50361,75.06026
524,Bagalkote,5447,Bagalkot,215188.0,Gaddankeri,598796,Gaddankeri,Amengad PS,16.06659,75.93684
524,Bagalkote,7062,Ilkal,215241.0,Jambaldinni,598990,Gadisunkapur,Badami PS,15.924811,75.675976
524,Bagalkote,5443,Jamkhandi,215271.0,Kannolli,598455,Gadyal,Bagalkot CEN Crime PS,16.143825,75.6838
524,Bagalkote,5444,Bilgi,215208.0,Galgalli,598474,Galagali,Bagalkot Rural PS,16.18804,75.68643
524,Bagalkote,7062,Ilkal,273112.0,Muradi,598899,Gandal,Bagalkot Town PS,16.10302,75.64999
524,Bagalkote,5446,Badami,215178.0,Neerbhudihal,598627,Ganganabudihal,Bagalkot Traffic PS,16.17576,75.66274
524,Bagalkote,5448,Hungund,215231.0,Chittargi,598928,Gangur,Bagalkot Women PS,16.130204,75.666191
524,Bagalkote,5443,Jamkhandi,215276.0,Linagnoor,598448,Gani,Banahatti PS,16.46989,75.10513
524,Bagalkote,5448,Hungund,215233.0,Ganjihal,598908,Ganjihal,Bilagi PS,16.34019,75.60506
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598977,Ghattiganur,Guledagudda PS,16.04121,75.78866
524,Bagalkote,5444,Bilgi,215213.0,Inam - Hanchinal,598491,Girgaon,Hungunda PS,16.0711,76.0781
524,Bagalkote,5444,Bilgi,215209.0,Girisagar,598520,Girisagar,Ilakal PS,15.97997,76.09874
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598508,Godihal Pu.K,Ilakal Rural PS,15.961889,76.097218
524,Bagalkote,7398,Terdal,215259.0,Golabavi,598420,Golbhavi,Jamakhandi Rural PS,16.52013,75.29926
524,Bagalkote,5446,Badami,215171.0,Mangalore,598743,Gonal,Jamakhandi Town PS,16.5155,75.26097
524,Bagalkote,7062,Ilkal,273107.0,Chikka Kodagali,599014,Gonal (S.B.),Kaladagi PS,16.19465,75.51532
524,Bagalkote,7062,Ilkal,215243.0,Kandagal,599003,Gonal (S.K.),Kerur PS,16.01849,75.55506
524,Bagalkote,7062,Ilkal,215238.0,Hire-Oatgeri,599023,Gonal (S.T.),Lokapur PS,16.08108,75.2104
524,Bagalkote,7062,Ilkal,215234.0,Gorabal,599000,Gopsani,Mahalingapur PS,16.39438,75.09505
524,Bagalkote,7062,Ilkal,215234.0,Gorabal,599010,Gorbal,Mudhol PS,16.32743,75.30436
524,Bagalkote,7062,Ilkal,215253.0,Vadgeri,598889,Gorjnal,Navanagara PS,16.16882,75.66637
524,Bagalkote,5443,Jamkhandi,215260.0,Gote,598453,Gothe,Savalgi PS,16.65979,75.34917
524,Bagalkote,5446,Badami,215175.0,Nandikeshwar,598746,Govanaki,Teradal PS,16.50433,75.06377
524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598727,Govanakoppa,Amengad PS,16.04763,75.93087
524,Bagalkote,5447,Bagalkot,215187.0,Chikka- Shellikeri,598775,Govindkopp,Badami PS,15.920331,75.698596
524,Bagalkote,5446,Badami,215159.0,Hullikeri,598649,Gubberakoppa,Bagalkot CEN Crime PS,16.172205,75.64917
524,Bagalkote,5444,Bilgi,215213.0,Inam - Hanchinal,598492,Gudadinni,Bagalkot Rural PS,16.18974,75.70604
524,Bagalkote,5446,Badami,215157.0,Hosur,598768,Guddada Mallapur,Bagalkot Town PS,16.12846,75.64116
524,Bagalkote,7062,Ilkal,215236.0,Hire-Kodagalli,599028,Gudur (S.B),Bagalkot Traffic PS,16.14447,75.67466
524,Bagalkote,7062,Ilkal,215235.0,Gudur S.C.,599012,Gudur (S.C.),Bagalkot Women PS,16.121724,75.656141
524,Bagalkote,7062,Ilkal,215236.0,Hire-Kodagalli,599022,Gugalmari,Banahatti PS,16.48128,75.12621
524,Bagalkote,5444,Bilgi,215206.0,Badagi,598481,Gulbal,Bilagi PS,16.36269,75.62949
524,Bagalkote,5445,Mudhol,273120.0,Gulagal-Jambagi,598579,Gulgal Jambagi,Guledagudda PS,16.04996,75.75639
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598505,Gundanapalli Pu.K,Hungunda PS,16.08498,76.07781
524,Bagalkote,5448,Hungund,215231.0,Chittargi,598924,Hadagali,Ilakal PS,15.97691,76.12682
524,Bagalkote,5444,Bilgi,215214.0,Kandagal,598523,Hadarihal,Ilakal Rural PS,15.960859,76.124398
524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598723,Haganur,Jamakhandi Rural PS,16.5162,75.28288
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598973,Hagedal,Jamakhandi Town PS,16.49123,75.26254
524,Bagalkote,7061,Guledgudda,215153.0,Haldur,598671,Haladur,Kaladagi PS,16.20203,75.50071
524,Bagalkote,5445,Mudhol,215291.0,Halgali,598577,Halagali,Kerur PS,16.03052,75.54447
524,Bagalkote,5446,Badami,215170.0,Mamtageri,598699,Halageri,Lokapur PS,16.08981,75.23476
524,Bagalkote,5445,Mudhol,215303.0,Metagud,598599,Halaki,Mahalingapur PS,16.3827,75.11872
524,Bagalkote,5446,Badami,215154.0,Halkurki,598658,Halakurki,Mudhol PS,16.31182,75.29191
524,Bagalkote,5446,Badami,273086.0,Haligeri,598698,Haligeri,Navanagara PS,16.16878,75.68016
524,Bagalkote,7398,Terdal,215261.0,Halingali,598405,Halingali,Savalgi PS,16.66918,75.3385
524,Bagalkote,5447,Bagalkot,215189.0,Hallur,598850,Hallur,Teradal PS,16.50476,75.07567
524,Bagalkote,7062,Ilkal,215236.0,Hire-Kodagalli,599013,Hanamanal - S.T,Amengad PS,16.04951,75.96444
524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598655,Hanamaneri (G),Badami PS,15.917971,75.699706
524,Bagalkote,5446,Badami,215149.0,Anawal,598623,Hanamaneri Inam,Bagalkot CEN Crime PS,16.173925,75.66976
524,Bagalkote,5446,Badami,215172.0,Mustigeri,598705,Hanamasagar,Bagalkot Rural PS,16.17441,75.67449
524,Bagalkote,7061,Guledgudda,273087.0,Hanapur-Sp,598685,Hanapur.S.P.,Bagalkot Town PS,16.13491,75.64288
524,Bagalkote,5443,Jamkhandi,215269.0,Kadapatti,598430,Hanchinal,Bagalkot Traffic PS,16.14431,75.65636
524,Bagalkote,5444,Bilgi,215213.0,Inam - Hanchinal,598493,Hanchinal(Inam),Bagalkot Women PS,16.134664,75.648001
524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598839,Handaragala,Banahatti PS,16.47346,75.13879
524,Bagalkote,7398,Terdal,215262.0,Hangandi,598417,Hangandi,Bilagi PS,16.35102,75.62562
524,Bagalkote,7061,Guledgudda,273088.0,Hangaragi,598662,Hangaragi,Guledagudda PS,16.03931,75.78734
524,Bagalkote,7061,Guledgudda,215155.0,Hansanur,598683,Hansanoor,Hungunda PS,16.06104,76.0567
524,Bagalkote,7061,Guledgudda,215153.0,Haldur,598668,Haradolli,Ilakal PS,15.96159,76.1153
524,Bagalkote,7062,Ilkal,215250.0,Nandwadgi,598993,Harnapur,Ilakal Rural PS,15.963869,76.091728
524,Bagalkote,5448,Hungund,273108.0,Havaragi,598950,Havaragi Pu.K,Jamakhandi Rural PS,16.49831,75.29929
524,Bagalkote,5446,Badami,273089.0,Kainakatti,598642,Hawalakhod,Jamakhandi Town PS,16.52174,75.29538
524,Bagalkote,5445,Mudhol,215292.0,Hebbal,598602,Hebbal,Kaladagi PS,16.19797,75.49498
524,Bagalkote,5446,Badami,215156.0,Hebbali,598732,Hebballi,Kerur PS,16.03114,75.5443
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598506,Heggur,Lokapur PS,16.10648,75.22474
524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598978,Hemawadgi,Mahalingapur PS,16.39452,75.09617
524,Bagalkote,5444,Bilgi,215211.0,Herkal,598532,Herkal,Mudhol PS,16.33403,75.30437
524,Bagalkote,7062,Ilkal,215234.0,Gorabal,598999,Herur,Navanagara PS,16.149,75.65195
524,Bagalkote,7063,Rabakavi Banahatti,215263.0,Hipparagi,598409,Hipparagi,Savalgi PS,16.679,75.35683
524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598840,Hire Myageri,Teradal PS,16.50096,75.0502
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598806,Hire-Hodlur,Amengad PS,16.04188,75.94461
