district_id,district_name,taluk_id,taluk_name,gp_id,gp_name,village_id,village_name,police_station_name,latitude,longitude
524,Bagalkote,5448,Hungund,215248.0,Mugnoor,598867,Basarikatti,Amengad PS,16.220781566029817,75.71148523648289
524,Bagalkote,5447,Bagalkot,273100.0,Timmapur,598812,Basavanagar,Badami PS,16.169501550048004,75.72480997359993
524,Bagalkote,5448,Hungund,215248.0,Mugnoor,598871,Basawanal,Bagalkot CEN Crime PS,16.145654999999998,75.68632164829233
524,Bagalkote,5444,Bilgi,273102.0,Budihal-Sh,598538,Bavalatti,Bagalkot Rural PS,16.226117949253645,75.68433790418125
524,Bagalkote,5446,Badami,215155.0,Hansanur,598736,Bedarabudihal,Bagalkot Town PS,16.20140135848036,75.7120242173867
524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598726,Beeranur,Bagalkot Traffic PS,16.205224967628727,75.69579472537436
524,Bagalkote,5444,Bilgi,215214.0,Kandagal,598524,Beerkabbi,Bagalkot Women PS,16.190743117726498,75.72262214653162
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598972,Bekamaladinni,Banahatti PS,16.210147095368804,75.72079562525839
524,Bagalkote,5445,Mudhol,,,598550,Belagali,Bilagi PS,16.17602096674909,75.67212047716535
524,Bagalkote,5446,Badami,273092.0,Narasapur,598717,Belawalakoppa,Guledagudda PS,16.19142426240363,75.6820344634903
524,Bagalkote,5448,Hungund,215227.0,Belgal,598922,Belgal,Hungunda PS,16.200200575969507,75.71833779405432
524,Bagalkote,5446,Badami,273089.0,Kainakatti,598641,Bellikindi,Ilakal PS,16.212273842753916,75.72227247164854
524,Bagalkote,5446,Badami,215150.0,Belur,598766,Belur,Ilakal Rural PS,16.188786488122417,75.66137724869263
524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598982,Benakanadoni,Jamakhandi Rural PS,16.210212787669725,75.69451714094816
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598893,Benakanavari,Jamakhandi Town PS,16.18894813785479,75.72681738210741
524,Bagalkote,5447,Bagalkot,215184.0,Benakatti,598857,Benakatti,Kaladagi PS,16.225626022520963,75.72456453937384
524,Bagalkote,5447,Bagalkot,215185.0,Bennur,598823,Bennur,Kerur PS,16.178227614071584,75.69364668030804
524,Bagalkote,5448,Hungund,215237.0,Hire-Magi,598876,Bevinal,Lokapur PS,16.157074879102773,75.69688780134298
524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598931,Bevinamatti,Mahalingapur PS,16.168835818094262,75.66395065944192
524,Bagalkote,5447,Bagalkot,273093.0,Bevinamatti-S.H,598860,Bevinamatti-S.Haveli,Mudhol PS,16.179521524145745,75.65778520112711
524,Bagalkote,5447,Bagalkot,215186.0,Bevoor,598853,Bevoor,Navanagara PS,16.182222473190095,75.69981913449503
524,Bagalkote,5446,Badami,215180.0,Pattadkal,598740,Bhadra Nayakan Jalihal,Savalgi PS,16.22815379345349,75.71755982310343
524,Bagalkote,5447,Bagalkot,215182.0,Bagavati,598847,Bhagavati,Teradal PS,16.146859576017395,75.6592139134976
524,Bagalkote,5447,Bagalkot,215189.0,Hallur,598856,Bhairamatti,Amengad PS,16.216451977694483,75.70524466914674
524,Bagalkote,5445,Mudhol,215286.0,Bantnur,598605,Bhantnur,Badami PS,16.169455661408506,75.72692249370222
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598896,Bhimanagad,Bagalkot CEN Crime PS,16.144023769801464,75.68993093066032
524,Bagalkote,5443,Jamkhandi,215256.0,Bidari,598472,Bidari,Bagalkot Rural PS,16.22195312220204,75.69100236203771
524,Bagalkote,5445,Mudhol,273119.0,Baragi,598592,Bidri,Bagalkot Town PS,16.20737280129328,75.71185908476178
524,Bagalkote,5444,Bilgi,215217.0,Korti,598499,Bilgi (Rural),Bagalkot Traffic PS,16.20879116428186,75.6995472354286
524,Bagalkote,5447,Bagalkot,215183.0,Bel-Kerur,598828,Bilkerur,Bagalkot Women PS,16.190561202384295,75.71798220238429
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598976,Binjawadgi,Banahatti PS,16.207413490867285,75.71380814454707
524,Bagalkote,5448,Hungund,273106.0,Bisaladinni,598915,Bisaladinni,Bilagi PS,16.171264512771742,75.67414834668257
524,Bagalkote,7063,Rabakavi Banahatti,215295.0,Kesarkoppa,598546,Bisanal,Guledagudda PS,16.185964119324986,75.67809942094745
524,Bagalkote,5448,Hungund,215227.0,Belgal,598921,Bisanalkoppa,Hungunda PS,16.19992236720584,75.71586981231842
524,Bagalkote,5444,Bilgi,215222.0,Teggi,598483,Bisnal,Ilakal PS,16.21204695771017,75.72224570577899
524,Bagalkote,5447,Bagalkot,273100.0,Timmapur,598852,Bodanayakdinni,Ilakal Rural PS,16.19429956113853,75.66559754321908
524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598837,Bommanagi,Jamakhandi Rural PS,16.20550688548038,75.69087841592578
524,Bagalkote,5445,Mudhol,215303.0,Metagud,598600,Bommanbudni,Jamakhandi Town PS,16.1931428702396,75.72113459361162
524,Bagalkote,7061,Guledgudda,215153.0,Haldur,598669,Budanagad,Kaladagi PS,16.225296233886166,75.7222388765642
524,Bagalkote,5444,Bilgi,273102.0,Budihal-Sh,598540,Budhihal(S.H),Kerur PS,16.171979532444904,75.69119725346343
524,Bagalkote,5446,Badami,215164.0,Kataraki,598758,Budihal,Lokapur PS,16.151396409541867,75.6922172222317
524,Bagalkote,5448,Hungund,215237.0,Hire-Magi,598875,Budihal (Inam),Mahalingapur PS,16.16566616467178,75.66328820054503
524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598981,Budihal (S.K.),Mudhol PS,16.17696630177583,75.66354530531082
524,Bagalkote,5448,Hungund,215248.0,Mugnoor,598874,Budihal (S.K.),Navanagara PS,16.183320112368555,75.6939923048834
524,Bagalkote,5444,Bilgi,215206.0,Badagi,598482,Budihal(S.G.),Savalgi PS,16.222081979207093,75.71419637067173
524,Bagalkote,5443,Jamkhandi,215276.0,Linagnoor,598449,Budni,Teradal PS,16.151512008008037,75.66273192465744
524,Bagalkote,5445,Mudhol,215299.0,Machaknur,598589,Budni (B.K.),Amengad PS,16.21586360240023,75.70683783531949
524,Bagalkote,5445,Mudhol,215299.0,Machaknur,598591,Budni Khurd,Badami PS,16.16882659965835,75.7267850674327
524,Bagalkote,7063,Rabakavi Banahatti,215295.0,Kesarkoppa,598548,Budni(P.D),Bagalkot CEN Crime PS,16.150697268392268,75.69155030667515
524,Bagalkote,5445,Mudhol,215302.0,Mantur,598573,Budni(P.M),Bagalkot Rural PS,16.225754,75.68483145591347
524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598620,Byadar-Aralikatti,Bagalkot Town PS,16.205851087863426,75.71701275020087
524,Bagalkote,7062,Ilkal,215250.0,Nandwadgi,598983,Chamalapur,Bagalkot Traffic PS,16.206324608588627,75.69781039141138
524,Bagalkote,5445,Mudhol,215310.0,Vantgodi,598566,Channal,Bagalkot Women PS,16.195136394011445,75.71733489771557
524,Bagalkote,7062,Ilkal,215241.0,Jambaldinni,598986,Chatnihal,Banahatti PS,16.211010088974554,75.71581426140732
524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598608,Chawadapur,Bilagi PS,16.171324024473137,75.673586460099
524,Bagalkote,5447,Bagalkot,215203.0,Yadahalli,598780,Chebbi,Guledagudda PS,16.190947291780873,75.68036818818705
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598807,Chick Hodlur,Hungunda PS,16.194258394744473,75.71877414389523
524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598838,Chick Myageri,Ilakal PS,16.213020028500782,75.71647398042744
524,Bagalkote,5447,Bagalkot,273096.0,Hosur,598817,Chick Sitimani,Ilakal Rural PS,16.191842344881874,75.65871745148499
524,Bagalkote,7062,Ilkal,215238.0,Hire-Oatgeri,599005,Chick-Otageri,Jamakhandi Rural PS,16.208183130078623,75.68808584401162
524,Bagalkote,5448,Hungund,273109.0,Hire Badawadagi,598938,Chickbadawadgi,Jamakhandi Town PS,16.19143181181297,75.72717729178086
524,Bagalkote,5444,Bilgi,215216.0,Kollur,598477,Chickhanchinal,Kaladagi PS,16.22192398634201,75.7200671814684
524,Bagalkote,5447,Bagalkot,215187.0,Chikka- Shellikeri,598801,Chickka-Shellikeri,Kerur PS,16.176872585731353,75.69183534462938
524,Bagalkote,7062,Ilkal,273107.0,Chikka Kodagali,599020,Chickkodagali,Lokapur PS,16.15051786406932,75.6954367924599
524,Bagalkote,5448,Hungund,273110.0,Hiremalagavi,598903,Chickmagi,Mahalingapur PS,16.16973842411923,75.65814807456987
524,Bagalkote,5448,Hungund,273110.0,Hiremalagavi,598907,Chickmalagavi,Mudhol PS,16.177840194069265,75.6632234053164
524,Bagalkote,5444,Bilgi,215214.0,Kandagal,598527,Chicksangam,Navanagara PS,16.178205826186712,75.69841006532405
524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,599001,Chicksinganagutti,Savalgi PS,16.224853476248164,75.71342907961707
524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598933,Chickyaranakeri,Teradal PS,16.152832770133653,75.65736237671878
524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,598991,Chikadapur,Amengad PS,16.220792844912047,75.71061874581743
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598897,Chikanal,Badami PS,16.174706339663757,75.72285555508148
524,Bagalkote,5447,Bagalkot,273095.0,Devanal,598777,Chikk-Sansi,Bagalkot CEN Crime PS,16.15051318221878,75.68976890238223
524,Bagalkote,5443,Jamkhandi,215256.0,Bidari,598468,Chikkalaki,Bagalkot Rural PS,16.221012181468396,75.68807701365799
524,Bagalkote,5446,Badami,215154.0,Halkurki,598735,Chikkamuchalagudda,Bagalkot Town PS,16.206625117979808,75.71670098675139
524,Bagalkote,5446,Badami,215164.0,Kataraki,598755,Chikkanasabi,Bagalkot Traffic PS,16.208724054359944,75.69878016551107
524,Bagalkote,5443,Jamkhandi,215257.0,Chikka-Padsalgi,598469,Chikkapadasalgi,Bagalkot Women PS,16.192082926224195,75.71751388537233
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598813,Chikkgulabal,Banahatti PS,16.20455279660834,75.71815801335023
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598808,Chikkmuramatti,Bilagi PS,16.17629160842154,75.67277121627396
524,Bagalkote,5445,Mudhol,215286.0,Bantnur,598604,Chikkur,Guledagudda PS,16.183969068995555,75.68034186325873
524,Bagalkote,7062,Ilkal,215230.0,Chikkanal,598892,Chilapur,Hungunda PS,16.195725847168568,75.71339504340631
524,Bagalkote,7063,Rabakavi Banahatti,215258.0,Chimmad,598422,Chimmad,Ilakal PS,16.21355946555496,75.71584799453066
524,Bagalkote,7061,Guledgudda,273091.0,Mangalagudda,598693,Chimmalagi,Ilakal Rural PS,16.19504410758436,75.66157873872118
524,Bagalkote,5446,Badami,215162.0,Kaknur,598709,Chimmanakatti,Jamakhandi Rural PS,16.212750377998525,75.69136546192871
524,Bagalkote,5445,Mudhol,215288.0,Chinchakhandi K.D.,598580,Chinchakhandi(B.K),Jamakhandi Town PS,16.18898247503778,75.72098536684857
524,Bagalkote,5445,Mudhol,215288.0,Chinchakhandi K.D.,598581,Chinchakhandi(K.D),Kaladagi PS,16.22557289659755,75.72396927678817
524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598654,Chinchalakatti,Kerur PS,16.173745589349686,75.69027976711284
524,Bagalkote,5443,Jamkhandi,215275.0,Kunchanoor,598441,Chingundi,Lokapur PS,16.150806215840582,75.6929222633636
524,Bagalkote,7062,Ilkal,215244.0,Karadi,598956,Chinnapur (S.K.),Mahalingapur PS,16.171487954393825,75.66033993510075
524,Bagalkote,7062,Ilkal,215241.0,Jambaldinni,598998,Chinnapur (S.T.),Mudhol PS,16.179324610264686,75.66217616934146
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598970,Chintakamaladinni,Navanagara PS,16.18448886924968,75.6992073495251
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598509,Chinvalkoppa Pu.K,Savalgi PS,16.22085710546497,75.71763133220458
524,Bagalkote,5446,Badami,215166.0,Kulageri Cross,598710,Chirlakoppa,Teradal PS,16.148391600624954,75.65707523962324
524,Bagalkote,5447,Bagalkot,215197.0,Nainegalli,598842,Chitaginakopp,Amengad PS,16.22209294391749,75.70976338516594
524,Bagalkote,5445,Mudhol,215292.0,Hebbal,598603,Chitrabanukoti,Badami PS,16.169433025657792,75.72507774232918
524,Bagalkote,5448,Hungund,215231.0,Chittargi,598927,Chittaragi,Bagalkot CEN Crime PS,16.150572777768296,75.68726840954186
524,Bagalkote,5448,Hungund,273109.0,Hire Badawadagi,598937,Chittawadgi,Bagalkot Rural PS,16.22722535170766,75.689503
524,Bagalkote,5446,Badami,215151.0,Cholachagud,598756,Cholachagudda,Bagalkot Town PS,16.208205197375577,75.71381296416071
524,Bagalkote,5447,Bagalkot,215186.0,Bevoor,598854,Choudapur,Bagalkot Traffic PS,16.207214382322686,75.69860000038545
524,Bagalkote,5448,Hungund,273106.0,Bisaladinni,598917,Chowdakamaladinni,Bagalkot Women PS,16.1895284168293,75.7197838849778
524,Bagalkote,5444,Bilgi,215216.0,Kollur,598476,Chowdapur,Banahatti PS,16.20995900408807,75.72053673982019
524,Bagalkote,5445,Mudhol,215289.0,Dadnatti,598611,Dadanatti,Bilagi PS,16.173437936203943,75.67849043617028
524,Bagalkote,7062,Ilkal,215253.0,Vadgeri,598900,Dammur,Guledagudda PS,16.191855266913592,75.68124090894183
524,Bagalkote,5448,Hungund,215244.0,Karadi,598957,Dasbal,Hungunda PS,16.193398018760774,75.71636452514585
524,Bagalkote,5444,Bilgi,215221.0,Sunag,598535,Dattapura,Ilakal PS,16.215707961456427,75.7161688418081
524,Bagalkote,5447,Bagalkot,215197.0,Nainegalli,598843,Devalapur (S.M.),Ilakal Rural PS,16.188677714400445,75.66276803568948
524,Bagalkote,5447,Bagalkot,273095.0,Devanal,598778,Devanal,Jamakhandi Rural PS,16.21126366053072,75.69409466053072
524,Bagalkote,5446,Badami,215150.0,Belur,598765,Dhanakashirur,Jamakhandi Town PS,16.1914459349373,75.72033853625328
524,Bagalkote,5448,Hungund,215232.0,Dhannur,598946,Dhannur,Kaladagi PS,16.22459769396308,75.72093803979823
524,Bagalkote,5447,Bagalkot,215190.0,Hire - Gulbal,598816,Dharmnagar,Kerur PS,16.17098111171263,75.69367328905757
524,Bagalkote,7063,Rabakavi Banahatti,215290.0,Dhavaleshwar,598562,Dhavaleshwar,Lokapur PS,16.151970050605385,75.69188603040926
524,Bagalkote,5447,Bagalkot,215201.0,Sutagundar,598836,Domanal,Mahalingapur PS,16.16541593335794,75.65899927960339
524,Bagalkote,5447,Bagalkot,273099.0,Sheegikeri,598863,Durgadevinagar,Mudhol PS,16.173949684707072,75.66201931529294
524,Bagalkote,5447,Bagalkot,215188.0,Gaddankeri,598803,Durganagar,Navanagara PS,16.18171400625864,75.69309193993554
524,Bagalkote,5444,Bilgi,215205.0,Arakeri,598516,Durgapura,Savalgi PS,16.227580601616456,75.71949760990951
524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598643,Fakeerabudihal,Teradal PS,16.151747443517902,75.65677286180741
524,Bagalkote,5447,Bagalkot,215188.0,Gaddankeri,598796,Gaddankeri,Amengad PS,16.217401951088235,75.70529757042095
524,Bagalkote,7062,Ilkal,215241.0,Jambaldinni,598990,Gadisunkapur,Badami PS,16.17433988815566,75.72873156624378
524,Bagalkote,5443,Jamkhandi,215271.0,Kannolli,598455,Gadyal,Bagalkot CEN Crime PS,16.151200865188475,75.68970958677654
524,Bagalkote,5444,Bilgi,215208.0,Galgalli,598474,Galagali,Bagalkot Rural PS,16.221631216273952,75.68955760842154
524,Bagalkote,7062,Ilkal,273112.0,Muradi,598899,Gandal,Bagalkot Town PS,16.201399007678127,75.71194333886503
524,Bagalkote,5446,Badami,215178.0,Neerbhudihal,598627,Ganganabudihal,Bagalkot Traffic PS,16.21149274916728,75.69743700000001
524,Bagalkote,5448,Hungund,215231.0,Chittargi,598928,Gangur,Bagalkot Women PS,16.190490491706175,75.72318650829384
524,Bagalkote,5443,Jamkhandi,215276.0,Linagnoor,598448,Gani,Banahatti PS,16.210341321492955,75.71946998931443
524,Bagalkote,5448,Hungund,215233.0,Ganjihal,598908,Ganjihal,Bilagi PS,16.177084973620644,75.6780839658993
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598977,Ghattiganur,Guledagudda PS,16.185372732706035,75.67862912232127
524,Bagalkote,5444,Bilgi,215213.0,Inam - Hanchinal,598491,Girgaon,Hungunda PS,16.19959936443954,75.71464068584416
524,Bagalkote,5444,Bilgi,215209.0,Girisagar,598520,Girisagar,Ilakal PS,16.213347004165282,75.72253231883612
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598508,Godihal Pu.K,Ilakal Rural PS,16.195589862696906,75.6613225254697
524,Bagalkote,7398,Terdal,215259.0,Golabavi,598420,Golbhavi,Jamakhandi Rural PS,16.207649284332252,75.69543752988118
524,Bagalkote,5446,Badami,215171.0,Mangalore,598743,Gonal,Jamakhandi Town PS,16.188537763514788,75.72663087696624
524,Bagalkote,7062,Ilkal,273107.0,Chikka Kodagali,599014,Gonal (S.B.),Kaladagi PS,16.224127540767302,75.72596354640261
524,Bagalkote,7062,Ilkal,215243.0,Kandagal,599003,Gonal (S.K.),Kerur PS,16.17287669556081,75.68972534990255
524,Bagalkote,7062,Ilkal,215238.0,Hire-Oatgeri,599023,Gonal (S.T.),Lokapur PS,16.157218644376524,75.69577726049029
524,Bagalkote,7062,Ilkal,215234.0,Gorabal,599000,Gopsani,Mahalingapur PS,16.167448010786586,75.65763313252634
524,Bagalkote,7062,Ilkal,215234.0,Gorabal,599010,Gorbal,Mudhol PS,16.176281678389447,75.65660094935355
524,Bagalkote,7062,Ilkal,215253.0,Vadgeri,598889,Gorjnal,Navanagara PS,16.18294139009871,75.6935718596675
524,Bagalkote,5443,Jamkhandi,215260.0,Gote,598453,Gothe,Savalgi PS,16.227472610661575,75.7195833044212
524,Bagalkote,5446,Badami,215175.0,Nandikeshwar,598746,Govanaki,Teradal PS,16.146889618802675,75.6582730385078
524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598727,Govanakoppa,Amengad PS,16.22247130842335,75.70931729832971
524,Bagalkote,5447,Bagalkot,215187.0,Chikka- Shellikeri,598775,Govindkopp,Badami PS,16.16937005358168,75.72660300094297
524,Bagalkote,5446,Badami,215159.0,Hullikeri,598649,Gubberakoppa,Bagalkot CEN Crime PS,16.150887910536674,75.68956770527369
524,Bagalkote,5444,Bilgi,215213.0,Inam - Hanchinal,598492,Gudadinni,Bagalkot Rural PS,16.226574654047027,75.68504318606313
524,Bagalkote,5446,Badami,215157.0,Hosur,598768,Guddada Mallapur,Bagalkot Town PS,16.208289396872818,75.7142211115295
524,Bagalkote,7062,Ilkal,215236.0,Hire-Kodagalli,599028,Gudur (S.B),Bagalkot Traffic PS,16.21039984392316,75.69244190760335
524,Bagalkote,7062,Ilkal,215235.0,Gudur S.C.,599012,Gudur (S.C.),Bagalkot Women PS,16.191651036334314,75.71706949165396
524,Bagalkote,7062,Ilkal,215236.0,Hire-Kodagalli,599022,Gugalmari,Banahatti PS,16.210006497050134,75.72071167104342
524,Bagalkote,5444,Bilgi,215206.0,Badagi,598481,Gulbal,Bilagi PS,16.176134464374023,75.6718977255343
524,Bagalkote,5445,Mudhol,273120.0,Gulagal-Jambagi,598579,Gulgal Jambagi,Guledagudda PS,16.185269370143548,75.67890317463794
524,Bagalkote,5444,Bilgi,273103.0,Heggura,598505,Gundanapalli Pu.K,Hungunda PS,16.195606186271092,75.7205854619361
524,Bagalkote,5448,Hungund,215231.0,Chittargi,598924,Hadagali,Ilakal PS,16.211478564873595,75.71803247567692
524,Bagalkote,5444,Bilgi,215214.0,Kandagal,598523,Hadarihal,Ilakal Rural PS,16.188335596213946,75.66143313176634
524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598723,Haganur,Jamakhandi Rural PS,16.20664107241904,75.68865572729077
524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598973,Hagedal,Jamakhandi Town PS,16.19239954093887,75.72749555373112
524,Bagalkote,7061,Guledgudda,215153.0,Haldur,598671,Haladur,Kaladagi PS,16.22507992543014,75.72509842411922
524,Bagalkote,5445,Mudhol,215291.0,Halgali,598577,Halagali,Kerur PS,16.176679453294756,75.69648272150893
524,Bagalkote,5446,Badami,215170.0,Mamtageri,598699,Halageri,Lokapur PS,16.150268281974835,75.6965339109045
524,Bagalkote,5445,Mudhol,215303.0,Metagud,598599,Halaki,Mahalingapur PS,16.167024688371995,75.65783945959045
524,Bagalkote,5446,Badami,215154.0,Halkurki,598658,Halakurki,Mudhol PS,16.17623439937975,75.65610956200489
524,Bagalkote,5446,Badami,273086.0,Haligeri,598698,Haligeri,Navanagara PS,16.181397091101534,75.7002424684561
524,Bagalkote,7398,Terdal,215261.0,Halingali,598405,Halingali,Savalgi PS,16.222259324163527,75.71908973767727
524,Bagalkote,5447,Bagalkot,215189.0,Hallur,598850,Hallur,Teradal PS,16.150392210802206,75.6634014745483
524,Bagalkote,7062,Ilkal,215236.0,Hire-Kodagalli,599013,Hanamanal - S.T,Amengad PS,16.222479460598986,75.705955
524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598655,Hanamaneri (G),Badami PS,16.175952986934618,75.72668824473621
524,Bagalkote,5446,Badami,215149.0,Anawal,598623,Hanamaneri Inam,Bagalkot CEN Crime PS,16.143511748075387,75.68986297799917
