cctv_id,cctv_name,district_id,district,taluk_id,taluk,gp_id,gram_panchayat,village_id,village,latitude,longitude,location_type,coverage_radius_meters,status,nearest_police_station
CCTV00009_6,Bilagi PS - Railway Station CCTV,524,Bagalkote,5446,Badami,215164.0,Kataraki,598758,Budihal,16.35411727540013,75.60771661061547,Railway Station,100,Maintenance,Bilagi PS
CCTV00010_1,Guledagudda PS - Market CCTV,524,Bagalkote,5447,Bagalkot,215183.0,Bel-Kerur,598851,Sangapur,16.046901708841386,75.77670576551274,Market,150,Maintenance,Guledagudda PS
CCTV00010_2,Guledagudda PS - Railway Station CCTV,524,Bagalkote,5445,Mudhol,215310.0,Vantgodi,598564,Mirji,16.051200337327984,75.7762970664304,Railway Station,100,Active,Guledagudda PS
CCTV00010_3,Guledagudda PS - College CCTV,524,Bagalkote,7398,Terdal,215261.0,Halingali,598403,Terdal (Rural),16.045732495488,75.7714772400617,College,200,Active,Guledagudda PS
CCTV00011_1,Hungunda PS - Bank CCTV,524,Bagalkote,7063,Rabakavi Banahatti,215263.0,Hipparagi,598409,Hipparagi,16.067905598574402,76.05901415015141,Bank,100,Maintenance,Hungunda PS
CCTV00011_2,Hungunda PS - Railway Station CCTV,524,Bagalkote,5445,Mudhol,,,598615,Lokapur,16.070549032998194,76.0622035082525,Railway Station,100,Maintenance,Hungunda PS
CCTV00011_3,Hungunda PS - School CCTV,524,Bagalkote,5447,Bagalkot,215185.0,Bennur,598805,Ilal,16.068110776896773,76.06246113637569,School,200,Active,Hungunda PS
CCTV00011_4,Hungunda PS - Traffic Junction CCTV,524,Bagalkote,5444,Bilgi,215215.0,Kataraki,598512,Katarki,16.067174966552688,76.06395499912469,Traffic Junction,150,Active,Hungunda PS
CCTV00011_5,Hungunda PS - Bus Stand CCTV,524,Bagalkote,5444,Bilgi,215213.0,Inam - Hanchinal,598491,Girgaon,16.06380088927204,76.05555676785771,Bus Stand,200,Maintenance,Hungunda PS
CCTV00012_1,Ilakal PS - Market CCTV,524,Bagalkote,5445,Mudhol,215289.0,Dadnatti,598613,Mallapur(P.L),15.966242570417123,76.11493902221757,Market,150,Active,Ilakal PS
CCTV00012_2,Ilakal PS - Government Office CCTV,524,Bagalkote,5446,Badami,215170.0,Mamtageri,598700,Ugalawat,15.961703253298058,76.11091728604629,Government Office,100,Active,Ilakal PS
CCTV00012_3,Ilakal PS - Bus Stand CCTV,524,Bagalkote,5448,Hungund,215228.0,Binjawadgi,598972,Bekamaladinni,15.964025557654244,76.11120382103739,Bus Stand,200,Active,Ilakal PS
CCTV00012_4,Ilakal PS - Bank CCTV,524,Bagalkote,5444,Bilgi,273102.0,Budihal-Sh,598539,Kovalli,15.96869640346032,76.11638471562824,Bank,200,Active,Ilakal PS
CCTV00012_5,Ilakal PS - School CCTV,524,Bagalkote,5447,Bagalkot,273097.0,Neelanagar,598866,Neelanagar,15.963334409738257,76.11657157953738,School,200,Active,Ilakal PS
CCTV00013_1,Ilakal Rural PS - ATM CCTV,524,Bagalkote,5448,Hungund,273108.0,Havaragi,598959,Vadergonal,15.961711787273696,76.11493253333026,ATM,200,Active,Ilakal Rural PS
CCTV00013_2,Ilakal Rural PS - Government Hospital CCTV,524,Bagalkote,5446,Badami,215152.0,Fakirbhudihal,598643,Fakeerabudihal,15.970244712701184,76.11429752334097,Government Hospital,200,Active,Ilakal Rural PS
CCTV00013_3,Ilakal Rural PS - Bank CCTV,524,Bagalkote,5446,Badami,215170.0,Mamtageri,598652,Kerur (Rural),15.96273359370038,76.11239203881931,Bank,150,Active,Ilakal Rural PS
CCTV00013_4,Ilakal Rural PS - Bank CCTV,524,Bagalkote,5444,Bilgi,215205.0,Arakeri,598515,Arakeri,15.962300004988565,76.11242500552383,Bank,200,Active,Ilakal Rural PS
CCTV00013_5,Ilakal Rural PS - Bus Stand CCTV,524,Bagalkote,7061,Guledgudda,273091.0,Mangalagudda,598693,Chimmalagi,15.962176766917962,76.10749934902995,Bus Stand,150,Active,Ilakal Rural PS
CCTV00014_1,Jamakhandi Rural PS - School CCTV,524,Bagalkote,5447,Bagalkot,215192.0,Kadampur,598788,Sindagi,16.506688465005254,75.27724084521182,School,100,Maintenance,Jamakhandi Rural PS
CCTV00014_2,Jamakhandi Rural PS - Government Hospital CCTV,524,Bagalkote,5444,Bilgi,215216.0,Kollur,598476,Chowdapur,16.506916620365,75.28061409382937,Government Hospital,100,Active,Jamakhandi Rural PS
CCTV00014_3,Jamakhandi Rural PS - ATM CCTV,524,Bagalkote,7063,Rabakavi Banahatti,215263.0,Hipparagi,598409,Hipparagi,16.50700854025346,75.27907433308248,ATM,100,Maintenance,Jamakhandi Rural PS
CCTV00014_4,Jamakhandi Rural PS - School CCTV,524,Bagalkote,5446,Badami,215181.0,Sulikeri,598628,Kerakalamatti,16.508061515274385,75.28330336278432,School,100,Active,Jamakhandi Rural PS
CCTV00014_5,Jamakhandi Rural PS - Railway Station CCTV,524,Bagalkote,7061,Guledgudda,215153.0,Haldur,598674,Padanakatti,16.506331169267202,75.27844306809652,Railway Station,150,Active,Jamakhandi Rural PS
CCTV00015_1,Jamakhandi Town PS - Traffic Junction CCTV,524,Bagalkote,7062,Ilkal,273107.0,Chikka Kodagali,599018,Sankalapur,16.509468097903053,75.27610089106912,Traffic Junction,150,Active,Jamakhandi Town PS
CCTV00015_2,Jamakhandi Town PS - Railway Station CCTV,524,Bagalkote,5448,Hungund,215249.0,Nagur,598935,Nagur,16.509691502948172,75.28488011586947,Railway Station,100,Active,Jamakhandi Town PS
CCTV00015_3,Jamakhandi Town PS - Traffic Junction CCTV,524,Bagalkote,5448,Hungund,215231.0,Chittargi,598924,Hadagali,16.512373780270185,75.28322568802955,Traffic Junction,150,Active,Jamakhandi Town PS
CCTV00015_4,Jamakhandi Town PS - Bank CCTV,524,Bagalkote,5444,Bilgi,215222.0,Teggi,598494,Ballur,16.51548683758371,75.28457698955847,Bank,200,Active,Jamakhandi Town PS
CCTV00016_1,Kaladagi PS - ATM CCTV,524,Bagalkote,5447,Bagalkot,215194.0,Khajidoni,598799,Khajjidoni,16.203597072676853,75.49459618585199,ATM,200,Maintenance,Kaladagi PS
CCTV00016_2,Kaladagi PS - ATM CCTV,524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,599002,Krishnapur,16.202700127341476,75.50157223550308,ATM,150,Active,Kaladagi PS
CCTV00016_3,Kaladagi PS - Government Office CCTV,524,Bagalkote,5444,Bilgi,273102.0,Budihal-Sh,598540,Budhihal(S.H),16.202538656601103,75.49683227121497,Government Office,150,Active,Kaladagi PS
CCTV00016_4,Kaladagi PS - Government Office CCTV,524,Bagalkote,5447,Bagalkot,273095.0,Devanal,598779,Sokanadgi,16.21063630530161,75.4948802774191,Government Office,100,Maintenance,Kaladagi PS
CCTV00016_5,Kaladagi PS - College CCTV,524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598608,Chawadapur,16.209613218877905,75.50223408643984,College,100,Active,Kaladagi PS
CCTV00017_1,Kerur PS - Railway Station CCTV,524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,599002,Krishnapur,16.01346695191186,75.5429138952323,Railway Station,200,Active,Kerur PS
CCTV00017_2,Kerur PS - Government Hospital CCTV,524,Bagalkote,7062,Ilkal,215245.0,Kelur,598890,Tallikeri,16.011541807138947,75.54785709271196,Government Hospital,100,Active,Kerur PS
CCTV00017_3,Kerur PS - Bus Stand CCTV,524,Bagalkote,7063,Rabakavi Banahatti,215267.0,Jagdal,598414,Banhatti (Rural),16.011164879468687,75.55246438844021,Bus Stand,150,Maintenance,Kerur PS
CCTV00017_4,Kerur PS - ATM CCTV,524,Bagalkote,5447,Bagalkot,215192.0,Kadampur,598792,Andamuranal,16.01745437558178,75.54310330092387,ATM,200,Active,Kerur PS
CCTV00017_5,Kerur PS - School CCTV,524,Bagalkote,5448,Hungund,273110.0,Hiremalagavi,598906,Hiremalagavi,16.019159007481086,75.54932990305744,School,100,Maintenance,Kerur PS
CCTV00018_1,Lokapur PS - Market CCTV,524,Bagalkote,5444,Bilgi,215217.0,Korti,598503,Hosa Takkalaki,16.094295118578906,75.2237235909318,Market,200,Active,Lokapur PS
CCTV00018_2,Lokapur PS - Bus Stand CCTV,524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598934,Honnarahalli,16.096535803128685,75.22010247165682,Bus Stand,200,Active,Lokapur PS
CCTV00018_3,Lokapur PS - School CCTV,524,Bagalkote,5446,Badami,215156.0,Hebbali,598732,Hebballi,16.094343799409938,75.22515575741957,School,100,Maintenance,Lokapur PS
CCTV00018_4,Lokapur PS - ATM CCTV,524,Bagalkote,7061,Guledgudda,215179.0,Parvati,598675,Parwati,16.089654003583384,75.2169606467684,ATM,200,Active,Lokapur PS
CCTV00019_1,Mahalingapur PS - Government Hospital CCTV,524,Bagalkote,5447,Bagalkot,215203.0,Yadahalli,598782,Anadinni,16.405908181500088,75.11308482589891,Government Hospital,200,Active,Mahalingapur PS
CCTV00019_2,Mahalingapur PS - Market CCTV,524,Bagalkote,5448,Hungund,273109.0,Hire Badawadagi,598941,Hirebadawadgi,16.40353486406313,75.10666268381772,Market,100,Active,Mahalingapur PS
CCTV00019_3,Mahalingapur PS - Bus Stand CCTV,524,Bagalkote,5446,Badami,273085.0,Alur-Sk,598725,Talakawad,16.400436716268903,75.10549119861078,Bus Stand,150,Active,Mahalingapur PS
CCTV00019_4,Mahalingapur PS - Bank CCTV,524,Bagalkote,5447,Bagalkot,215184.0,Benakatti,598857,Benakatti,16.406974628224972,75.11085809168569,Bank,100,Active,Mahalingapur PS
CCTV00019_5,Mahalingapur PS - School CCTV,524,Bagalkote,5446,Badami,273090.0,Kenduru,598737,Kutakanakeri,16.400830264636802,75.11057449947303,School,150,Maintenance,Mahalingapur PS
CCTV00019_6,Mahalingapur PS - Bus Stand CCTV,524,Bagalkote,5448,Hungund,215232.0,Dhannur,598946,Dhannur,16.40082681338415,75.11240346412454,Bus Stand,100,Active,Mahalingapur PS
CCTV00020_1,Mudhol PS - Traffic Junction CCTV,524,Bagalkote,5445,Mudhol,215297.0,Laxanatti,598608,Chawadapur,16.333905354294235,75.28402648688352,Traffic Junction,100,Active,Mudhol PS
CCTV00020_2,Mudhol PS - Government Hospital CCTV,524,Bagalkote,5447,Bagalkot,215197.0,Nainegalli,598841,Mudavinkopp,16.332354954487727,75.28499191362857,Government Hospital,150,Active,Mudhol PS
CCTV00020_3,Mudhol PS - College CCTV,524,Bagalkote,5446,Badami,215158.0,Huligeri,598632,Bandakeri,16.32915946148564,75.28754556027216,College,100,Maintenance,Mudhol PS
CCTV00020_4,Mudhol PS - Government Hospital CCTV,524,Bagalkote,5443,Jamkhandi,273115.0,Mareguddhi,598446,Mareguddi,16.329034763732604,75.28933978254584,Government Hospital,200,Maintenance,Mudhol PS
CCTV00020_5,Mudhol PS - School CCTV,524,Bagalkote,5448,Hungund,215251.0,Rakkasagi,598933,Chickyaranakeri,16.331430018049634,75.28420636131798,School,150,Active,Mudhol PS
CCTV00021_1,Navanagara PS - Government Office CCTV,524,Bagalkote,5447,Bagalkot,273094.0,Chikkamyageri,598838,Chick Myageri,16.16196649085212,75.6652413646987,Government Office,200,Active,Navanagara PS
CCTV00021_2,Navanagara PS - Market CCTV,524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598969,Konnur,16.160827837447872,75.66610370119064,Market,200,Maintenance,Navanagara PS
CCTV00021_3,Navanagara PS - School CCTV,524,Bagalkote,5446,Badami,215158.0,Huligeri,598632,Bandakeri,16.16363662014125,75.66453475947273,School,200,Active,Navanagara PS
CCTV00021_4,Navanagara PS - Government Office CCTV,524,Bagalkote,7062,Ilkal,215238.0,Hire-Oatgeri,599006,Vajjal,16.158188798581687,75.66072327623826,Government Office,100,Maintenance,Navanagara PS
CCTV00022_1,Savalgi PS - Market CCTV,524,Bagalkote,5448,Hungund,215237.0,Hire-Magi,598875,Budihal (Inam),16.673519038071227,75.34494130020734,Market,100,Active,Savalgi PS
CCTV00022_2,Savalgi PS - Bank CCTV,524,Bagalkote,7062,Ilkal,215243.0,Kandagal,599004,Kandgal,16.669456093329124,75.34167837510968,Bank,100,Active,Savalgi PS
CCTV00022_3,Savalgi PS - ATM CCTV,524,Bagalkote,7062,Ilkal,215239.0,Hire-Shingangutti,599002,Krishnapur,16.668466735690238,75.34748814791988,ATM,150,Active,Savalgi PS
CCTV00023_1,Teradal PS - Government Hospital CCTV,524,Bagalkote,5445,Mudhol,215288.0,Chinchakhandi K.D.,598582,Jeeragal,16.499170250723328,75.05625337823017,Government Hospital,150,Active,Teradal PS
CCTV00023_2,Teradal PS - Government Office CCTV,524,Bagalkote,5447,Bagalkot,273095.0,Devanal,598778,Devanal,16.496905167657335,75.05802864578045,Government Office,200,Maintenance,Teradal PS
CCTV00023_3,Teradal PS - Government Office CCTV,524,Bagalkote,7062,Ilkal,273112.0,Muradi,598899,Gandal,16.493324400794496,75.05887628112626,Government Office,150,Active,Teradal PS
CCTV00024_1,Jayapura PS - Bus Stand CCTV,532,Chikkamagaluru,5529,Kadur,216857.0,Jodihochihalli,609610,Hochihalli,12.122685782787638,76.33261606285741,Bus Stand,100,Active,Jayapura PS
CCTV00024_2,Jayapura PS - College CCTV,532,Chikkamagaluru,5529,Kadur,216869.0,Nagarahal,609619,Kambenahalli,12.120549805372711,76.33295978765912,College,100,Active,Jayapura PS
CCTV00024_3,Jayapura PS - ATM CCTV,532,Chikkamagaluru,7194,Kalasa,216934.0,Marasanige,609903,Edur,12.121784639825792,76.3289633589191,ATM,100,Maintenance,Jayapura PS
CCTV00024_4,Jayapura PS - ATM CCTV,532,Chikkamagaluru,5529,Kadur,216871.0,Nidghatta,609646,Nidaghatta,12.121319250213245,76.33196074192855,ATM,200,Active,Jayapura PS
CCTV00024_5,Jayapura PS - Bus Stand CCTV,532,Chikkamagaluru,5530,Chikkamagaluru,216805.0,Eswarahalli,609802,Eswarahalli,12.1232115194582,76.33014454662992,Bus Stand,200,Active,Jayapura PS
CCTV00024_6,Jayapura PS - Bank CCTV,532,Chikkamagaluru,5529,Kadur,216845.0,Cheelanahalli,609536,Beeranahalli,12.124904287153475,76.33451754582292,Bank,150,Active,Jayapura PS
CCTV00025_1,Koppa PS - Government Hospital CCTV,532,Chikkamagaluru,5525,Sringeri,216961.0,Kere,608937,Hadi,12.70829311158803,76.96070937795874,Government Hospital,200,Maintenance,Koppa PS
CCTV00025_2,Koppa PS - Bus Stand CCTV,532,Chikkamagaluru,5529,Kadur,216843.0,Bislehalli,609608,Brahmasamudra,12.707344782526096,76.95747428597318,Bus Stand,200,Maintenance,Koppa PS
CCTV00025_3,Koppa PS - College CCTV,532,Chikkamagaluru,5531,Mudigere,216939.0,Sunkasale,609915,Abrugodige Estate,12.711118873741562,76.95679195436483,College,100,Active,Koppa PS
CCTV00026_1,Chitradurga CEN Crime PS - Market CCTV,533,Chitradurga,5506,Holalkere,217140.0,Shivaganga,605724,Garaga,14.133472389234642,76.24581515742423,Market,100,Active,Chitradurga CEN Crime PS
CCTV00026_2,Chitradurga CEN Crime PS - College CCTV,533,Chitradurga,5506,Holalkere,217125.0,Chikka Yemmiganur,605661,Vamapura Kavalu,14.138010065928402,76.24700859966207,College,100,Active,Chitradurga CEN Crime PS
CCTV00026_3,Chitradurga CEN Crime PS - Bus Stand CCTV,533,Chitradurga,5506,Holalkere,217121.0,Andanur,605621,Ingaladahalli,14.130949672581208,76.24660612164588,Bus Stand,150,Active,Chitradurga CEN Crime PS
CCTV00026_4,Chitradurga CEN Crime PS - Market CCTV,533,Chitradurga,5505,Chitradurga,217075.0,Kolahal,605462,Jatlahalli,14.135878706359948,76.2448699329637,Market,150,Active,Chitradurga CEN Crime PS
CCTV00026_5,Chitradurga CEN Crime PS - Government Office CCTV,533,Chitradurga,5505,Chitradurga,217073.0,Kalagere,605434,Chowlihalli,14.136283088859097,76.24600167590624,Government Office,200,Active,Chitradurga CEN Crime PS
CCTV00026_6,Chitradurga CEN Crime PS - College CCTV,533,Chitradurga,5506,Holalkere,217147.0,Upparigenahalli,605812,Budipura,14.135823006522713,76.24635972882118,College,200,Active,Chitradurga CEN Crime PS
CCTV00027_1,Chitradurga Extension PS - School CCTV,533,Chitradurga,5505,Chitradurga,217073.0,Kalagere,605434,Chowlihalli,14.230082143738159,76.40908270908048,School,200,Active,Chitradurga Extension PS
CCTV00027_2,Chitradurga Extension PS - Bank CCTV,533,Chitradurga,5504,Challakere,217013.0,Abbenahalli,605228,Giddanahalli,14.223723005404509,76.41783899984752,Bank,150,Active,Chitradurga Extension PS
CCTV00027_3,Chitradurga Extension PS - Government Hospital CCTV,533,Chitradurga,5506,Holalkere,217129.0,Gangasamudra,605709,G.Vaderahalli,14.230369166621152,76.40986642308566,Government Hospital,150,Active,Chitradurga Extension PS
CCTV00027_4,Chitradurga Extension PS - Railway Station CCTV,533,Chitradurga,5505,Chitradurga,217066.0,Hireguntanur,605556,Haliyur,14.230724802483747,76.4176640375189,Railway Station,200,Active,Chitradurga Extension PS
CCTV00028_1,Chitrahalli Gate PS - Market CCTV,533,Chitradurga,5508,Hiriyur,217090.0,Babbur,606139,Sevalalnagar,14.094217910994784,76.27174066469097,Market,150,Active,Chitrahalli Gate PS
CCTV00028_2,Chitrahalli Gate PS - Government Office CCTV,533,Chitradurga,5507,Hosdurga,217158.0,Doddagatta,605906,Duggavara,14.09995500368508,76.27642765410336,Government Office,200,Active,Chitrahalli Gate PS
CCTV00028_3,Chitrahalli Gate PS - Bank CCTV,533,Chitradurga,5506,Holalkere,217127.0,Chithrahalli,605773,Veerapura,14.096593470292504,76.2708433982252,Bank,150,Maintenance,Chitrahalli Gate PS
CCTV00028_4,Chitrahalli Gate PS - College CCTV,533,Chitradurga,5505,Chitradurga,217073.0,Kalagere,927373,Ajadnagara,14.096846626913338,76.27178155113455,College,100,Active,Chitrahalli Gate PS
CCTV00029_1,Srirampura PS - Bus Stand CCTV,533,Chitradurga,5506,Holalkere,217120.0,Adanur,605729,Padigatte,12.990886407746283,77.5674344257063,Bus Stand,200,Active,Srirampura PS
CCTV00029_2,Srirampura PS - Government Hospital CCTV,533,Chitradurga,5507,Hosdurga,217181.0,Thandaga,605989,Tandaga,12.988328850288372,77.56891190007985,Government Hospital,150,Active,Srirampura PS
CCTV00029_3,Srirampura PS - Market CCTV,533,Chitradurga,5506,Holalkere,217120.0,Adanur,605723,Harenahalli,12.991453832807757,77.56471100920426,Market,100,Active,Srirampura PS
CCTV00029_4,Srirampura PS - College CCTV,533,Chitradurga,5506,Holalkere,217146.0,Tuppadahalli,605700,Kenchapura,12.989151030678672,77.56490774943393,College,100,Active,Srirampura PS
