village_id,village_name,taluk_id,taluk_name,district_id,district_name,gp_id,gp_name
598626,Neerabudihal,5446,Badami,524,Bagalkote,215178.0,Neerbhudihal
598760,Neeralagi,5446,Badami,524,Bagalkote,215164.0,Kataraki
598696,Neeralakeri,5446,Badami,524,Bagalkote,215177.0,Neeralkeri
598747,Nelwagi,5446,Badami,524,Bagalkote,215175.0,Nandikeshwar
598742,Pattadakall,5446,Badami,524,Bagalkote,215180.0,Pattadkal
598697,Raddera Timmapur,5446,Badami,524,Bagalkote,215177.0,Neeralkeri
598653,Saganur,5446,Badami,524,Bagalkote,215152.0,Fakirbhudihal
598639,Sheeparamatti,5446,Badami,524,Bagalkote,273089.0,Kainakatti
598744,Shirabadagi,5446,Badami,524,Bagalkote,215171.0,Mangalore
598712,Somanakoppa,5446,Badami,524,Bagalkote,215166.0,Kulageri Cross
598630,Sulikeri,5446,Badami,524,Bagalkote,215181.0,Sulikeri
598731,Sulla,5446,Badami,524,Bagalkote,215167.0,Kittali
598725,Talakawad,5446,Badami,524,Bagalkote,273085.0,Alur-Sk
598707,Tappasakatti,5446,Badami,524,Bagalkote,215170.0,Mamtageri
598761,Thaminal,5446,Badami,524,Bagalkote,215164.0,Kataraki
598719,Timmapur S.N.,5446,Badami,524,Bagalkote,215176.0,Neelgund
598700,Ugalawat,5446,Badami,524,Bagalkote,215170.0,Mamtageri
598728,Wadawatti,5446,Badami,524,Bagalkote,273092.0,Narasapur
598624,Yandigeri,5446,Badami,524,Bagalkote,215178.0,Neerbhudihal
598648,Yankanchi,5446,Badami,524,Bagalkote,215159.0,Hullikeri
598646,Yaragoppa Inam,5446,Badami,524,Bagalkote,215158.0,Huligeri
598757,Yaragoppa.S.B,5446,Badami,524,Bagalkote,215173.0,Mutalgeri
598827,Achanur,5447,Bagalkot,524,Bagalkote,215183.0,Bel-Kerur
598815,Alur,5447,Bagalkot,524,Bagalkote,215199.0,Rampur
598782,Anadinni,5447,Bagalkot,524,Bagalkote,215203.0,Yadahalli
598792,Andamuranal,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598773,Ankalagi,5447,Bagalkot,524,Bagalkote,215194.0,Khajidoni
598844,Bagalkot (Rural),5447,Bagalkot,524,Bagalkote,,
598783,Bannidinni,5447,Bagalkot,524,Bagalkote,215196.0,Murnal
598812,Basavanagar,5447,Bagalkot,524,Bagalkote,273100.0,Timmapur
598857,Benakatti,5447,Bagalkot,524,Bagalkote,215184.0,Benakatti
598823,Bennur,5447,Bagalkot,524,Bagalkote,215185.0,Bennur
598860,Bevinamatti-S.Haveli,5447,Bagalkot,524,Bagalkote,273093.0,Bevinamatti-S.H
598853,Bevoor,5447,Bagalkot,524,Bagalkote,215186.0,Bevoor
598847,Bhagavati,5447,Bagalkot,524,Bagalkote,215182.0,Bagavati
598856,Bhairamatti,5447,Bagalkot,524,Bagalkote,215189.0,Hallur
598828,Bilkerur,5447,Bagalkot,524,Bagalkote,215183.0,Bel-Kerur
598852,Bodanayakdinni,5447,Bagalkot,524,Bagalkote,273100.0,Timmapur
598837,Bommanagi,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri
598780,Chebbi,5447,Bagalkot,524,Bagalkote,215203.0,Yadahalli
598807,Chick Hodlur,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598838,Chick Myageri,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri
598817,Chick Sitimani,5447,Bagalkot,524,Bagalkote,273096.0,Hosur
598801,Chickka-Shellikeri,5447,Bagalkot,524,Bagalkote,215187.0,Chikka- Shellikeri
598777,Chikk-Sansi,5447,Bagalkot,524,Bagalkote,273095.0,Devanal
598813,Chikkgulabal,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598808,Chikkmuramatti,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598842,Chitaginakopp,5447,Bagalkot,524,Bagalkote,215197.0,Nainegalli
598854,Choudapur,5447,Bagalkot,524,Bagalkote,215186.0,Bevoor
598843,Devalapur (S.M.),5447,Bagalkot,524,Bagalkote,215197.0,Nainegalli
598778,Devanal,5447,Bagalkot,524,Bagalkote,273095.0,Devanal
598816,Dharmnagar,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598836,Domanal,5447,Bagalkot,524,Bagalkote,215201.0,Sutagundar
598863,Durgadevinagar,5447,Bagalkot,524,Bagalkote,273099.0,Sheegikeri
598803,Durganagar,5447,Bagalkot,524,Bagalkote,215188.0,Gaddankeri
598796,Gaddankeri,5447,Bagalkot,524,Bagalkote,215188.0,Gaddankeri
598775,Govindkopp,5447,Bagalkot,524,Bagalkote,215187.0,Chikka- Shellikeri
598850,Hallur,5447,Bagalkot,524,Bagalkote,215189.0,Hallur
598839,Handaragala,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri
598840,Hire Myageri,5447,Bagalkot,524,Bagalkote,273094.0,Chikkamyageri
598806,Hire-Hodlur,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598776,Hire-Sansi,5447,Bagalkot,524,Bagalkote,273095.0,Devanal
598802,Hire-Shellikeri,5447,Bagalkot,524,Bagalkote,215187.0,Chikka- Shellikeri
598811,Hiregulabal,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598809,Hiremuramatti,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598784,Honaralli,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598859,Honnakatti,5447,Bagalkot,524,Bagalkote,215195.0,Mugalolli
598830,Hosur,5447,Bagalkot,524,Bagalkote,273096.0,Hosur
598805,Ilal,5447,Bagalkot,524,Bagalkote,215185.0,Bennur
598855,Ingalagi,5447,Bagalkot,524,Bagalkote,215184.0,Benakatti
598821,Jadramakunti,5447,Bagalkot,524,Bagalkote,215191.0,Kadalimatti
598848,Kadalimatti,5447,Bagalkot,524,Bagalkote,215191.0,Kadalimatti
598789,Kadampur,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598774,Kaladgi,5447,Bagalkot,524,Bagalkote,215193.0,Kaladagi
598800,Kalasakopp,5447,Bagalkot,524,Bagalkote,215187.0,Chikka- Shellikeri
598786,Kesanur *,5447,Bagalkot,524,Bagalkote,215196.0,Murnal
598799,Khajjidoni,5447,Bagalkot,524,Bagalkote,215194.0,Khajidoni
598846,Kirasur,5447,Bagalkot,524,Bagalkote,215182.0,Bagavati
598826,Lavaleshavar,5447,Bagalkot,524,Bagalkote,215191.0,Kadalimatti
598845,Mallapur,5447,Bagalkot,524,Bagalkote,273093.0,Bevinamatti-S.H
598829,Manahalli,5447,Bagalkot,524,Bagalkote,273096.0,Hosur
598834,Mankani,5447,Bagalkot,524,Bagalkote,215201.0,Sutagundar
598858,Mannikatti,5447,Bagalkot,524,Bagalkote,215184.0,Benakatti
598814,Mastihal,5447,Bagalkot,524,Bagalkote,215199.0,Rampur
598862,Muchakhandi,5447,Bagalkot,524,Bagalkote,215198.0,Neeralkeri
598849,Mudapaljivi,5447,Bagalkot,524,Bagalkote,215191.0,Kadalimatti
598841,Mudavinkopp,5447,Bagalkot,524,Bagalkote,215197.0,Nainegalli
598825,Mugalalli,5447,Bagalkot,524,Bagalkote,215195.0,Mugalolli
598795,Muranal,5447,Bagalkot,524,Bagalkote,215196.0,Murnal
598810,Muttatti,5447,Bagalkot,524,Bagalkote,215190.0,Hire - Gulbal
598832,Nagaral,5447,Bagalkot,524,Bagalkote,273096.0,Hosur
598831,Nagasampagi,5447,Bagalkot,524,Bagalkote,273096.0,Hosur
598833,Nainegali,5447,Bagalkot,524,Bagalkote,215197.0,Nainegalli
598787,Nakargundi,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598866,Neelanagar,5447,Bagalkot,524,Bagalkote,273097.0,Neelanagar
598864,Niralkeri,5447,Bagalkot,524,Bagalkote,215198.0,Neeralkeri
598819,Rampur,5447,Bagalkot,524,Bagalkote,215199.0,Rampur
598793,Salagundi,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598851,Sangapur,5447,Bagalkot,524,Bagalkote,215183.0,Bel-Kerur
598824,Sangondi,5447,Bagalkot,524,Bagalkote,215195.0,Mugalolli
598772,Sharadal,5447,Bagalkot,524,Bagalkote,215194.0,Khajidoni
598791,Sidnal,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598861,Sigikeri,5447,Bagalkot,524,Bagalkote,273099.0,Sheegikeri
598797,Simikeri,5447,Bagalkot,524,Bagalkote,273098.0,Seemikeri
598788,Sindagi,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598822,Siraguppi,5447,Bagalkot,524,Bagalkote,215185.0,Bennur
598865,Sirur,5447,Bagalkot,524,Bagalkote,,
598818,Sitimani,5447,Bagalkot,524,Bagalkote,273096.0,Hosur
598779,Sokanadgi,5447,Bagalkot,524,Bagalkote,273095.0,Devanal
598785,Sorakopp,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598835,Sutagundar,5447,Bagalkot,524,Bagalkote,215201.0,Sutagundar
598804,Talagihal,5447,Bagalkot,524,Bagalkote,215185.0,Bennur
598820,Timmapur,5447,Bagalkot,524,Bagalkote,273100.0,Timmapur
598798,Tulasigeri,5447,Bagalkot,524,Bagalkote,215202.0,Tulasigeri
598771,Udagatti,5447,Bagalkot,524,Bagalkote,215194.0,Khajidoni
598794,Veerapur,5447,Bagalkot,524,Bagalkote,215196.0,Murnal
598781,Yadahalli,5447,Bagalkot,524,Bagalkote,215203.0,Yadahalli
598790,Yankachi,5447,Bagalkot,524,Bagalkote,215192.0,Kadampur
598510,Algundi,5444,Bilgi,524,Bagalkote,215207.0,Chikkalagundi
598473,Amalzari,5444,Bilgi,524,Bagalkote,215223.0,Yadahalli
598541,Anagawadi,5444,Bilgi,524,Bagalkote,215204.0,Anagwadi
598515,Arakeri,5444,Bilgi,524,Bagalkote,215205.0,Arakeri
598502,Badagandi,5444,Bilgi,524,Bagalkote,273101.0,Badagandi
598530,Badardinni,5444,Bilgi,524,Bagalkote,215212.0,Honnihal
598490,Badgi,5444,Bilgi,524,Bagalkote,215206.0,Badagi
598494,Ballur,5444,Bilgi,524,Bagalkote,215222.0,Teggi
598538,Bavalatti,5444,Bilgi,524,Bagalkote,273102.0,Budihal-Sh
598524,Beerkabbi,5444,Bilgi,524,Bagalkote,215214.0,Kandagal
598499,Bilgi (Rural),5444,Bilgi,524,Bagalkote,215217.0,Korti
598483,Bisnal,5444,Bilgi,524,Bagalkote,215222.0,Teggi
598540,Budhihal(S.H),5444,Bilgi,524,Bagalkote,273102.0,Budihal-Sh
598482,Budihal(S.G.),5444,Bilgi,524,Bagalkote,215206.0,Badagi
598477,Chickhanchinal,5444,Bilgi,524,Bagalkote,215216.0,Kollur
598527,Chicksangam,5444,Bilgi,524,Bagalkote,215214.0,Kandagal
598509,Chinvalkoppa Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598476,Chowdapur,5444,Bilgi,524,Bagalkote,215216.0,Kollur
598535,Dattapura,5444,Bilgi,524,Bagalkote,215221.0,Sunag
598516,Durgapura,5444,Bilgi,524,Bagalkote,215205.0,Arakeri
598474,Galagali,5444,Bilgi,524,Bagalkote,215208.0,Galgalli
598491,Girgaon,5444,Bilgi,524,Bagalkote,215213.0,Inam - Hanchinal
598520,Girisagar,5444,Bilgi,524,Bagalkote,215209.0,Girisagar
598508,Godihal Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598492,Gudadinni,5444,Bilgi,524,Bagalkote,215213.0,Inam - Hanchinal
598481,Gulbal,5444,Bilgi,524,Bagalkote,215206.0,Badagi
598505,Gundanapalli Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598523,Hadarihal,5444,Bilgi,524,Bagalkote,215214.0,Kandagal
598493,Hanchinal(Inam),5444,Bilgi,524,Bagalkote,215213.0,Inam - Hanchinal
598506,Heggur,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598532,Herkal,5444,Bilgi,524,Bagalkote,215211.0,Herkal
598529,Honnihal,5444,Bilgi,524,Bagalkote,215212.0,Honnihal
598497,Hosa Dhavaleshwar,5444,Bilgi,524,Bagalkote,215217.0,Korti
598498,Hosa Garadadinni,5444,Bilgi,524,Bagalkote,215217.0,Korti
598501,Hosa Govinadinni,5444,Bilgi,524,Bagalkote,215217.0,Korti
598500,Hosa Korti,5444,Bilgi,524,Bagalkote,215217.0,Korti
598503,Hosa Takkalaki,5444,Bilgi,524,Bagalkote,215217.0,Korti
598517,Janamatti,5444,Bilgi,524,Bagalkote,273104.0,Janamatti
598542,Kadapatti,5444,Bilgi,524,Bagalkote,215204.0,Anagwadi
598525,Kamadal Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598528,Kandagal,5444,Bilgi,524,Bagalkote,215214.0,Kandagal
598512,Katarki,5444,Bilgi,524,Bagalkote,215215.0,Kataraki
598478,Kolur,5444,Bilgi,524,Bagalkote,215216.0,Kollur
598495,Kontikal,5444,Bilgi,524,Bagalkote,273105.0,Nagarala
598522,Koppa S.R Rc,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598511,Koppa(S.K),5444,Bilgi,524,Bagalkote,215207.0,Chikkalagundi
598539,Kovalli,5444,Bilgi,524,Bagalkote,273102.0,Budihal-Sh
598537,Kundargi,5444,Bilgi,524,Bagalkote,215218.0,Kundargi
598513,Lingapur(S.K),5444,Bilgi,524,Bagalkote,215215.0,Kataraki
598507,Lingapur.S.R Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598526,Mangura Pu.K,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598519,Mannikeri,5444,Bilgi,524,Bagalkote,215212.0,Honnihal
598479,Mundaganur,5444,Bilgi,524,Bagalkote,215216.0,Kollur
598521,Muttaladinni Rc,5444,Bilgi,524,Bagalkote,273103.0,Heggura
598487,Nagaral,5444,Bilgi,524,Bagalkote,273105.0,Nagarala
598475,Rabkavi,5444,Bilgi,524,Bagalkote,215216.0,Kollur
598486,Ramapratappa Nagar,5444,Bilgi,524,Bagalkote,273105.0,Nagarala
598504,Rolli,5444,Bilgi,524,Bagalkote,273101.0,Badagandi
598484,Shaktinagar,5444,Bilgi,524,Bagalkote,215222.0,Teggi
598514,Shiraguppi,5444,Bilgi,524,Bagalkote,215215.0,Kataraki
598485,Shivanagar,5444,Bilgi,524,Bagalkote,215219.0,Siddapur
598488,Siddapur,5444,Bilgi,524,Bagalkote,215219.0,Siddapur
598496,Sonna,5444,Bilgi,524,Bagalkote,215220.0,Sonna
598518,Sunaga,5444,Bilgi,524,Bagalkote,215221.0,Sunag
598489,Teggi,5444,Bilgi,524,Bagalkote,215222.0,Teggi
598533,Tolamatti,5444,Bilgi,524,Bagalkote,215221.0,Sunag
598534,Tummarmatti,5444,Bilgi,524,Bagalkote,215204.0,Anagwadi
598536,Venkatapura,5444,Bilgi,524,Bagalkote,273104.0,Janamatti
598480,Yadahalli,5444,Bilgi,524,Bagalkote,215223.0,Yadahalli
598543,Yelligutti,5444,Bilgi,524,Bagalkote,215211.0,Herkal
598531,Yettinatti,5444,Bilgi,524,Bagalkote,215212.0,Honnihal
598672,Allur. S.P.,7061,Guledgudda,524,Bagalkote,215153.0,Haldur
598673,Asangi,7061,Guledgudda,524,Bagalkote,215169.0,Layadgundi
598669,Budanagad,7061,Guledgudda,524,Bagalkote,215153.0,Haldur
598693,Chimmalagi,7061,Guledgudda,524,Bagalkote,273091.0,Mangalagudda
598671,Haladur,7061,Guledgudda,524,Bagalkote,215153.0,Haldur
598685,Hanapur.S.P.,7061,Guledgudda,524,Bagalkote,273087.0,Hanapur-Sp
598662,Hangaragi,7061,Guledgudda,524,Bagalkote,273088.0,Hangaragi
598683,Hansanoor,7061,Guledgudda,524,Bagalkote,215155.0,Hansanur
598668,Haradolli,7061,Guledgudda,524,Bagalkote,215153.0,Haldur
598680,Hirebudihal,7061,Guledgudda,524,Bagalkote,273088.0,Hangaragi
598660,Hulasageri,7061,Guledgudda,524,Bagalkote,215161.0,Jamankatti
598687,Hullikeri.S.P.,7061,Guledgudda,524,Bagalkote,215179.0,Parvati
598670,Injanawari,7061,Guledgudda,524,Bagalkote,215153.0,Haldur
598659,Jammanakatti,7061,Guledgudda,524,Bagalkote,215161.0,Jamankatti
598661,Katageri,7061,Guledgudda,524,Bagalkote,215163.0,Katageri
598689,Kataginahalli,7061,Guledgudda,524,Bagalkote,215169.0,Layadgundi
598695,Katapur,7061,Guledgudda,524,Bagalkote,273091.0,Mangalagudda
598664,Kelawadi,7061,Guledgudda,524,Bagalkote,215165.0,Kelavadi
598676,Khanapur.S.P.,7061,Guledgudda,524,Bagalkote,215179.0,Parvati
598663,Khazibudihal,7061,Guledgudda,524,Bagalkote,273088.0,Hangaragi
598682,Konkanakoppa,7061,Guledgudda,524,Bagalkote,215163.0,Katageri
598667,Kotikall,7061,Guledgudda,524,Bagalkote,215168.0,Kotikal
598688,Kotnalli,7061,Guledgudda,524,Bagalkote,215169.0,Layadgundi
598633,Krishnapur,7061,Guledgudda,524,Bagalkote,215178.0,Neerbhudihal
598681,Lakkasakoppa,7061,Guledgudda,524,Bagalkote,215161.0,Jamankatti
598690,Layadagundi,7061,Guledgudda,524,Bagalkote,215169.0,Layadgundi
598665,Lingapur,7061,Guledgudda,524,Bagalkote,215165.0,Kelavadi
598694,Mangalagudda,7061,Guledgudda,524,Bagalkote,273091.0,Mangalagudda
598677,Murudi,7061,Guledgudda,524,Bagalkote,273087.0,Hanapur-Sp
598692,Nagaral.S.P.,7061,Guledgudda,524,Bagalkote,215174.0,Nagaral S.P.
598674,Padanakatti,7061,Guledgudda,524,Bagalkote,215153.0,Haldur
598675,Parwati,7061,Guledgudda,524,Bagalkote,215179.0,Parvati
598684,Raghapur,7061,Guledgudda,524,Bagalkote,215155.0,Hansanur
598686,Saraswathinagar,7061,Guledgudda,524,Bagalkote,273087.0,Hanapur-Sp
598691,Subbalahunashi,7061,Guledgudda,524,Bagalkote,215174.0,Nagaral S.P.
598679,Teggi,7061,Guledgudda,524,Bagalkote,215165.0,Kelavadi
598678,Thogunashi,7061,Guledgudda,524,Bagalkote,215168.0,Kotikal
598666,Timasagar,7061,Guledgudda,524,Bagalkote,215165.0,Kelavadi
598944,Adihal,5448,Hungund,524,Bagalkote,215232.0,Dhannur
598975,Amarawati,5448,Hungund,524,Bagalkote,215224.0,Amarawati
598872,Amblikoppa,5448,Hungund,524,Bagalkote,215248.0,Mugnoor
599027,Aminagad (Ct),5448,Hungund,524,Bagalkote,,
598952,Anapakatti,5448,Hungund,524,Bagalkote,273108.0,Havaragi
598940,Bannihatti,5448,Hungund,524,Bagalkote,273109.0,Hire Badawadagi
598867,Basarikatti,5448,Hungund,524,Bagalkote,215248.0,Mugnoor
598871,Basawanal,5448,Hungund,524,Bagalkote,215248.0,Mugnoor
598972,Bekamaladinni,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi
598922,Belgal,5448,Hungund,524,Bagalkote,215227.0,Belgal
598876,Bevinal,5448,Hungund,524,Bagalkote,215237.0,Hire-Magi
598931,Bevinamatti,5448,Hungund,524,Bagalkote,215251.0,Rakkasagi
598976,Binjawadgi,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi
598915,Bisaladinni,5448,Hungund,524,Bagalkote,273106.0,Bisaladinni
598921,Bisanalkoppa,5448,Hungund,524,Bagalkote,215227.0,Belgal
598875,Budihal (Inam),5448,Hungund,524,Bagalkote,215237.0,Hire-Magi
598874,Budihal (S.K.),5448,Hungund,524,Bagalkote,215248.0,Mugnoor
598938,Chickbadawadgi,5448,Hungund,524,Bagalkote,273109.0,Hire Badawadagi
598903,Chickmagi,5448,Hungund,524,Bagalkote,273110.0,Hiremalagavi
598907,Chickmalagavi,5448,Hungund,524,Bagalkote,273110.0,Hiremalagavi
598933,Chickyaranakeri,5448,Hungund,524,Bagalkote,215251.0,Rakkasagi
598970,Chintakamaladinni,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi
598927,Chittaragi,5448,Hungund,524,Bagalkote,215231.0,Chittargi
598937,Chittawadgi,5448,Hungund,524,Bagalkote,273109.0,Hire Badawadagi
598917,Chowdakamaladinni,5448,Hungund,524,Bagalkote,273106.0,Bisaladinni
598957,Dasbal,5448,Hungund,524,Bagalkote,215244.0,Karadi
598946,Dhannur,5448,Hungund,524,Bagalkote,215232.0,Dhannur
598928,Gangur,5448,Hungund,524,Bagalkote,215231.0,Chittargi
598908,Ganjihal,5448,Hungund,524,Bagalkote,215233.0,Ganjihal
598977,Ghattiganur,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi
598924,Hadagali,5448,Hungund,524,Bagalkote,215231.0,Chittargi
598973,Hagedal,5448,Hungund,524,Bagalkote,215228.0,Binjawadgi
598950,Havaragi Pu.K,5448,Hungund,524,Bagalkote,273108.0,Havaragi
