X,Y,fid,osm_id,code,fclass,population,name
77.6631941,9.6603953,59,"245584691",1003,village,0,Maharajapuram
79.0175877,9.7422651,60,"245584800",1002,town,0,Thondi
76.9446486,9.8540061,61,"245584837",1002,town,0,Painavu
78.8917624,9.7877433,62,"245584897",1003,village,0,CK Mangalam
79.0573025,9.7892737,63,"245584918",1003,village,0,S.P. Pattinam
77.6989606,9.8630653,64,"245585103",1003,village,0,Elumalai
78.9597989,9.8647276,65,"245585131",1003,village,0,Mangalakkudi
77.2797184,9.8971614,66,"245585351",1003,village,0,Tevaram
77.7898611,9.9648653,67,"245585550",1002,town,0,Usilampatti
76.5781613,9.9831493,68,"245585625",1002,town,0,Muvattupuzha
77.4810104,10.0108143,69,"245585698",1002,town,0,Theni
78.337589,10.0309005,70,"245585726",1002,town,0,Melur
76.3874109,10.1910284,71,"245586161",1002,town,30000,Angamaly
78.2299964,10.2256894,72,"245586200",1002,town,10000,Natham
78.7463884,10.2449424,73,"245586234",1002,town,8988,Tirumayam
77.9218398,10.2767592,74,"245586306",1002,town,100000,Chinnalapatti
77.9693256,10.365646,75,"245586375",1001,city,207300,Dindigul
78.3872851,10.3758009,76,"245586401",1002,town,0,Thuvarankurichchi
79.4944659,10.3956923,77,"245586442",1002,town,40000,Muthupet
79.3835528,10.3982261,78,"245586458",1003,village,2394,Thuvarankuruchi
79.704746,10.4390271,79,"245586474",1003,village,0,Tagattur
77.7919804,10.4740048,80,"245586527",1003,village,0,Pudu Chattram
78.1566887,10.4845925,81,"245586560",1003,village,0,Ayyalur
78.0628395,10.5170962,82,"245586610",1003,village,0,Eriyodu
77.9463173,10.5324146,83,"245586675",1002,town,5000,Vedasandur
77.25,10.5839,84,"245586959",1002,town,10000,Udumalapettai
76.601439,10.59395,85,"245586991",1003,village,10000,Nemmara
79.2515516,10.6296502,86,"245587128",1002,town,10000,Orathanadu
78.1147237,10.6818121,87,"245587226",1003,village,0,Gujiliyamparai
78.6123687,10.6863731,88,"245587229",1003,village,0,Alundur
78.1357037,10.7257994,89,"245587303",1003,village,0,Palaiyam
79.7418056,10.7666902,90,"245587450",1002,town,0,Kilvelur
79.1381497,10.7860267,91,"245587589",1001,city,223000,Thanjavur
78.8138944,10.877163,92,"245587903",1002,town,0,Lalgudi
78.3870288,10.8623981,93,"245587992",1004,hamlet,271,Pambanur
79.4809565,10.8552828,95,"245588416",1002,town,0,Kodavasal
77.219053,10.9066883,96,"245588426",1003,village,0,Kamanaickenpalayam
78.4419808,10.951573,97,"245588792",1002,town,0,Musiri
78.0807797,10.9596041,98,"245588836",1001,city,50000,Karur
79.3820861,10.9604108,99,"245588875",1001,city,140100,Kumbakonam
78.2194801,10.993744,100,"245589044",1003,village,0,Kattupputtur
77.2835582,10.9962313,101,"245589056",1002,town,0,Palladam
78.3354402,10.9891847,102,"245589070",1002,town,0,Thottiyam
76.9628425,11.0018115,103,"245589078",1001,city,1050000,Coimbatore
77.5607403,11.0060598,104,"245589089",1002,town,0,Kangeyam
78.8271564,11.0924117,105,"245589241",1003,village,5487,Padalur
76.5655168,11.0750604,106,"245589248",1003,village,0,Attappadi
76.7480411,11.1161249,107,"245589432",1003,village,0,Anaikatti
76.6547629,11.1057095,108,"245589479",1003,village,0,Agali
78.4496465,11.121255,109,"245589530",1002,town,0,Thathaiyangarpet
78.5957098,11.1518947,110,"245589607",1002,town,5000,Thuraiyur
79.0723203,11.1357708,111,"245589617",1002,town,25000,Ariyalur
79.6173398,11.2038428,112,"245589919",1003,village,0,Tiruvalaputtur
79.4668561,11.2057389,113,"245589936",1004,hamlet,0,Sengamedu
79.3648642,11.2119861,114,"245589987",1002,town,0,Jayankondam
78.8688353,11.2356695,115,"245590129",1002,town,10000,Perambalur
79.1771548,11.2538986,116,"245590422",1002,town,6727,Sendurai
78.2350768,11.2812016,117,"245590728",1002,town,0,Sendamangalam
78.9194375,11.3178099,118,"245591409",1003,village,3506,Valikandapuram
77.8949223,11.3786608,119,"245591866",1002,town,0,Tiruchengodu
79.1210712,11.402175,120,"245592033",1002,town,0,Tittakudi
79.2416716,11.4028109,121,"245592145",1002,town,10000,Pennadam
76.7030504,11.4126769,122,"245592179",1002,town,88430,Udhagamandalam
78.4858502,11.4422457,123,"245592565",1003,village,0,Thammampatti
77.6824386,11.4405993,124,"245592587",1002,town,10000,Bhavani
79.7090573,11.4436588,125,"245592805",1003,village,0,C.Mutlur
77.8704045,11.4760857,126,"245593029",1002,town,0,Sankagiri
78.7380844,11.4761379,127,"245593044",1002,town,5000,Veeraganur
79.7568983,11.4905673,128,"245593200",1002,town,25000,Parangipettai
78.6447079,11.499684,129,"245593619",1002,town,0,Gangavalli
78.0508039,11.531861,130,"245594398",1002,town,0,Attayampatti
76.4403012,11.5438458,131,"245594831",1003,village,0,Devarshola
77.5886003,11.575293,132,"245595343",1002,town,5000,Anthiyur
78.4992399,11.5708968,133,"245595358",1003,village,4075,Malliakarai
76.08281,11.610278,134,"245596484",1002,town,30000,Kalpetta
79.1809613,11.7140679,135,"245598131",1003,village,0,Elavanasur
78.9637131,11.7406259,136,"245598247",1002,town,500000,Kallakurichi
79.0733496,11.7417773,137,"245598263",1002,town,0,Thiyagadurgam
78.4131128,11.7069634,138,"245598290",1003,village,0,Belur
79.4433442,11.7758285,139,"245598414",1003,village,0,Viraperumanallur
77.7980929,11.7902463,140,"245598417",1002,town,50000,Mettur
77.2280824,11.7567214,141,"245598428",1004,hamlet,0,Gudiyur
78.2075392,11.7852074,142,"245598638",1002,town,0,Yercaud
79.4072467,11.794203,143,"245598649",1003,village,0,Madapattu
76.6916141,11.808496,144,"245598696",1002,town,10000,Gundlupet
75.8550205,11.8334589,145,"245598955",1003,village,5000,Periya
79.1406745,11.8500734,146,"245599213",1003,village,0,Kattu Idaiyar
78.9166118,11.8873761,147,"245599518",1002,town,0,Sankarapuram
75.3360729,11.9235602,148,"245599837",1003,village,10000,Azhikode
76.9393558,11.9238058,149,"245599932",1002,town,10000,Chamarajanagara
76.2420858,11.9457754,150,"245599938",1003,village,5000,Udbhuru
79.8306447,11.9340568,151,"245600130",1001,city,100000,Puducherry
79.0800907,11.9358336,152,"245600155",1004,hamlet,0,Madampoondi
75.2859957,11.9672848,153,"245601541",1003,village,5000,Mattul
79.0876281,12.0079588,154,"245601682",1003,village,0,Manalurpettai
75.3602841,12.0373542,155,"245601884",1002,town,1000,Taliparamba
76.9811798,12.0454904,156,"245601921",1003,village,0,Santemarahalli
75.5104585,12.0472242,157,"245601929",1002,town,0,Sreekandapuram
77.3017969,12.0870315,158,"245602267",1002,town,0,Hanur
77.0306546,12.0463301,159,"245602307",1002,town,5000,Yelanduru
78.8332594,12.1060143,160,"245602469",1003,village,0,Thanipadi
79.7459576,12.1058085,161,"245602481",1003,village,0,Kiliyanur
78.5904558,12.1020673,162,"245602518",1003,village,0,Theerthamalai
79.2454016,12.1102546,163,"245602559",1003,village,0,Vettavalam
75.1281569,12.250817,164,"245602596",1002,town,10000,Nileshwaram
79.445403,12.1133501,165,"245602640",1003,village,5000,Muttatur
76.9480955,12.1300386,166,"245602668",1003,village,5000,Muguru
76.6817502,12.1186851,167,"245602738",1002,town,10000,Nanjanagudu
77.0736938,12.11511,168,"245602893",1003,village,0,Agara
79.6185988,12.1275479,169,"245602905",1003,village,0,Mailam
77.1462209,12.1549751,170,"245603009",1003,village,0,Madhuvanahalli
77.1071726,12.1560966,171,"245603249",1002,town,5000,Kollegal
75.410246,12.2920711,172,"245603543",1003,village,0,Pulingom
76.554106,12.204282,173,"245603605",1003,village,0,Jayapura
79.0761989,12.2343228,174,"245603915",1002,town,145200,Tiruvannamalai
77.1469381,12.2418064,175,"245604206",1003,village,0,Sattegala
78.938281,12.2690856,176,"245605251",1003,village,0,Pachchal
78.7931408,12.3075866,177,"245605597",1002,town,5000,Chengam
77.965972,12.3096919,178,"245605799",1003,village,0,Belluranhalli
76.0988013,12.3372494,179,"245606031",1002,town,10000,Periyapatna
80.0037515,12.3521251,180,"245606122",1002,town,0,Cheyur
77.0589464,12.3864073,181,"245606282",1002,town,35000,Malavalli
79.5519376,12.401434,182,"245606389",1003,village,0,Thellar
79.8911841,12.4097743,183,"245606398",1003,village,0,Chittamur
75.8319972,12.4528955,184,"245606608",1003,village,0,Suntikoppa
75.2712507,12.4324673,185,"245606719",1003,village,0,Kallar
76.3836699,12.438561,186,"245606844",1002,town,10000,Krishnarajanagara
76.1017524,12.4705505,187,"245606987",1003,village,5000,Bettadapura
78.0323496,12.5136509,188,"245607252",1002,town,0,Rayakottai
75.3907575,12.5576644,189,"245607359",1002,town,18000,Sulya
77.0401745,12.5104177,190,"245607374",1003,village,0,Chikkarasinakere
77.2176977,12.5447299,191,"245607442",1003,village,0,Kodambahalli
76.2628551,12.5601566,192,"245607629",1002,town,7000,Saligrama
78.5797192,12.5643214,193,"245607635",1002,town,10000,Jolarpet
75.8466865,12.5971883,194,"245607925",1002,town,10000,Somwarpet
77.2176933,12.6045178,195,"245607953",1003,village,0,Honganuru
77.85467,12.6053305,196,"245608005",1002,town,0,Kelamangalam
76.4896194,12.6655205,197,"245608408",1002,town,20000,Krishnarajapete
77.2042594,12.6544559,198,"245608414",1002,town,60000,Channapattana
75.2129927,12.6532205,199,"245608524",1003,village,0,Nidpalli
75.6131771,12.6677868,200,"245608560",1002,town,0,Subramanya
78.6199879,12.6787174,201,"245608828",1002,town,90000,Vaniyambadi
75.2621193,12.6707801,202,"245608992",1003,village,0,Ariyadka
78.1944154,12.7017272,203,"245609115",1002,town,0,Vepanapalli
77.6993972,12.7086373,204,"245609200",1002,town,15000,Anekal
77.2804797,12.7252766,205,"245609255",1002,town,80000,Ramanagara
74.8555375,12.7853663,206,"245609576",1003,village,0,Someshwara
76.0623411,12.7627771,207,"245610023",1002,town,15000,Arkalgud
75.4643661,12.7424865,208,"245610040",1003,village,0,Kadaba
75.2018421,12.7632858,209,"245610069",1002,town,40000,Puttur
76.2431266,12.7852158,210,"245610098",1002,town,10000,Holenarasipura
74.8459375,12.8181202,211,"245610394",1002,town,5000,Ullal
77.9707402,12.8052213,212,"245610528",1003,village,0,Berikai
76.7542189,12.8196077,213,"245610557",1002,town,15000,Nagamangala
76.0644435,12.8238999,214,"245610999",1003,village,0,Gorur
77.7861352,12.8600866,215,"245612139",1002,town,0,Sarjapura
76.4870114,12.858127,216,"245612228",1002,town,9000,Shravanabelagola
75.4051349,12.8600733,217,"245612638",1003,village,0,Kokkada
74.8430082,12.8698101,218,"245612641",1001,city,500000,Mangaluru
76.576616,12.9498785,219,"245614086",1003,village,0,Hirisave
78.2731252,12.9545994,220,"245614133",1002,town,163643,Kolar Gold Fields
75.3813122,12.9519571,221,"245614706",1003,village,0,Dharmasthala
77.2242281,12.9567353,222,"245614962",1002,town,10000,Magadi
76.8614233,12.9767055,223,"245615795",1003,village,5000,Edeyuru
75.2825052,12.9903521,224,"245616106",1002,town,5000,Belthangadi
74.8801,12.9984,225,"245616376",1003,village,0,Yekkaru
77.9393648,13.0058697,226,"245616482",1002,town,5000,Maluru
78.3303624,13.0053979,227,"245616527",1002,town,0,Bethamangala
75.1443252,13.0122097,228,"245616714",1003,village,0,Venoor
79.8629479,13.0307499,229,"245617116",1003,village,0,Mappedu
79.8378442,13.0360459,230,"245617153",1003,village,0,Kondancheri
75.7232902,13.0584352,231,"245617183",1003,village,0,Hosahalli
77.244551,13.0719814,232,"245617420",1003,village,0,Soluru
74.9977469,13.0699218,233,"245617423",1002,town,25000,Moodabidri
74.7870474,13.0904094,234,"245617692",1002,town,10000,Mulki
79.6700892,13.0839782,235,"245617701",1002,town,10000,Arakkonam
76.7557088,13.0792918,236,"245617711",1003,village,0,Mayasandra
80.1026704,13.1194809,237,"245617971",1001,city,0,Avadi
75.7953947,13.1284096,238,"245618111",1003,village,0,Bellotte
76.3063432,13.1588838,239,"245618313",1003,village,5000,Gandasi
78.0043951,13.1382537,240,"245618402",1003,village,0,Narasapura
78.1337246,13.1367201,241,"245618507",1001,city,140000,Kolar
80.0374623,13.1399057,242,"245618543",1003,village,0,Mullai Nagar
76.6680675,13.1627196,243,"245618753",1002,town,15000,Turuvekere
77.0333844,13.1539112,244,"245618780",1003,village,5000,Hebburu
78.3927241,13.1660479,245,"245618783",1002,town,40000,Mulabagilu
74.8739662,13.1685901,246,"245618785",1003,village,0,Belman
75.8634851,13.1645671,247,"245618812",1002,town,0,Belur
77.883706,13.1654407,248,"245618826",1003,village,5000,Karappanahalli
75.0478833,13.1941048,249,"245619016",1003,village,0,Miyyaru
75.7084399,13.2664657,250,"245619063",1003,village,0,Vastare
74.9951861,13.2145414,251,"245619070",1002,town,10000,Karkala
79.0972819,13.2161224,252,"245619134",1001,city,160722,Chittoor
75.3582366,13.2322235,253,"245619208",1002,town,0,Kalasa
76.223402,13.2474129,254,"245619303",1003,village,0,Haranahalli
77.0925799,13.2929565,255,"245619340",1003,village,5000,Guluru
75.7334255,13.2275798,256,"245619369",1003,village,5000,Tirugana
75.4826707,13.2736671,257,"245619508",1003,village,0,Magundi
77.4215754,13.2888795,258,"245619518",1003,village,0,Doddabelavangala
76.6555124,13.3108237,259,"245619665",1003,village,5000,Kibbanahalli Cross
76.256849,13.3159809,260,"245619678",1002,town,10000,Arasikere
75.7738743,13.318014,261,"245619852",1001,city,118400,Chikkamagaluru
78.7252283,13.329978,262,"245619979",1003,village,0,Rayalapeta
78.2117487,13.340085,263,"245620044",1002,town,20000,Srinivaspur
79.4408239,13.3370832,264,"245620058",1002,town,0,Pallipattu
75.6971687,13.3265544,265,"245620080",1003,village,0,Joladalu
74.7473232,13.3419169,266,"245620117",1001,city,125300,Udupi
78.5730478,13.3640531,267,"245620290",1002,town,54746,Punganuru
77.8641332,13.3885218,268,"245620464",1002,town,10000,Sidlaghatta
74.903294,13.3845418,269,"245620500",1003,village,0,Perduru
76.1615079,13.409679,270,"245620642",1003,village,5000,Banavara
76.6202776,13.4190772,271,"245620767",1002,town,10000,Chikkanayakanahalli
79.4471769,13.4212003,272,"245620993",1003,village,12031,Karvetinagar
78.6904747,13.4336063,273,"245621225",1003,village,7026,Chowdepalle
79.9553361,13.4433561,274,"245621251",1003,village,11474,Satyavedu
75.7773611,13.4548098,275,"245621318",1003,village,0,Muttinapura
77.3511528,13.4692342,276,"245621565",1003,village,0,Dodda Saggere
75.920889,13.4331791,278,"245621695",1002,town,0,Sakharayapattana
74.991552,13.459429,279,"245621763",1002,town,0,Hebri
78.8107553,13.4743889,280,"245621833",1003,village,6323,Somala
75.0675281,13.4907662,281,"245621919",1003,village,0,Someshwara
74.711256,13.4977795,282,"245622058",1003,village,0,Saligrama
76.318222,13.5150883,283,"245622154",1003,village,0,Kanakatte
75.3017655,13.5205251,284,"245622198",1003,village,0,Hariharapura
75.8053752,13.5176157,285,"245622211",1003,village,0,Santaveri
77.2358911,13.5215422,286,"245622252",1002,town,15000,Koratagere
75.3633986,13.533207,287,"245622274",1002,town,0,Koppa
76.0142384,13.5527523,288,"245622545",1002,town,50000,Kaduru
77.9054207,13.556807,289,"245622612",1003,village,5000,Dibburahalli
74.863091,13.5790156,290,"245622994",1003,village,0,Halady
79.3166721,13.5842501,291,"245623159",1003,village,20299,Chandragiri
75.843819,13.5969321,292,"245623298",1003,village,0,Lingadahalli
75.5117301,13.6107959,293,"245623308",1002,town,10000,Narasimharajapura
77.5167805,13.6114523,294,"245623398",1002,town,30000,Gauribidanuru
74.8600862,13.6058955,295,"245623407",1003,village,0,Shankaranarayana
74.6915722,13.6250993,296,"245623778",1002,town,30000,Kundapura
79.1573261,13.6537614,297,"245624039",1002,town,0,Bhakarapet
77.2140882,13.6601789,298,"245624149",1002,town,50000,Madhugiri
76.7482018,13.6519034,299,"245624152",1003,village,0,Bukkapattana
76.4170728,13.6234131,300,"245624225",1003,village,5000,Shriramapura
77.7044291,13.6708525,301,"245624243",1003,village,10000,Gudibande
77.0667006,13.6756456,302,"245624266",1003,village,0,Badavanahalli
74.9123708,13.6628449,303,"245624371",1003,village,0,Siddapura
75.2463699,13.6901992,304,"245624404",1002,town,10000,Tirthahalli
79.5944497,13.6959335,305,"245624435",1003,village,3185,Yerpedu
75.8183561,13.7062309,306,"245624497",1002,town,35000,Tarikere
79.1320688,13.7058457,307,"245624561",1003,village,4295,Erravaripalem
77.3859542,13.7203304,308,"245624569",1003,village,0,Kodigenahalli
76.0013261,13.7247567,309,"245624596",1003,village,0,Ajjampura
74.9628494,13.6981946,310,"245624597",1003,village,0,Hosangadi
76.2607709,13.7343319,311,"245624615",1003,village,0,Kandadankere
76.0312718,13.8173269,312,"245624645",1003,village,0,Shivani
78.2079364,13.7128535,313,"245624651",1003,village,6443,Peddathippasamudram
76.5536231,13.7210306,314,"245624706",1003,village,0,Arashinagundi
77.9470078,13.7547824,315,"245624710",1003,village,0,Patapalya
74.805218,13.8029535,316,"245624736",1003,village,0,Jadkal
76.1873539,13.7810179,317,"245624737",1003,village,0,Niragunda
78.1564756,13.7644073,318,"245624753",1003,village,0,Kandukuru
77.7972379,13.7836611,319,"245624809",1002,town,15000,Bagepalli
78.7905113,13.7755254,320,"245624844",1003,village,5000,Mahal
76.2831034,13.7987759,321,"245624875",1002,town,25000,Hosadurga
79.784628,13.8167957,322,"245624967",1003,village,0,Palakuru
77.2006265,13.8323524,323,"245624977",1003,village,0,Midigesi
77.492635,13.8306127,324,"245625010",1002,town,151677,Hindupuram
78.4474294,13.8235252,325,"245625021",1003,village,8416,Thamballapalle
77.1017498,13.8421341,326,"245625097",1003,village,11020,Rolla
75.9365062,13.8716858,327,"245625103",1003,village,0,Kaggi
75.7037863,13.8502075,328,"245625138",1001,city,151100,Bhadravathi
78.6342436,13.8347162,329,"245625145",1003,village,0,Cherlopalle
79.5850251,13.8240398,330,"245625162",1003,village,0,Pallam
77.9310856,13.8586569,331,"245625205",1003,village,0,Tattannagaripalli
74.6270036,13.8662536,332,"245625219",1002,town,0,Bainduru
74.8137959,13.8634049,333,"245625243",1003,village,0,Kollur
80.1838159,13.864286,334,"245625258",1003,village,0,Nalagamula
76.0862187,13.8591172,335,"245625290",1003,village,0,Rangapura
76.5819678,13.88297,336,"245625312",1003,village,0,Uduvalli
75.0657952,13.916789,337,"245625411",1002,town,5000,Hosanagara
74.600754,13.9131173,338,"245625418",1003,village,5000,Shiroor
74.9517349,13.9072595,339,"245625421",1003,village,0,Hebbu
76.7871338,13.8928506,340,"245625431",1003,village,0,Hosuru
75.0328554,13.8236828,341,"245625454",1003,village,0,Nagara
75.574978,13.9326093,342,"245625473",1001,city,400000,Shivamogga
75.2724904,13.9242517,343,"245625491",1003,village,0,Kalluru
77.272588,13.9405457,344,"245625497",1002,town,21464,Madakasira
78.1950274,13.9197915,345,"245625551",1003,village,11908,Tannakallu
76.9804449,13.9348717,346,"245625557",1003,village,0,Baraguru
79.5809332,13.957582,347,"245625591",1002,town,52688,Venkatagiri
79.5994544,13.969634,348,"245625687",1003,village,0,Bangarupeta
74.5544089,13.9873619,349,"245625781",1002,town,32000,Bhatkal
75.4371898,14.0109821,350,"245625858",1003,village,5000,Ayanuru
74.5278223,14.0287378,351,"245625876",1003,village,0,Shirali
75.925,14.0252,352,"245625922",1002,town,5000,Channagiri
80.0160988,14.0911235,353,"245625936",1003,village,0,Vallipedu
75.400134,14.0546834,354,"245625996",1003,village,0,Kumsi
78.1866187,13.987277,355,"245626022",1003,village,8023,Nallacheruvu
75.6801772,14.0375849,356,"245626040",1003,village,0,Holaluru
77.9558441,14.0685959,357,"245626059",1003,village,0,Kondakamarla
74.4883354,14.0959549,358,"245626123",1002,town,0,Murdeshwar
76.5356708,14.0946288,359,"245626140",1003,village,5000,Aimangala
77.5966537,14.0846808,360,"245626213",1002,town,27382,Penukonda
77.4280974,14.0938141,361,"245626219",1003,village,10164,Roddam
78.2933106,14.0995739,362,"245626228",1003,village,0,Veparala
77.2804049,14.0994177,363,"245626253",1002,town,25000,Pavagada
76.6500806,14.1034422,364,"245626289",1003,village,5000,Eraballi
75.5265,14.1028957,365,"245626307",1003,village,0,Savalanga
79.0576,14.1172,366,"245626380",1003,village,5000,Srirangarajupuram
76.1414501,14.1271672,367,"245626401",1003,village,0,Chikkajajuru
76.9772283,14.1304273,368,"245626428",1003,village,11950,Amarapuram
78.8583243,14.1556575,369,"245626520",1003,village,8720,Veeraballe
79.8105458,14.155906,370,"245626529",1003,village,0,Chennuru – II
75.576148,14.1491131,371,"245626536",1003,village,5000,Nyamati
77.982391,14.141987,372,"245626548",1003,village,10944,Nallamada
75.0263852,14.1665017,373,"245626598",1002,town,50000,Sagara
76.0033586,14.1698888,374,"245626604",1002,town,0,Santebennur
79.7428313,14.177505,375,"245626607",1003,village,0,Saidapuram
79.3303182,14.1724053,376,"245626630",1003,village,8943,Chitvel
77.7671355,14.1870879,377,"245626649",1003,village,14564,Kothacheruvu
74.4760608,14.1912103,378,"245626656",1003,village,5000,Manki
78.6501989,14.2098754,379,"245626737",1003,village,5000,Konapeta
74.911064,14.2148828,380,"245626754",1002,town,5000,Talaguppa
75.6457434,14.2389785,381,"245626796",1002,town,10000,Honnali
75.8859901,14.2495518,382,"245626808",1003,village,0,Tyavanige
74.6532531,14.2433775,383,"245626818",1003,village,5000,Gerusoppa
74.4494106,14.2436885,384,"245626837",1003,village,0,Kasarakod
79.1079557,14.2704112,385,"245626858",1003,village,5481,Nandaluru
78.1991642,14.2673064,386,"245626903",1003,village,0,Raddivaripalli
76.8822367,14.2583426,387,"245626905",1003,village,5000,Parasurampura
75.3587796,14.2639661,388,"245626938",1002,town,15000,Shikaripura
75.109001,14.2716118,389,"245626950",1003,village,0,Ulavi
74.4446716,14.2810827,390,"245626969",1002,town,17000,Honnavar
77.173969,14.2808425,391,"245626970",1003,village,0,Yallappa Nayakana Hosakote
77.033177,14.2926382,392,"245627005",1003,village,11516,Kundurpi
77.497067,14.3055805,393,"245627009",1003,village,3778,Ramagiri
80.0955377,14.2901515,394,"245627017",1003,village,14333,Muttukuru
74.4236866,14.3419135,395,"245627040",1003,village,0,Haladipura
76.6521533,14.3167885,396,"245627089",1002,town,50000,Challakere
74.8924253,14.3409562,397,"245627131",1002,town,15000,Siddapura
74.7978983,14.3603464,398,"245627138",1003,village,0,Bilagi
74.9911155,14.3166038,399,"245627150",1003,village,0,Suntikoppa
75.7384255,14.3533447,400,"245627153",1002,town,5000,Malebennuru
76.1910867,14.3716034,401,"245627163",1003,village,0,Bharamasagara
74.6965356,14.3674324,402,"245627177",1003,village,0,Dodmane
75.8906875,14.3636422,403,"245627189",1003,village,0,Hadadi
74.436094,14.3608573,404,"245627198",1003,village,5000,Navilagona
76.4388304,14.3996758,405,"245627216",1003,village,0,Turuvanuru
79.7331088,14.3844172,406,"245627220",1003,village,16662,Podalakur
75.2487921,14.381916,407,"245627232",1002,town,15000,Siralkoppa
79.5730696,14.4094616,408,"245627271",1003,village,0,Dachuru ( Kotta Dachuru )
77.7208432,14.4138405,409,"245627273",1002,town,121874,Dharmavaram
76.0436527,14.3948798,410,"245627300",1003,village,0,Anagodu
74.4688786,14.3920896,411,"245627304",1003,village,0,Mallapura
74.4117058,14.4271622,412,"245627362",1002,town,30000,Kumta
80.16498,14.5069873,413,"245627371",1003,village,0,Mypadu
75.6195158,14.4122402,414,"245627374",1003,village,7500,Tumminakatti
74.5799483,14.4260834,415,"245627391",1003,village,0,Santeguli
76.6801988,14.4489871,416,"245627451",1003,village,0,Talaku
76.5441933,14.4687876,417,"245627474",1003,village,5000,Nayakanahatti
75.392949,14.4551224,418,"245627504",1003,village,5000,Hirekeruru
78.9634519,14.4682526,419,"245627570",1003,village,4787,Siddavatam
76.080088,14.4809644,420,"245627576",1003,village,0,Anaji
74.4249588,14.4910008,421,"245627634",1003,village,5000,Mirjana
74.8673105,14.4877412,422,"245627643",1003,village,0,Tyagali
76.9815981,14.4480961,423,"245627694",1003,village,4751,Setturu
77.3251092,14.4927566,424,"245627699",1003,village,0,Nuthimadugu
76.1597766,14.4934249,425,"245627710",1003,village,0,Bilichodu
79.4093017,14.5104773,426,"245627780",1003,village,10437,Kaluvaya
79.9868404,14.5036085,427,"245627782",1003,village,32082,Kovur
75.809288,14.5116874,428,"245627800",1002,town,75000,Harihara
75.4470424,14.516707,429,"245627859",1003,village,0,Koda
74.6696886,14.5704186,430,"245627915",1003,village,5000,Manjaguni
77.1119702,14.5517958,431,"245627947",1002,town,32328,Kalyandurgam
