"X","Y","fid","osm_id","code","fclass","population","name"
"77.4215754","13.2888795","258","245619518","1003","village","0","Doddabelavangala"
"76.6555124","13.3108237","259","245619665","1003","village","5000","Kibbanahalli Cross"
"76.256849","13.3159809","260","245619678","1002","town","10000","Arasikere"
"75.7738743","13.318014","261","245619852","1001","city","118400","Chikkamagaluru"
"78.2117487","13.340085","263","245620044","1002","town","20000","Srinivaspur"
"75.6971687","13.3265544","265","245620080","1003","village","0","Joladalu"
"74.7473232","13.3419169","266","245620117","1001","city","125300","Udupi"
"78.5730478","13.3640531","267","245620290","1002","town","54746","Punganuru"
"77.8641332","13.3885218","268","245620464","1002","town","10000","Sidlaghatta"
"74.903294","13.3845418","269","245620500","1003","village","0","Perduru"
"76.1615079","13.409679","270","245620642","1003","village","5000","Banavara"
"76.6202776","13.4190772","271","245620767","1002","town","10000","Chikkanayakanahalli"
"78.6904747","13.4336063","273","245621225","1003","village","7026","Chowdepalle"
"75.7773611","13.4548098","275","245621318","1003","village","0","Muttinapura"
"77.3511528","13.4692342","276","245621565","1003","village","0","Dodda Saggere"
"75.920889","13.4331791","278","245621695","1002","town","0","Sakharayapattana"
"74.991552","13.459429","279","245621763","1002","town","0","Hebri"
"75.0675281","13.4907662","281","245621919","1003","village","0","Someshwara"
"74.711256","13.4977795","282","245622058","1003","village","0","Saligrama"
"76.318222","13.5150883","283","245622154","1003","village","0","Kanakatte"
"75.3017655","13.5205251","284","245622198","1003","village","0","Hariharapura"
"75.8053752","13.5176157","285","245622211","1003","village","0","Santaveri"
"77.2358911","13.5215422","286","245622252","1002","town","15000","Koratagere"
"75.3633986","13.533207","287","245622274","1002","town","0","Koppa"
"76.0142384","13.5527523","288","245622545","1002","town","50000","Kaduru"
"77.9054207","13.556807","289","245622612","1003","village","5000","Dibburahalli"
"74.863091","13.5790156","290","245622994","1003","village","0","Halady"
"75.843819","13.5969321","292","245623298","1003","village","0","Lingadahalli"
"75.5117301","13.6107959","293","245623308","1002","town","10000","Narasimharajapura"
"77.5167805","13.6114523","294","245623398","1002","town","30000","Gauribidanuru"
"74.8600862","13.6058955","295","245623407","1003","village","0","Shankaranarayana"
"74.6915722","13.6250993","296","245623778","1002","town","30000","Kundapura"
"77.2140882","13.6601789","298","245624149","1002","town","50000","Madhugiri"
"76.7482018","13.6519034","299","245624152","1003","village","0","Bukkapattana"
"76.4170728","13.6234131","300","245624225","1003","village","5000","Shriramapura"
"77.7044291","13.6708525","301","245624243","1003","village","10000","Gudibande"
"77.0667006","13.6756456","302","245624266","1003","village","0","Badavanahalli"
"74.9123708","13.6628449","303","245624371","1003","village","0","Siddapura"
"75.2463699","13.6901992","304","245624404","1002","town","10000","Tirthahalli"
"75.8183561","13.7062309","306","245624497","1002","town","35000","Tarikere"
"77.3859542","13.7203304","308","245624569","1003","village","0","Kodigenahalli"
"76.0013261","13.7247567","309","245624596","1003","village","0","Ajjampura"
"74.9628494","13.6981946","310","245624597","1003","village","0","Hosangadi"
"76.2607709","13.7343319","311","245624615","1003","village","0","Kandadankere"
"76.0312718","13.8173269","312","245624645","1003","village","0","Shivani"
"78.2079364","13.7128535","313","245624651","1003","village","6443","Peddathippasamudram"
"76.5536231","13.7210306","314","245624706","1003","village","0","Arashinagundi"
"77.9470078","13.7547824","315","245624710","1003","village","0","Patapalya"
"74.805218","13.8029535","316","245624736","1003","village","0","Jadkal"
"76.1873539","13.7810179","317","245624737","1003","village","0","Niragunda"
"78.1564756","13.7644073","318","245624753","1003","village","0","Kandukuru"
"77.7972379","13.7836611","319","245624809","1002","town","15000","Bagepalli"
"76.2831034","13.7987759","321","245624875","1002","town","25000","Hosadurga"
"77.2006265","13.8323524","323","245624977","1003","village","0","Midigesi"
"77.492635","13.8306127","324","245625010","1002","town","151677","Hindupuram"
"78.4474294","13.8235252","325","245625021","1003","village","8416","Thamballapalle"
"77.1017498","13.8421341","326","245625097","1003","village","11020","Rolla"
"75.9365062","13.8716858","327","245625103","1003","village","0","Kaggi"
"75.7037863","13.8502075","328","245625138","1001","city","151100","Bhadravathi"
"78.6342436","13.8347162","329","245625145","1003","village","0","Cherlopalle"
"77.9310856","13.8586569","331","245625205","1003","village","0","Tattannagaripalli"
"74.6270036","13.8662536","332","245625219","1002","town","0","Bainduru"
"74.8137959","13.8634049","333","245625243","1003","village","0","Kollur"
"76.0862187","13.8591172","335","245625290","1003","village","0","Rangapura"
"76.5819678","13.88297","336","245625312","1003","village","0","Uduvalli"
"75.0657952","13.916789","337","245625411","1002","town","5000","Hosanagara"
"74.600754","13.9131173","338","245625418","1003","village","5000","Shiroor"
"74.9517349","13.9072595","339","245625421","1003","village","0","Hebbu"
"76.7871338","13.8928506","340","245625431","1003","village","0","Hosuru"
"75.0328554","13.8236828","341","245625454","1003","village","0","Nagara"
"75.574978","13.9326093","342","245625473","1001","city","400000","Shivamogga"
"75.2724904","13.9242517","343","245625491","1003","village","0","Kalluru"
"77.272588","13.9405457","344","245625497","1002","town","21464","Madakasira"
"78.1950274","13.9197915","345","245625551","1003","village","11908","Tannakallu"
"76.9804449","13.9348717","346","245625557","1003","village","0","Baraguru"
"74.5544089","13.9873619","349","245625781","1002","town","32000","Bhatkal"
"75.4371898","14.0109821","350","245625858","1003","village","5000","Ayanuru"
"74.5278223","14.0287378","351","245625876","1003","village","0","Shirali"
"75.925","14.0252","352","245625922","1002","town","5000","Channagiri"
"75.400134","14.0546834","354","245625996","1003","village","0","Kumsi"
"78.1866187","13.987277","355","245626022","1003","village","8023","Nallacheruvu"
"75.6801772","14.0375849","356","245626040","1003","village","0","Holaluru"
"77.9558441","14.0685959","357","245626059","1003","village","0","Kondakamarla"
"74.4883354","14.0959549","358","245626123","1002","town","0","Murdeshwar"
"76.5356708","14.0946288","359","245626140","1003","village","5000","Aimangala"
"77.5966537","14.0846808","360","245626213","1002","town","27382","Penukonda"
"77.4280974","14.0938141","361","245626219","1003","village","10164","Roddam"
"78.2933106","14.0995739","362","245626228","1003","village","0","Veparala"
"77.2804049","14.0994177","363","245626253","1002","town","25000","Pavagada"
"76.6500806","14.1034422","364","245626289","1003","village","5000","Eraballi"
"75.5265","14.1028957","365","245626307","1003","village","0","Savalanga"
"76.1414501","14.1271672","367","245626401","1003","village","0","Chikkajajuru"
"76.9772283","14.1304273","368","245626428","1003","village","11950","Amarapuram"
"75.576148","14.1491131","371","245626536","1003","village","5000","Nyamati"
"77.982391","14.141987","372","245626548","1003","village","10944","Nallamada"
"75.0263852","14.1665017","373","245626598","1002","town","50000","Sagara"
"76.0033586","14.1698888","374","245626604","1002","town","0","Santebennur"
"77.7671355","14.1870879","377","245626649","1003","village","14564","Kothacheruvu"
"74.4760608","14.1912103","378","245626656","1003","village","5000","Manki"
"78.6501989","14.2098754","379","245626737","1003","village","5000","Konapeta"
"74.911064","14.2148828","380","245626754","1002","town","5000","Talaguppa"
"75.6457434","14.2389785","381","245626796","1002","town","10000","Honnali"
"75.8859901","14.2495518","382","245626808","1003","village","0","Tyavanige"
"74.6532531","14.2433775","383","245626818","1003","village","5000","Gerusoppa"
"74.4494106","14.2436885","384","245626837","1003","village","0","Kasarakod"
"78.1991642","14.2673064","386","245626903","1003","village","0","Raddivaripalli"
"76.8822367","14.2583426","387","245626905","1003","village","5000","Parasurampura"
"75.3587796","14.2639661","388","245626938","1002","town","15000","Shikaripura"
"75.109001","14.2716118","389","245626950","1003","village","0","Ulavi"
"74.4446716","14.2810827","390","245626969","1002","town","17000","Honnavar"
"77.173969","14.2808425","391","245626970","1003","village","0","Yallappa Nayakana Hosakote"
"77.033177","14.2926382","392","245627005","1003","village","11516","Kundurpi"
"77.497067","14.3055805","393","245627009","1003","village","3778","Ramagiri"
"74.4236866","14.3419135","395","245627040","1003","village","0","Haladipura"
"76.6521533","14.3167885","396","245627089","1002","town","50000","Challakere"
"74.8924253","14.3409562","397","245627131","1002","town","15000","Siddapura"
"74.7978983","14.3603464","398","245627138","1003","village","0","Bilagi"
"74.9911155","14.3166038","399","245627150","1003","village","0","Suntikoppa"
"75.7384255","14.3533447","400","245627153","1002","town","5000","Malebennuru"
"76.1910867","14.3716034","401","245627163","1003","village","0","Bharamasagara"
"74.6965356","14.3674324","402","245627177","1003","village","0","Dodmane"
"75.8906875","14.3636422","403","245627189","1003","village","0","Hadadi"
"74.436094","14.3608573","404","245627198","1003","village","5000","Navilagona"
"76.4388304","14.3996758","405","245627216","1003","village","0","Turuvanuru"
"75.2487921","14.381916","407","245627232","1002","town","15000","Siralkoppa"
"77.7208432","14.4138405","409","245627273","1002","town","121874","Dharmavaram"
"76.0436527","14.3948798","410","245627300","1003","village","0","Anagodu"
"74.4688786","14.3920896","411","245627304","1003","village","0","Mallapura"
"74.4117058","14.4271622","412","245627362","1002","town","30000","Kumta"
"75.6195158","14.4122402","414","245627374","1003","village","7500","Tumminakatti"
"74.5799483","14.4260834","415","245627391","1003","village","0","Santeguli"
"76.6801988","14.4489871","416","245627451","1003","village","0","Talaku"
"76.5441933","14.4687876","417","245627474","1003","village","5000","Nayakanahatti"
"75.392949","14.4551224","418","245627504","1003","village","5000","Hirekeruru"
"76.080088","14.4809644","420","245627576","1003","village","0","Anaji"
"74.4249588","14.4910008","421","245627634","1003","village","5000","Mirjana"
"74.8673105","14.4877412","422","245627643","1003","village","0","Tyagali"
"76.9815981","14.4480961","423","245627694","1003","village","4751","Setturu"
"77.3251092","14.4927566","424","245627699","1003","village","0","Nuthimadugu"
"76.1597766","14.4934249","425","245627710","1003","village","0","Bilichodu"
"75.809288","14.5116874","428","245627800","1002","town","75000","Harihara"
"75.4470424","14.516707","429","245627859","1003","village","0","Koda"
"74.6696886","14.5704186","430","245627915","1003","village","5000","Manjaguni"
"77.1119702","14.5517958","431","245627947","1002","town","32328","Kalyandurgam"
"74.7381585","14.5469092","432","245627960","1003","village","0","Ammenalli"
"75.1528978","14.5639826","433","245628011","1003","village","0","Anavatti"
"74.3184418","14.5439629","435","245628061","1002","town","0","Gokarna"
"75.3687","14.5691","436","245628081","1003","village","5000","Havasbhavi"
"74.9476554","14.5958447","437","245628083","1003","village","5000","Sugavi"
"78.6704194","14.5962938","438","245628114","1002","town","20623","Kamalapuram"
"74.3740459","14.5783382","439","245628118","1003","village","0","Madanageri"
"77.1164883","14.6071361","440","245628290","1003","village","0","Chapiri"
"74.8388611","14.6192362","441","245628312","1002","town","62882","Sirsi"
"75.6341529","14.6165795","442","245628328","1001","city","106400","Ranebennur"
"76.4675766","14.6481972","443","245628371","1003","village","5000","Hosahalli"
"77.3577024","14.6466261","444","245628387","1003","village","10633","Atmakuru ( ATP )"
"75.8921504","14.6525936","445","245628392","1003","village","5000","Teligi"
"74.3996029","14.6707475","446","245628428","1003","village","0","Agasura"
"75.4858218","14.6719843","447","245628453","1002","town","25000","Byadagi"
"75.0488747","14.6909514","448","245628492","1003","village","5000","Katrikoppa"
"74.3047846","14.6599889","449","245628518","1002","town","10000","Ankola"
"74.7618551","14.6945452","450","245628533","1003","village","0","Hulekal"
"74.9151973","14.6974183","451","245628541","1003","village","0","Yekkambi"
"77.1341196","14.7178094","452","245628596","1003","village","7457","Beluguppa"
"75.1675785","14.7276739","453","245628631","1003","village","0","Akki Alura"
"76.7039857","14.7383723","455","245628684","1003","village","5000","Hanagal"
"75.819423","14.7315797","456","245628700","1003","village","0","Kunchuru"
"74.2853179","14.725705","458","245628736","1003","village","0","Avarsa"
"75.988032","14.7880219","459","245628928","1002","town","45000","Harapanahalli"
"75.2193825","14.7597143","460","245628937","1003","village","5000","Balimbida"
"75.1244336","14.7653513","461","245628970","1002","town","25000","Hanagalla"
"75.3996731","14.7874825","462","245628997","1002","town","50000","Haveri"
"75.7129552","14.8404105","464","245629031","1003","village","0","Holalu"
"77.077992","14.8057843","465","245629043","1003","village","19731","Kanekallu"
"74.124273","14.782508","466","245629047","1003","village","0","Binaga"
"75.4680102","14.8192806","467","245629062","1003","village","0","Agadi"
"76.627009","14.8312256","468","245629100","1003","village","0","Gudekote"
"74.618544","14.8231331","469","245629125","1003","village","0","Gullapura"
"75.5621652","14.8290746","470","245629188","1003","village","0","Basapura"
"74.4882261","14.8193744","471","245629197","1003","village","200","Bare"
"76.2252832","14.8243692","472","245629201","1002","town","22000","Kotturu"
"74.1323413","14.812189","474","245629232","1002","town","60000","Karwar"
"76.8944959","14.8036314","476","245629296","1003","village","0","Muradi"
"74.8164788","14.8570683","478","245629429","1003","village","0","Manchikeri"
"74.1349148","14.8539913","479","245629436","1003","village","0","Sadashivagada"
"77.8748701","14.8493597","480","245629452","1003","village","0","Muchukota"
"76.7822541","14.8812342","483","245629527","1002","town","5000","Ramapura"
"74.3037971","14.9038585","484","245629589","1003","village","5000","Gotegali"
"74.6697914","14.9306324","485","245629592","1003","village","200","Idagundi"
"75.2639298","14.9217443","486","245629640","1002","town","20000","Bankapura"
"75.8319224","14.9257704","487","245629694","1003","village","0","Hirehadagalli"
"77.2577907","14.9467802","488","245629715","1003","village","35565","Uravakonda"
"76.0920437","14.9515483","489","245629778","1003","village","5000","Itagi"
"74.7120788","14.9634438","490","245629805","1002","town","12000","Yellapura"
"75.0413079","14.9715262","491","245629822","1002","town","5000","Mundgod"
"76.4528158","14.9906945","492","245629836","1003","village","0","Bandri"
"78.5891171","14.9645072","493","245629838","1003","village","21289","Chagalamarri"
"75.3360801","14.9742418","494","245629844","1002","town","10000","Savanuru"
"77.1476913","14.973398","495","245629845","1003","village","5000","Palthur"
"76.6118302","14.9722834","497","245629853","1003","village","0","Swamihalli"
"75.2234815","14.9899007","498","245629877","1002","town","25000","Shiggaon"
"75.9318973","15.020624","501","245629932","1002","town","10000","Huvina Hadagali"
"75.404264","15.0367726","502","245629937","1003","village","0","Yalavigi"
"75.1432213","15.0273861","503","245629940","1003","village","0","Dhundshi"
"77.3834946","15.0291289","504","245629941","1003","village","7925","Vajrakarur"
"76.4980548","15.0440557","505","245629958","1003","village","0","Yeshwantanagara"
"76.8495999","15.0317282","506","245629960","1003","village","5000","Obulapuram"
"78.5967189","15.0394277","507","245629969","1003","village","0","Muthyalapadu"
"76.2117626","15.0468189","508","245629980","1002","town","10000","Hagaribommanahalli"
"74.8466728","15.0565922","509","245629994","1003","village","5000","Kiravatti"
"77.1818483","15.0590897","510","245629995","1003","village","8763","Vidapanakallu"
"76.3484162","15.0749176","511","245630038","1003","village","5000","Chilakanahatti"
"76.0039508","15.0345275","512","245630045","1003","village","0","Holagundi"
"75.6461298","15.0815607","514","245630066","1003","village","0","Belahatti"
"74.9900648","15.1079912","516","245630237","1003","village","0","Yalavadhala"
"77.2459296","15.1178888","517","245630251","1003","village","5000","Gadekal"
"76.0352346","15.1207139","518","245630270","1003","village","0","Hampasagara"
"75.1256015","15.1259806","519","245630297","1003","village","5000","Tadas"
"75.472885","15.1248456","520","245630301","1002","town","35000","Lakshmeshvara"
"74.9271302","15.1390471","521","245630396","1003","village","0","Devikoppa"
"77.3769363","15.1613581","523","245630496","1002","town","126270","Guntakal"
"74.9718465","15.1818921","525","245630640","1002","town","15000","Kalaghatagi"
"74.7596196","15.1559509","528","245630683","1003","village","0","Bhagavati"
"76.6780987","15.1959663","529","245630722","1003","village","0","Toranagallu"
"76.7584514","15.1968735","530","245630745","1003","village","5000","Kudatini"
"75.8840183","15.2051817","531","245630791","1002","town","25000","Mundaragi"
"75.5116545","15.2172778","533","245630838","1003","village","0","Magadi"
"75.5791999","15.234576","535","245630859","1002","town","18000","Shirahatti"
"77.1563638","15.2391896","536","245630877","1003","village","0","Chinthakunta"
"74.7609795","15.2438335","537","245630896","1003","village","0","Sambrani"
"77.4159067","15.2492521","538","245630904","1003","village","15328","Maddikera"
"75.2478662","15.2565128","539","245630941","1002","town","7000","Kundagola"
"77.2873004","15.2624476","540","245630945","1003","village","0","Beldona"
"78.6043438","15.2423172","542","245631027","1003","village","8740","Rudravaram"
"75.5225438","15.2817244","543","245631033","1003","village","0","Mulagunda"
"75.0101072","15.3177061","544","245631061","1003","village","0","Dhummawada"
"75.7739126","15.2962765","545","245631139","1003","village","0","Dambala"
"76.4756219","15.3044681","546","245631144","1002","town","0","Kamalapura"
"77.5439063","15.3133538","547","245631145","1003","village","6847","Tuggali"
"77.1261982","15.2687501","548","245631150","1003","village","5000","Gonahalu"
"77.9460491","15.3151959","549","245631153","1003","village","5000","Munimadugu"
"78.5344897","15.3211685","550","245631185","1003","village","18478","Sirvel"
"74.7646665","15.3299733","552","245631205","1002","town","20000","Haliyal"
"78.5230285","15.3523636","555","245631279","1003","village","0","Govindpalle"
"77.3305234","15.3565737","556","245631472","1003","village","0","Molagavalli"
"78.61853","15.4053","559","245631706","1003","village","5000","Gajulapalle"
"76.604451","15.4061695","560","245631741","1002","town","35000","Kampli"
"75.6376639","15.4221812","562","245631838","1002","town","100000","Gadag-Betageri"
"75.4333351","15.4260116","563","245631851","1002","town","25000","Annigeri"
"76.5319723","15.4308872","564","245631922","1002","town","0","Gangavathi"
"76.8359863","15.4380202","565","245631931","1003","village","0","Sirigeri"
"75.0066516","15.4540505","567","245631974","1001","city","100000","Dharwad"
"76.7906885","15.4543765","568","245632030","1003","village","0","Muddatanuru"
"74.9655503","15.4591502","571","245632056","1003","village","0","Kelageri"
"78.4806592","15.4736293","572","245632119","1002","town","200516","Nandyal"
"77.0462224","15.4884707","573","245632123","1003","village","14593","Holagunda"
"75.7301924","15.4569175","574","245632126","1003","village","0","Kanaginahala"
"75.9934934","15.4902753","575","245632132","1002","town","25000","Kuknoor"
"76.6030694","15.5006427","576","245632190","1003","village","5000","Shriramanagara"
"76.8772225","15.5337852","577","245632231","1002","town","25000","Tekkalakote"
"76.1474562","15.5174526","578","245632244","1003","village","0","Mangaluru"
"75.3538481","15.5582208","580","245632331","1002","town","20000","Navalgund"
"74.6537456","15.5659556","581","245632361","1003","village","5000","Bidi"
"78.000657","15.5726482","582","245632363","1003","village","0","Ramallakota"
"74.9312943","15.5752639","583","245632367","1003","village","0","Garag"
"76.4189879","15.5696792","584","245632375","1002","town","0","Kanakagiri"
"75.8078454","15.5736978","585","245632380","1002","town","15000","Naregalla"
"74.569272","15.576672","587","245632402","1003","village","5000","Nandagada"
"75.7551897","15.5863781","588","245632412","1003","village","0","Abbigeri"
"75.157492","15.5830019","589","245632417","1003","village","0","Morab"
"74.7878902","15.5993334","590","245632442","1002","town","10000","Kitturu"
"77.2723701","15.6261417","591","245632505","1002","town","184625","Adoni"
"76.0127786","15.6152511","592","245632509","1002","town","10000","Yelburga"
"76.9789873","15.6288893","593","245632536","1003","village","0","Raravi"
"76.8937407","15.6345569","594","245632575","1002","town","45000","Siruguppa"
"77.1411662","15.6263639","596","245632577","1003","village","0","Santhekudlur"
"77.8918964","15.6322402","597","245632591","1003","village","0","Laddagiri"
"76.8313099","15.6646271","600","245632624","1003","village","0","Salagunda"
"74.962637","15.6748405","601","245632635","1003","village","0","Doddavada"
"74.2208598","15.698217","602","245632681","1003","village","0","Kanakumbi"
"75.7349912","15.6996944","603","245632682","1002","town","15000","Ron"
"78.0859222","15.7188523","604","245632727","1003","village","0","Nannur"
"75.3846247","15.7220381","605","245632742","1002","town","30000","Naragunda"
"75.2412231","15.6810909","606","245632750","1003","village","0","Hanchinala"
"77.2378609","15.7305669","609","245632769","1003","village","5000","Kuppagal"
"75.9644618","15.7322026","610","245632803","1002","town","25000","Gajendragad"
"76.190682","15.7571579","611","245632883","1002","town","10000","Kushtagi"
"75.8672062","15.7323276","612","245632886","1003","village","0","Sudi"
"76.5976263","15.7620689","613","245632887","1002","town","5000","Turavihala"
"76.4036608","15.7671121","614","245632893","1003","village","5000","Tavaragera"
"77.4819037","15.7680956","615","245632931","1002","town","95149","Emmiganuru"
"75.1174834","15.7671818","616","245632940","1002","town","38000","Savadatti"
"74.6451343","15.7757497","617","245632947","1003","village","5000","Hirebagevadi"
"76.7549926","15.7685584","618","245632954","1002","town","60000","Sindhanur"
"75.0239822","15.7466879","619","245632967","1003","village","0","Asundi"
"76.9908108","15.7902309","621","245633020","1003","village","0","Hachcholli"
"75.2671147","15.79084","622","245633027","1003","village","0","Haralakatti"
"74.8568692","15.816422","623","245633115","1002","town","40000","Bailahongala"
"77.4236981","15.9413643","624","245633221","1003","village","5000","Mantralayam"
"75.1201998","15.8537336","625","245633278","1002","town","0","Munavalli"
"75.7527795","15.8475579","626","245633293","1003","village","0","Belur"
"78.27","15.8562","627","245633356","1002","town","10000","Nandikotkur"
"76.2063802","15.8635338","628","245633400","1003","village","5000","Dotihala"
"77.3558606","15.9349984","629","245633419","1003","village","5000","Madhavaram"
"74.9310127","15.8910179","630","245633538","1002","town","0","Muragod"
"76.6133845","15.8650187","631","245633544","1003","village","0","Gudagaladinni"
"77.1232426","15.8852218","632","245633560","1003","village","0","Halvi"
"76.8141525","15.8663913","633","245633597","1003","village","0","Jawalagera"
"74.7757344","15.9078573","635","245633632","1003","village","0","Nesaragi"
