village_id,village_name,taluk_id,taluk_name,district_id,district_name
598864,Niralkeri,5447,Bagalkot,524,Bagalkote
598819,Rampur,5447,Bagalkot,524,Bagalkote
598793,Salagundi,5447,Bagalkot,524,Bagalkote
598851,Sangapur,5447,Bagalkot,524,Bagalkote
598824,Sangondi,5447,Bagalkot,524,Bagalkote
598772,Sharadal,5447,Bagalkot,524,Bagalkote
598791,Sidnal,5447,Bagalkot,524,Bagalkote
598861,Sigikeri,5447,Bagalkot,524,Bagalkote
598797,Simikeri,5447,Bagalkot,524,Bagalkote
598788,Sindagi,5447,Bagalkot,524,Bagalkote
598822,Siraguppi,5447,Bagalkot,524,Bagalkote
598865,Sirur,5447,Bagalkot,524,Bagalkote
598818,Sitimani,5447,Bagalkot,524,Bagalkote
598779,Sokanadgi,5447,Bagalkot,524,Bagalkote
598785,Sorakopp,5447,Bagalkot,524,Bagalkote
598835,Sutagundar,5447,Bagalkot,524,Bagalkote
598804,Talagihal,5447,Bagalkot,524,Bagalkote
598820,Timmapur,5447,Bagalkot,524,Bagalkote
598798,Tulasigeri,5447,Bagalkot,524,Bagalkote
598771,Udagatti,5447,Bagalkot,524,Bagalkote
598794,Veerapur,5447,Bagalkot,524,Bagalkote
598781,Yadahalli,5447,Bagalkot,524,Bagalkote
598790,Yankachi,5447,Bagalkot,524,Bagalkote
598510,Algundi,5444,Bilgi,524,Bagalkote
598473,Amalzari,5444,Bilgi,524,Bagalkote
598541,Anagawadi,5444,Bilgi,524,Bagalkote
598515,Arakeri,5444,Bilgi,524,Bagalkote
598502,Badagandi,5444,Bilgi,524,Bagalkote
598530,Badardinni,5444,Bilgi,524,Bagalkote
598490,Badgi,5444,Bilgi,524,Bagalkote
598494,Ballur,5444,Bilgi,524,Bagalkote
598538,Bavalatti,5444,Bilgi,524,Bagalkote
598524,Beerkabbi,5444,Bilgi,524,Bagalkote
598499,Bilgi (Rural),5444,Bilgi,524,Bagalkote
598483,Bisnal,5444,Bilgi,524,Bagalkote
598540,Budhihal(S.H),5444,Bilgi,524,Bagalkote
598482,Budihal(S.G.),5444,Bilgi,524,Bagalkote
598477,Chickhanchinal,5444,Bilgi,524,Bagalkote
598527,Chicksangam,5444,Bilgi,524,Bagalkote
598509,Chinvalkoppa Pu.K,5444,Bilgi,524,Bagalkote
598476,Chowdapur,5444,Bilgi,524,Bagalkote
598535,Dattapura,5444,Bilgi,524,Bagalkote
598516,Durgapura,5444,Bilgi,524,Bagalkote
598474,Galagali,5444,Bilgi,524,Bagalkote
598491,Girgaon,5444,Bilgi,524,Bagalkote
598520,Girisagar,5444,Bilgi,524,Bagalkote
598508,Godihal Pu.K,5444,Bilgi,524,Bagalkote
598492,Gudadinni,5444,Bilgi,524,Bagalkote
598481,Gulbal,5444,Bilgi,524,Bagalkote
598505,Gundanapalli Pu.K,5444,Bilgi,524,Bagalkote
598523,Hadarihal,5444,Bilgi,524,Bagalkote
598493,Hanchinal(Inam),5444,Bilgi,524,Bagalkote
598506,Heggur,5444,Bilgi,524,Bagalkote
598532,Herkal,5444,Bilgi,524,Bagalkote
598529,Honnihal,5444,Bilgi,524,Bagalkote
598497,Hosa Dhavaleshwar,5444,Bilgi,524,Bagalkote
598498,Hosa Garadadinni,5444,Bilgi,524,Bagalkote
598501,Hosa Govinadinni,5444,Bilgi,524,Bagalkote
598500,Hosa Korti,5444,Bilgi,524,Bagalkote
598503,Hosa Takkalaki,5444,Bilgi,524,Bagalkote
598517,Janamatti,5444,Bilgi,524,Bagalkote
598542,Kadapatti,5444,Bilgi,524,Bagalkote
598525,Kamadal Pu.K,5444,Bilgi,524,Bagalkote
598528,Kandagal,5444,Bilgi,524,Bagalkote
598512,Katarki,5444,Bilgi,524,Bagalkote
598478,Kolur,5444,Bilgi,524,Bagalkote
598495,Kontikal,5444,Bilgi,524,Bagalkote
598522,Koppa S.R Rc,5444,Bilgi,524,Bagalkote
598511,Koppa(S.K),5444,Bilgi,524,Bagalkote
598539,Kovalli,5444,Bilgi,524,Bagalkote
598537,Kundargi,5444,Bilgi,524,Bagalkote
598513,Lingapur(S.K),5444,Bilgi,524,Bagalkote
598507,Lingapur.S.R Pu.K,5444,Bilgi,524,Bagalkote
598526,Mangura Pu.K,5444,Bilgi,524,Bagalkote
598519,Mannikeri,5444,Bilgi,524,Bagalkote
598479,Mundaganur,5444,Bilgi,524,Bagalkote
598521,Muttaladinni Rc,5444,Bilgi,524,Bagalkote
598487,Nagaral,5444,Bilgi,524,Bagalkote
598475,Rabkavi,5444,Bilgi,524,Bagalkote
598486,Ramapratappa Nagar,5444,Bilgi,524,Bagalkote
598504,Rolli,5444,Bilgi,524,Bagalkote
598484,Shaktinagar,5444,Bilgi,524,Bagalkote
598514,Shiraguppi,5444,Bilgi,524,Bagalkote
598485,Shivanagar,5444,Bilgi,524,Bagalkote
598488,Siddapur,5444,Bilgi,524,Bagalkote
598496,Sonna,5444,Bilgi,524,Bagalkote
598518,Sunaga,5444,Bilgi,524,Bagalkote
598489,Teggi,5444,Bilgi,524,Bagalkote
598533,Tolamatti,5444,Bilgi,524,Bagalkote
598534,Tummarmatti,5444,Bilgi,524,Bagalkote
598536,Venkatapura,5444,Bilgi,524,Bagalkote
598480,Yadahalli,5444,Bilgi,524,Bagalkote
598543,Yelligutti,5444,Bilgi,524,Bagalkote
598531,Yettinatti,5444,Bilgi,524,Bagalkote
598672,Allur. S.P.,7061,Guledgudda,524,Bagalkote
598673,Asangi,7061,Guledgudda,524,Bagalkote
598669,Budanagad,7061,Guledgudda,524,Bagalkote
598693,Chimmalagi,7061,Guledgudda,524,Bagalkote
598671,Haladur,7061,Guledgudda,524,Bagalkote
598685,Hanapur.S.P.,7061,Guledgudda,524,Bagalkote
598662,Hangaragi,7061,Guledgudda,524,Bagalkote
598683,Hansanoor,7061,Guledgudda,524,Bagalkote
598668,Haradolli,7061,Guledgudda,524,Bagalkote
598680,Hirebudihal,7061,Guledgudda,524,Bagalkote
598660,Hulasageri,7061,Guledgudda,524,Bagalkote
598687,Hullikeri.S.P.,7061,Guledgudda,524,Bagalkote
598670,Injanawari,7061,Guledgudda,524,Bagalkote
598659,Jammanakatti,7061,Guledgudda,524,Bagalkote
598661,Katageri,7061,Guledgudda,524,Bagalkote
598689,Kataginahalli,7061,Guledgudda,524,Bagalkote
598695,Katapur,7061,Guledgudda,524,Bagalkote
598664,Kelawadi,7061,Guledgudda,524,Bagalkote
598676,Khanapur.S.P.,7061,Guledgudda,524,Bagalkote
598663,Khazibudihal,7061,Guledgudda,524,Bagalkote
598682,Konkanakoppa,7061,Guledgudda,524,Bagalkote
598667,Kotikall,7061,Guledgudda,524,Bagalkote
598688,Kotnalli,7061,Guledgudda,524,Bagalkote
598633,Krishnapur,7061,Guledgudda,524,Bagalkote
598681,Lakkasakoppa,7061,Guledgudda,524,Bagalkote
598690,Layadagundi,7061,Guledgudda,524,Bagalkote
598665,Lingapur,7061,Guledgudda,524,Bagalkote
598694,Mangalagudda,7061,Guledgudda,524,Bagalkote
598677,Murudi,7061,Guledgudda,524,Bagalkote
598692,Nagaral.S.P.,7061,Guledgudda,524,Bagalkote
598674,Padanakatti,7061,Guledgudda,524,Bagalkote
598675,Parwati,7061,Guledgudda,524,Bagalkote
598684,Raghapur,7061,Guledgudda,524,Bagalkote
598686,Saraswathinagar,7061,Guledgudda,524,Bagalkote
598691,Subbalahunashi,7061,Guledgudda,524,Bagalkote
598679,Teggi,7061,Guledgudda,524,Bagalkote
598678,Thogunashi,7061,Guledgudda,524,Bagalkote
598666,Timasagar,7061,Guledgudda,524,Bagalkote
598944,Adihal,5448,Hungund,524,Bagalkote
598975,Amarawati,5448,Hungund,524,Bagalkote
598872,Amblikoppa,5448,Hungund,524,Bagalkote
599027,Aminagad (Ct),5448,Hungund,524,Bagalkote
598952,Anapakatti,5448,Hungund,524,Bagalkote
598940,Bannihatti,5448,Hungund,524,Bagalkote
598867,Basarikatti,5448,Hungund,524,Bagalkote
598871,Basawanal,5448,Hungund,524,Bagalkote
598972,Bekamaladinni,5448,Hungund,524,Bagalkote
598922,Belgal,5448,Hungund,524,Bagalkote
598876,Bevinal,5448,Hungund,524,Bagalkote
598931,Bevinamatti,5448,Hungund,524,Bagalkote
598976,Binjawadgi,5448,Hungund,524,Bagalkote
598915,Bisaladinni,5448,Hungund,524,Bagalkote
598921,Bisanalkoppa,5448,Hungund,524,Bagalkote
598875,Budihal (Inam),5448,Hungund,524,Bagalkote
598874,Budihal (S.K.),5448,Hungund,524,Bagalkote
598938,Chickbadawadgi,5448,Hungund,524,Bagalkote
598903,Chickmagi,5448,Hungund,524,Bagalkote
598907,Chickmalagavi,5448,Hungund,524,Bagalkote
598933,Chickyaranakeri,5448,Hungund,524,Bagalkote
598970,Chintakamaladinni,5448,Hungund,524,Bagalkote
598927,Chittaragi,5448,Hungund,524,Bagalkote
598937,Chittawadgi,5448,Hungund,524,Bagalkote
598917,Chowdakamaladinni,5448,Hungund,524,Bagalkote
598957,Dasbal,5448,Hungund,524,Bagalkote
598946,Dhannur,5448,Hungund,524,Bagalkote
598928,Gangur,5448,Hungund,524,Bagalkote
598908,Ganjihal,5448,Hungund,524,Bagalkote
598977,Ghattiganur,5448,Hungund,524,Bagalkote
598924,Hadagali,5448,Hungund,524,Bagalkote
598973,Hagedal,5448,Hungund,524,Bagalkote
598950,Havaragi Pu.K,5448,Hungund,524,Bagalkote
598941,Hirebadawadgi,5448,Hungund,524,Bagalkote
598877,Hiremagi,5448,Hungund,524,Bagalkote
598906,Hiremalagavi,5448,Hungund,524,Bagalkote
598932,Hireyaranakeri,5448,Hungund,524,Bagalkote
598934,Honnarahalli,5448,Hungund,524,Bagalkote
598929,Huliginal,5448,Hungund,524,Bagalkote
598947,Hullalli,5448,Hungund,524,Bagalkote
598942,Hungund (Rural),5448,Hungund,524,Bagalkote
598910,Huvanur,5448,Hungund,524,Bagalkote
598880,Huvinahalli,5448,Hungund,524,Bagalkote
598920,Iddalgi,5448,Hungund,524,Bagalkote
598884,Ihole,5448,Hungund,524,Bagalkote
598953,Indawar Pu.K,5448,Hungund,524,Bagalkote
598962,Jalakamaladinni,5448,Hungund,524,Bagalkote
598868,Kadiwal Kallapur,5448,Hungund,524,Bagalkote
598961,Kadiwal(Inam),5448,Hungund,524,Bagalkote
598930,Kalagonal,5448,Hungund,524,Bagalkote
598882,Kalligudda,5448,Hungund,524,Bagalkote
598943,Kamadatta,5448,Hungund,524,Bagalkote
598960,Kamaladinni,5448,Hungund,524,Bagalkote
599026,Kamatgi (Ct),5448,Hungund,524,Bagalkote
598913,Katagur,5448,Hungund,524,Bagalkote
598912,Kengalkadapatti,5448,Hungund,524,Bagalkote
598958,Kesarapenti,5448,Hungund,524,Bagalkote
598904,Khairwadgi,5448,Hungund,524,Bagalkote
598919,Khajagal,5448,Hungund,524,Bagalkote
598925,Kirasur,5448,Hungund,524,Bagalkote
598948,Koppa(S.M.),5448,Hungund,524,Bagalkote
598951,Koujaganur,5448,Hungund,524,Bagalkote
598963,Lavalasar,5448,Hungund,524,Bagalkote
598878,Madapur,5448,Hungund,524,Bagalkote
598964,Manmathanal,5448,Hungund,524,Bagalkote
598949,Marol,5448,Hungund,524,Bagalkote
598923,Medinapur,5448,Hungund,524,Bagalkote
598873,Muganur,5448,Hungund,524,Bagalkote
598881,Mullur,5448,Hungund,524,Bagalkote
598935,Nagur,5448,Hungund,524,Bagalkote
598909,Nandanoor,5448,Hungund,524,Bagalkote
598883,Nimbalgundi,5448,Hungund,524,Bagalkote
598905,Papathanal,5448,Hungund,524,Bagalkote
598887,Rakkasagi,5448,Hungund,524,Bagalkote
598879,Ramathal,5448,Hungund,524,Bagalkote
598974,Ramawadgi,5448,Hungund,524,Bagalkote
598971,Revadihal,5448,Hungund,524,Bagalkote
598918,Sangum Archak Pu.K,5448,Hungund,524,Bagalkote
598888,Sulibhavi,5448,Hungund,524,Bagalkote
598870,Suralikal,5448,Hungund,524,Bagalkote
598926,Timmapur,5448,Hungund,524,Bagalkote
598914,Turadagi,5448,Hungund,524,Bagalkote
598959,Vadergonal,5448,Hungund,524,Bagalkote
598916,Valakaladinni,5448,Hungund,524,Bagalkote
598911,Varagodadinni,5448,Hungund,524,Bagalkote
598939,Virapur,5448,Hungund,524,Bagalkote
598936,Yadahalli,5448,Hungund,524,Bagalkote
598945,Yemmihatti,5448,Hungund,524,Bagalkote
598869,Yeranaikanal,5448,Hungund,524,Bagalkote
598955,Amarawadgi,7062,Ilkal,524,Bagalkote
599016,Balakundi,7062,Ilkal,524,Bagalkote
598982,Benakanadoni,7062,Ilkal,524,Bagalkote
598893,Benakanavari,7062,Ilkal,524,Bagalkote
598896,Bhimanagad,7062,Ilkal,524,Bagalkote
598981,Budihal (S.K.),7062,Ilkal,524,Bagalkote
598983,Chamalapur,7062,Ilkal,524,Bagalkote
598986,Chatnihal,7062,Ilkal,524,Bagalkote
599005,Chick-Otageri,7062,Ilkal,524,Bagalkote
599020,Chickkodagali,7062,Ilkal,524,Bagalkote
599001,Chicksinganagutti,7062,Ilkal,524,Bagalkote
598991,Chikadapur,7062,Ilkal,524,Bagalkote
598897,Chikanal,7062,Ilkal,524,Bagalkote
598892,Chilapur,7062,Ilkal,524,Bagalkote
598956,Chinnapur (S.K.),7062,Ilkal,524,Bagalkote
598998,Chinnapur (S.T.),7062,Ilkal,524,Bagalkote
598900,Dammur,7062,Ilkal,524,Bagalkote
598990,Gadisunkapur,7062,Ilkal,524,Bagalkote
598899,Gandal,7062,Ilkal,524,Bagalkote
599014,Gonal (S.B.),7062,Ilkal,524,Bagalkote
599003,Gonal (S.K.),7062,Ilkal,524,Bagalkote
599023,Gonal (S.T.),7062,Ilkal,524,Bagalkote
599000,Gopsani,7062,Ilkal,524,Bagalkote
599010,Gorbal,7062,Ilkal,524,Bagalkote
598889,Gorjnal,7062,Ilkal,524,Bagalkote
599028,Gudur (S.B),7062,Ilkal,524,Bagalkote
599012,Gudur (S.C.),7062,Ilkal,524,Bagalkote
599022,Gugalmari,7062,Ilkal,524,Bagalkote
599013,Hanamanal - S.T,7062,Ilkal,524,Bagalkote
598993,Harnapur,7062,Ilkal,524,Bagalkote
598978,Hemawadgi,7062,Ilkal,524,Bagalkote
598999,Herur,7062,Ilkal,524,Bagalkote
599011,Hire-Otageri,7062,Ilkal,524,Bagalkote
598994,Hireadapur,7062,Ilkal,524,Bagalkote
598985,Hirehunakunti,7062,Ilkal,524,Bagalkote
599021,Hirekodagali,7062,Ilkal,524,Bagalkote
598995,Hiresinganagutti,7062,Ilkal,524,Bagalkote
599015,Hireupnal,7062,Ilkal,524,Bagalkote
598902,Ilal,7062,Ilkal,524,Bagalkote
599009,Ilkal (Rural),7062,Ilkal,524,Bagalkote
599007,Ingalgi,7062,Ilkal,524,Bagalkote
599017,Ishwarnagar,7062,Ilkal,524,Bagalkote
598954,Islampur,7062,Ilkal,524,Bagalkote
598989,Jambaladinni,7062,Ilkal,524,Bagalkote
598984,Kambalihal,7062,Ilkal,524,Bagalkote
599004,Kandgal,7062,Ilkal,524,Bagalkote
598967,Karadi,7062,Ilkal,524,Bagalkote
598891,Kelur,7062,Ilkal,524,Bagalkote
598997,Kesarabhavi,7062,Ilkal,524,Bagalkote
598966,Kodihal,7062,Ilkal,524,Bagalkote
598969,Konnur,7062,Ilkal,524,Bagalkote
599002,Krishnapur,7062,Ilkal,524,Bagalkote
598886,Kunabenchi,7062,Ilkal,524,Bagalkote
598885,Kyadiggeri,7062,Ilkal,524,Bagalkote
598987,Malagihal,7062,Ilkal,524,Bagalkote
599024,Maratgeri,7062,Ilkal,524,Bagalkote
598898,Muradi,7062,Ilkal,524,Bagalkote
598992,Nandavadgi,7062,Ilkal,524,Bagalkote
598988,Nidasanur,7062,Ilkal,524,Bagalkote
598968,Palti,7062,Ilkal,524,Bagalkote
598965,Pochapur,7062,Ilkal,524,Bagalkote
599018,Sankalapur,7062,Ilkal,524,Bagalkote
599019,Sevalalnagara,7062,Ilkal,524,Bagalkote
598894,Siddanakolla,7062,Ilkal,524,Bagalkote
599025,Somalapur,7062,Ilkal,524,Bagalkote
598890,Tallikeri,7062,Ilkal,524,Bagalkote
598980,Tariwal,7062,Ilkal,524,Bagalkote
599008,Tondihal,7062,Ilkal,524,Bagalkote
598996,Tumba,7062,Ilkal,524,Bagalkote
598979,Turamari,7062,Ilkal,524,Bagalkote
598895,Upnal (S.C.),7062,Ilkal,524,Bagalkote
598901,Vadageri,7062,Ilkal,524,Bagalkote
599006,Vajjal,7062,Ilkal,524,Bagalkote
598464,Adihudi,5443,Jamkhandi,524,Bagalkote
598433,Alagur,5443,Jamkhandi,524,Bagalkote
598429,Albal,5443,Jamkhandi,524,Bagalkote
598472,Bidari,5443,Jamkhandi,524,Bagalkote
598449,Budni,5443,Jamkhandi,524,Bagalkote
598468,Chikkalaki,5443,Jamkhandi,524,Bagalkote
598469,Chikkapadasalgi,5443,Jamkhandi,524,Bagalkote
598441,Chingundi,5443,Jamkhandi,524,Bagalkote
598455,Gadyal,5443,Jamkhandi,524,Bagalkote
598448,Gani,5443,Jamkhandi,524,Bagalkote
598453,Gothe,5443,Jamkhandi,524,Bagalkote
598430,Hanchinal,5443,Jamkhandi,524,Bagalkote
598466,Hirepadasalgi,5443,Jamkhandi,524,Bagalkote
598444,Hulyal,5443,Jamkhandi,524,Bagalkote
598443,Hunashikatti,5443,Jamkhandi,524,Bagalkote
598438,Hunnur,5443,Jamkhandi,524,Bagalkote
598440,Jakanur,5443,Jamkhandi,524,Bagalkote
